preamble,stimulus,item,category,rank,score,params,model
Peach,is a fruit.,peach,fruit,4,-15.346569061279297,81913344,distilgpt2
Pear,is a fruit.,pear,fruit,5,-20.963775634765625,81913344,distilgpt2
Apricot,is a fruit.,apricot,fruit,6,-18.81383514404297,81913344,distilgpt2
Tangerine,is a fruit.,tangerine,fruit,7,-16.674224853515625,81913344,distilgpt2
Plum,is a fruit.,plum,fruit,8,-18.480632781982422,81913344,distilgpt2
Grape,is a fruit.,grape,fruit,9,-16.291973114013672,81913344,distilgpt2
Nectarine,is a fruit.,nectarine,fruit,10,-16.121856689453125,81913344,distilgpt2
Strawberry,is a fruit.,strawberry,fruit,11,-14.740097045898438,81913344,distilgpt2
Grapefruit,is a fruit.,grapefruit,fruit,12,-12.638988494873047,81913344,distilgpt2
Berry,is a fruit.,berry,fruit,13,-18.852176666259766,81913344,distilgpt2
Cherry,is a fruit.,cherry,fruit,14,-17.536785125732422,81913344,distilgpt2
Pineapple,is a fruit.,pineapple,fruit,15,-14.70145034790039,81913344,distilgpt2
Blackberry,is a fruit.,blackberry,fruit,16,-19.360321044921875,81913344,distilgpt2
Melon,is a fruit.,melon,fruit,17,-21.287105560302734,81913344,distilgpt2
Blueberry,is a fruit.,blueberry,fruit,18,-15.551883697509766,81913344,distilgpt2
Raspberry,is a fruit.,raspberry,fruit,19,-20.404052734375,81913344,distilgpt2
Lemon,is a fruit.,lemon,fruit,20,-18.778404235839844,81913344,distilgpt2
Black raspberry,is a fruit.,black raspberry,fruit,21,-15.66824722290039,81913344,distilgpt2
Boysenberry,is a fruit.,boysenberry,fruit,22,-16.627437591552734,81913344,distilgpt2
Watermelon,is a fruit.,watermelon,fruit,23,-13.682010650634766,81913344,distilgpt2
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-16.867618560791016,81913344,distilgpt2
Lime,is a fruit.,lime,fruit,25,-18.977420806884766,81913344,distilgpt2
Tangelo,is a fruit.,tangelo,fruit,26,-20.88809585571289,81913344,distilgpt2
Papaya,is a fruit.,papaya,fruit,27,-16.767959594726562,81913344,distilgpt2
Honeydew,is a fruit.,honeydew,fruit,28,-17.60672378540039,81913344,distilgpt2
Fig,is a fruit.,fig,fruit,29,-23.960525512695312,81913344,distilgpt2
Mango,is a fruit.,mango,fruit,30,-18.459705352783203,81913344,distilgpt2
Guava,is a fruit.,guava,fruit,31,-16.047740936279297,81913344,distilgpt2
Pomegranate,is a fruit.,pomegranate,fruit,32,-14.696666717529297,81913344,distilgpt2
Cranberry,is a fruit.,cranberry,fruit,33,-15.269245147705078,81913344,distilgpt2
Passion fruit,is a fruit.,passion fruit,fruit,34,-13.005439758300781,81913344,distilgpt2
Prune,is a fruit.,prune,fruit,35,-19.874622344970703,81913344,distilgpt2
Gooseberry,is a fruit.,gooseberry,fruit,36,-14.626483917236328,81913344,distilgpt2
Dates,is a fruit.,dates,fruit,37,-21.500564575195312,81913344,distilgpt2
Kumquat,is a fruit.,kumquat,fruit,38,-17.456809997558594,81913344,distilgpt2
Raisin,is a fruit.,raisin,fruit,39,-20.713214874267578,81913344,distilgpt2
Muskmelon,is a fruit.,muskmelon,fruit,40,-18.958770751953125,81913344,distilgpt2
Persimmon,is a fruit.,persimmon,fruit,41,-17.665096282958984,81913344,distilgpt2
Pawpaw,is a fruit.,pawpaw,fruit,42,-19.16883087158203,81913344,distilgpt2
Coconut,is a fruit.,coconut,fruit,43,-15.64669418334961,81913344,distilgpt2
Avocado,is a fruit.,avocado,fruit,44,-14.627861022949219,81913344,distilgpt2
Pumpkin,is a fruit.,pumpkin,fruit,45,-17.92624282836914,81913344,distilgpt2
Tomato,is a fruit.,tomato,fruit,46,-19.644058227539062,81913344,distilgpt2
Nut,is a fruit.,nut,fruit,47,-19.587984085083008,81913344,distilgpt2
Gourd,is a fruit.,gourd,fruit,48,-19.50762176513672,81913344,distilgpt2
Olive,is a fruit.,olive,fruit,49,-19.17241668701172,81913344,distilgpt2
