preamble,stimulus,item,category,rank,score,params,model
A bat,is a toy.,bat,toy,44,-21.139113903045654,11812272,albert-base-v1
A car,is a toy.,car,toy,45,-25.851396560668945,11812272,albert-base-v1
An airplane,is a toy.,airplane,toy,46,-24.556790828704834,11812272,albert-base-v1
A bicycle,is a toy.,bicycle,toy,47,-21.89750623703003,11812272,albert-base-v1
A tractor,is a toy.,tractor,toy,48,-25.06279420852661,11812272,albert-base-v1
A sandbox,is a toy.,sandbox,toy,49,-23.12974977493286,11812272,albert-base-v1
A bike,is a toy.,bike,toy,50,-23.82456922531128,11812272,albert-base-v1
A bow and arrow,is a toy.,bow and arrow,toy,51,-21.142516613006592,11812272,albert-base-v1
A rope,is a toy.,rope,toy,52,-21.831488132476807,11812272,albert-base-v1
Dishes,are toys.,dishes,toy,53,-17.529172897338867,11812272,albert-base-v1
Cards,are toys.,cards,toy,54,-16.230393409729004,11812272,albert-base-v1
A mitt,is a toy.,mitt,toy,55,-23.19619655609131,11812272,albert-base-v1
A horse,is a toy.,horse,toy,56,-21.138001441955566,11812272,albert-base-v1
A gun,is a toy.,gun,toy,57,-24.243303298950195,11812272,albert-base-v1
Animals,are toys.,animals,toy,58,-17.075491905212402,11812272,albert-base-v1
A tennis racket,is a toy.,tennis racket,toy,59,-21.463715076446533,11812272,albert-base-v1
Books,are toys.,books,toy,60,-19.28946018218994,11812272,albert-base-v1
A robin,is a bird.,robin,bird,1,-6.551539421081543,11812272,albert-base-v1
A sparrow,is a bird.,sparrow,bird,2,-4.312379837036133,11812272,albert-base-v1
A bluejay,is a bird.,bluejay,bird,3,-8.789458274841309,11812272,albert-base-v1
A bluebird,is a bird.,bluebird,bird,4,-2.7483043670654297,11812272,albert-base-v1
A canary,is a bird.,canary,bird,5,-6.840361595153809,11812272,albert-base-v1
A blackbird,is a bird.,blackbird,bird,6,-3.3099536895751953,11812272,albert-base-v1
A dove,is a bird.,dove,bird,7,-5.887934684753418,11812272,albert-base-v1
A lark,is a bird.,lark,bird,8,-6.466650009155273,11812272,albert-base-v1
A swallow,is a bird.,swallow,bird,9,-11.980765342712402,11812272,albert-base-v1
A parakeet,is a bird.,parakeet,bird,10,-5.373120307922363,11812272,albert-base-v1
An oriole,is a bird.,oriole,bird,11,-10.5721435546875,11812272,albert-base-v1
A mockingbird,is a bird.,mockingbird,bird,12,-4.917252540588379,11812272,albert-base-v1
A redbird,is a bird.,redbird,bird,13,-2.904547691345215,11812272,albert-base-v1
A wren,is a bird.,wren,bird,14,-6.960053443908691,11812272,albert-base-v1
A finch,is a bird.,finch,bird,15,-4.3959150314331055,11812272,albert-base-v1
A starling,is a bird.,starling,bird,16,-10.372014999389648,11812272,albert-base-v1
A cardinal,is a bird.,cardinal,bird,17,-12.435443878173828,11812272,albert-base-v1
An eagle,is a bird.,eagle,bird,18,-3.995180130004883,11812272,albert-base-v1
A hummingbird,is a bird.,hummingbird,bird,19,-4.284786224365234,11812272,albert-base-v1
A seagull,is a bird.,seagull,bird,20,-5.323122024536133,11812272,albert-base-v1
A woodpecker,is a bird.,woodpecker,bird,21,-4.013998985290527,11812272,albert-base-v1
A pigeon,is a bird.,pigeon,bird,22,-5.547817230224609,11812272,albert-base-v1
A thrush,is a bird.,thrush,bird,23,-4.686915397644043,11812272,albert-base-v1
A falcon,is a bird.,falcon,bird,24,-4.995311737060547,11812272,albert-base-v1
A crow,is a bird.,crow,bird,25,-5.830182075500488,11812272,albert-base-v1
A hawk,is a bird.,hawk,bird,26,-6.751131057739258,11812272,albert-base-v1
A raven,is a bird.,raven,bird,27,-6.685907363891602,11812272,albert-base-v1
A goldfinch,is a bird.,goldfinch,bird,28,-6.48087215423584,11812272,albert-base-v1
A parrot,is a bird.,parrot,bird,29,-3.5814456939697266,11812272,albert-base-v1
A sandpiper,is a bird.,sandpiper,bird,30,-5.9286346435546875,11812272,albert-base-v1
A pheasant,is a bird.,pheasant,bird,31,-7.121222496032715,11812272,albert-base-v1
A catbird,is a bird.,catbird,bird,32,-2.906416893005371,11812272,albert-base-v1
A crane,is a bird.,crane,bird,33,-9.490102767944336,11812272,albert-base-v1
An albatross,is a bird.,albatross,bird,34,-4.747064590454102,11812272,albert-base-v1
A condor,is a bird.,condor,bird,35,-5.817588806152344,11812272,albert-base-v1
A toucan,is a bird.,toucan,bird,36,-6.840244293212891,11812272,albert-base-v1
An owl,is a bird.,owl,bird,37,-4.273176193237305,11812272,albert-base-v1
A pelican,is a bird.,pelican,bird,38,-5.2633161544799805,11812272,albert-base-v1
A goose,is a bird.,goose,bird,39,-8.115818977355957,11812272,albert-base-v1
A vulture,is a bird.,vulture,bird,40,-7.025860786437988,11812272,albert-base-v1
A stork,is a bird.,stork,bird,41,-7.601344108581543,11812272,albert-base-v1
A buzzard,is a bird.,buzzard,bird,42,-11.7548828125,11812272,albert-base-v1
A swan,is a bird.,swan,bird,43,-5.77745246887207,11812272,albert-base-v1
A flamingo,is a bird.,flamingo,bird,44,-8.400528907775879,11812272,albert-base-v1
A duck,is a bird.,duck,bird,45,-6.061323165893555,11812272,albert-base-v1
A peacock,is a bird.,peacock,bird,46,-4.37529182434082,11812272,albert-base-v1
An egret,is a bird.,egret,bird,47,-3.0156593322753906,11812272,albert-base-v1
A chicken,is a bird.,chicken,bird,48,-9.341991424560547,11812272,albert-base-v1
A turkey,is a bird.,turkey,bird,49,-9.415103435516357,11812272,albert-base-v1
An ostrich,is a bird.,ostrich,bird,50,-7.964707851409912,11812272,albert-base-v1
A titmouse,is a bird.,titmouse,bird,51,-7.648667335510254,11812272,albert-base-v1
An emu,is a bird.,emu,bird,52,-8.545828342437744,11812272,albert-base-v1
A penguin,is a bird.,penguin,bird,53,-6.008918762207031,11812272,albert-base-v1
A bat,is a bird.,bat,bird,54,-7.284182548522949,11812272,albert-base-v1
Football,is a sport.,football,sport,1,-5.100942611694336,11812272,albert-base-v1
Baseball,is a sport.,baseball,sport,2,-5.503329277038574,11812272,albert-base-v1
Basketball,is a sport.,basketball,sport,3,-6.002957344055176,11812272,albert-base-v1
Tennis,is a sport.,tennis,sport,4,-5.7960205078125,11812272,albert-base-v1
Softball,is a sport.,softball,sport,5,-5.011743545532227,11812272,albert-base-v1
Canoeing,is a sport.,canoeing,sport,6,-6.315818786621094,11812272,albert-base-v1
Handball,is a sport.,handball,sport,7,-5.225037574768066,11812272,albert-base-v1
Rugby,is a sport.,rugby,sport,8,-5.771920204162598,11812272,albert-base-v1
Hockey,is a sport.,hockey,sport,9,-5.886778831481934,11812272,albert-base-v1
Ice hockey,is a sport.,ice hockey,sport,10,-5.991366386413574,11812272,albert-base-v1
Swimming,is a sport.,swimming,sport,11,-4.328377723693848,11812272,albert-base-v1
Track,is a sport.,track,sport,12,-9.929177284240723,11812272,albert-base-v1
Boxing,is a sport.,boxing,sport,13,-4.991703033447266,11812272,albert-base-v1
Volleyball,is a sport.,volleyball,sport,14,-5.625551223754883,11812272,albert-base-v1
Lacrosse,is a sport.,lacrosse,sport,15,-5.463562965393066,11812272,albert-base-v1
Skiing,is a sport.,skiing,sport,16,-4.319502830505371,11812272,albert-base-v1
Golf,is a sport.,golf,sport,17,-5.4034271240234375,11812272,albert-base-v1
Polo,is a sport.,polo,sport,18,-8.863027572631836,11812272,albert-base-v1
Surfing,is a sport.,surfing,sport,19,-5.39047908782959,11812272,albert-base-v1
Wrestling,is a sport.,wrestling,sport,20,-6.247718811035156,11812272,albert-base-v1
Gymnastics,is a sport.,gymnastics,sport,21,-5.470488548278809,11812272,albert-base-v1
Cricket,is a sport.,cricket,sport,22,-6.3519439697265625,11812272,albert-base-v1
Squash,is a sport.,squash,sport,23,-6.6891679763793945,11812272,albert-base-v1
Badminton,is a sport.,badminton,sport,24,-5.621699333190918,11812272,albert-base-v1
Racing,is a sport.,racing,sport,25,-6.669977188110352,11812272,albert-base-v1
Pole vault,is a sport.,pole vault,sport,26,-5.440915107727051,11812272,albert-base-v1
Fencing,is a sport.,fencing,sport,27,-4.8816375732421875,11812272,albert-base-v1
Bowling,is a sport.,bowling,sport,28,-5.94500732421875,11812272,albert-base-v1
Water skiing,is a sport.,water skiing,sport,29,-4.537299156188965,11812272,albert-base-v1
Ice skating,is a sport.,ice skating,sport,30,-5.344346046447754,11812272,albert-base-v1
Jai alai,is a sport.,jai alai,sport,31,-15.225933074951172,11812272,albert-base-v1
Skating,is a sport.,skating,sport,32,-4.971231460571289,11812272,albert-base-v1
Skindiving,is a sport.,skindiving,sport,33,-6.818968772888184,11812272,albert-base-v1
Sailing,is a sport.,sailing,sport,34,-5.55250358581543,11812272,albert-base-v1
Diving,is a sport.,diving,sport,35,-5.054954528808594,11812272,albert-base-v1
Archery,is a sport.,archery,sport,36,-5.136619567871094,11812272,albert-base-v1
Judo,is a sport.,judo,sport,37,-5.124703407287598,11812272,albert-base-v1
Car racing,is a sport.,car racing,sport,38,-7.033238410949707,11812272,albert-base-v1
Ping pong,is a sport.,ping pong,sport,39,-11.082948207855225,11812272,albert-base-v1
Rowing,is a sport.,rowing,sport,40,-4.757265090942383,11812272,albert-base-v1
Fishing,is a sport.,fishing,sport,41,-5.957816123962402,11812272,albert-base-v1
Horseback riding,is a sport.,horseback riding,sport,42,-4.953167915344238,11812272,albert-base-v1
Running,is a sport.,running,sport,43,-6.485299110412598,11812272,albert-base-v1
Horse racing,is a sport.,horse racing,sport,44,-7.0664567947387695,11812272,albert-base-v1
Hiking,is a sport.,hiking,sport,45,-5.515875816345215,11812272,albert-base-v1
Weight lifting,is a sport.,weight lifting,sport,46,-5.111872673034668,11812272,albert-base-v1
Croquet,is a sport.,croquet,sport,47,-13.412254333496094,11812272,albert-base-v1
Horseshoes,is a sport.,horseshoes,sport,48,-12.583600997924805,11812272,albert-base-v1
Boating,is a sport.,boating,sport,49,-5.250635147094727,11812272,albert-base-v1
Pool,is a sport.,pool,sport,50,-9.3509521484375,11812272,albert-base-v1
Billiards,is a sport.,billiards,sport,51,-6.380017280578613,11812272,albert-base-v1
Hunting,is a sport.,hunting,sport,52,-5.583798408508301,11812272,albert-base-v1
Jump rope,is a sport.,jump rope,sport,53,-8.315909385681152,11812272,albert-base-v1
Camping,is a sport.,camping,sport,54,-6.620094299316406,11812272,albert-base-v1
Chess,is a sport.,chess,sport,55,-7.286613464355469,11812272,albert-base-v1
Dancing,is a sport.,dancing,sport,56,-5.677956581115723,11812272,albert-base-v1
Checkers,is a sport.,checkers,sport,57,-12.752577781677246,11812272,albert-base-v1
Cards,is a sport.,cards,sport,58,-11.737317562103271,11812272,albert-base-v1
Sunbathing,is a sport.,sunbathing,sport,59,-11.378705024719238,11812272,albert-base-v1
Pea,is a vegetable.,pea,vegetable,1,-9.371537208557129,11812272,albert-base-v1
Carrot,is a vegetable.,carrot,vegetable,2,-5.979979515075684,11812272,albert-base-v1
Green bean,is a vegetable.,green bean,vegetable,3,-6.253795623779297,11812272,albert-base-v1
String bean,is a vegetable.,string bean,vegetable,4,-14.231213569641113,11812272,albert-base-v1
Spinach,is a vegetable.,spinach,vegetable,5,-8.690687656402588,11812272,albert-base-v1
Broccoli,is a vegetable.,broccoli,vegetable,6,-10.411843299865723,11812272,albert-base-v1
Asparagus,is a vegetable.,asparagus,vegetable,7,-10.575919151306152,11812272,albert-base-v1
Corn,is a vegetable.,corn,vegetable,8,-4.745499610900879,11812272,albert-base-v1
Cauliflower,is a vegetable.,cauliflower,vegetable,9,-9.173866271972656,11812272,albert-base-v1
Brussels sprouts,are vegetables.,brussels sprouts,vegetable,10,-18.49560546875,11812272,albert-base-v1
Squash,is a vegetable.,squash,vegetable,11,-6.941311836242676,11812272,albert-base-v1
Lettuce,is a vegetable.,lettuce,vegetable,12,-12.640685081481934,11812272,albert-base-v1
Celery,is a vegetable.,celery,vegetable,13,-13.871678352355957,11812272,albert-base-v1
Cucumber,is a vegetable.,cucumber,vegetable,14,-3.6458845138549805,11812272,albert-base-v1
Beet,is a vegetable.,beet,vegetable,15,-11.8247652053833,11812272,albert-base-v1
Green,is a vegetable.,green,vegetable,16,-13.473119735717773,11812272,albert-base-v1
Tomato,is a vegetable.,tomato,vegetable,17,-8.219383239746094,11812272,albert-base-v1
Lima bean,is a vegetable.,lima bean,vegetable,18,-7.062453269958496,11812272,albert-base-v1
Artichoke,is a vegetable.,artichoke,vegetable,19,-12.277094841003418,11812272,albert-base-v1
Turnip,is a vegetable.,turnip,vegetable,20,-12.43337631225586,11812272,albert-base-v1
Eggplant,is a vegetable.,eggplant,vegetable,21,-7.870354175567627,11812272,albert-base-v1
Romaine,is a vegetable.,romaine,vegetable,22,-14.103759765625,11812272,albert-base-v1
Green pepper,is a vegetable.,green pepper,vegetable,23,-5.134966850280762,11812272,albert-base-v1
Okra,is a vegetable.,okra,vegetable,24,-12.992008209228516,11812272,albert-base-v1
Radish,is a vegetable.,radish,vegetable,25,-11.067828178405762,11812272,albert-base-v1
Onion,is a vegetable.,onion,vegetable,26,-7.8001708984375,11812272,albert-base-v1
Bean,is a vegetable.,bean,vegetable,27,-9.069146633148193,11812272,albert-base-v1
Green onion,is a vegetable.,green onion,vegetable,28,-7.224782943725586,11812272,albert-base-v1
Potato,is a vegetable.,potato,vegetable,29,-4.5602264404296875,11812272,albert-base-v1
Parsnip,is a vegetable.,parsnip,vegetable,30,-10.36900806427002,11812272,albert-base-v1
Turnip green,is a vegetable.,turnip green,vegetable,31,-12.102802276611328,11812272,albert-base-v1
Collard,is a vegetable.,collard,vegetable,32,-17.499189376831055,11812272,albert-base-v1
Wax bean,is a vegetable.,wax bean,vegetable,33,-6.378781318664551,11812272,albert-base-v1
Watercress,is a vegetable.,watercress,vegetable,34,-10.291231155395508,11812272,albert-base-v1
Black eyed pea,is a vegetable.,black eyed pea,vegetable,35,-13.28232192993164,11812272,albert-base-v1
Leek,is a vegetable.,leek,vegetable,36,-11.128238677978516,11812272,albert-base-v1
Pepper,is a vegetable.,pepper,vegetable,37,-7.67797327041626,11812272,albert-base-v1
Sweet potato,is a vegetable.,sweet potato,vegetable,38,-5.68404483795166,11812272,albert-base-v1
Yam,is a vegetable.,yam,vegetable,39,-9.382585525512695,11812272,albert-base-v1
Parsley,is a vegetable.,parsley,vegetable,40,-9.094438552856445,11812272,albert-base-v1
Endive,is a vegetable.,endive,vegetable,41,-14.23849630355835,11812272,albert-base-v1
Rutabaga,is a vegetable.,rutabaga,vegetable,42,-12.476520538330078,11812272,albert-base-v1
Mushroom,is a vegetable.,mushroom,vegetable,43,-6.924238204956055,11812272,albert-base-v1
Avocado,is a vegetable.,avocado,vegetable,44,-12.698385238647461,11812272,albert-base-v1
Rhubarb,is a vegetable.,rhubarb,vegetable,45,-13.226659774780273,11812272,albert-base-v1
Kale,is a vegetable.,kale,vegetable,46,-11.719789505004883,11812272,albert-base-v1
Escarole,is a vegetable.,escarole,vegetable,47,-10.19593334197998,11812272,albert-base-v1
Sauerkraut,is a vegetable.,sauerkraut,vegetable,48,-13.943663597106934,11812272,albert-base-v1
Pickle,is a vegetable.,pickle,vegetable,49,-5.4869384765625,11812272,albert-base-v1
Baked bean,is a vegetable.,baked bean,vegetable,50,-6.709444046020508,11812272,albert-base-v1
Pumpkin,is a vegetable.,pumpkin,vegetable,51,-9.073599338531494,11812272,albert-base-v1
Seaweed,is a vegetable.,seaweed,vegetable,52,-16.61459732055664,11812272,albert-base-v1
Garlic,is a vegetable.,garlic,vegetable,53,-5.604805946350098,11812272,albert-base-v1
Dandelion,is a vegetable.,dandelion,vegetable,54,-10.76484203338623,11812272,albert-base-v1
Peanut,is a vegetable.,peanut,vegetable,55,-7.866621017456055,11812272,albert-base-v1
Rice,is a vegetable.,rice,vegetable,56,-4.6860151290893555,11812272,albert-base-v1
A saw,is a tool.,saw,tool,1,-14.301259994506836,11812272,albert-base-v1
A hammer,is a tool.,hammer,tool,2,-9.84199333190918,11812272,albert-base-v1
A ruler,is a tool.,ruler,tool,3,-14.018059730529785,11812272,albert-base-v1
A screwdriver,is a tool.,screwdriver,tool,4,-11.626910209655762,11812272,albert-base-v1
A drill,is a tool.,drill,tool,5,-9.974241256713867,11812272,albert-base-v1
A nail,is a tool.,nail,tool,6,-9.79054069519043,11812272,albert-base-v1
A tape measure,is a tool.,tape measure,tool,7,-11.399900436401367,11812272,albert-base-v1
A sawhorse,is a tool.,sawhorse,tool,8,-13.745352745056152,11812272,albert-base-v1
A sandpaper,is a tool.,sandpaper,tool,9,-10.702210426330566,11812272,albert-base-v1
A sander,is a tool.,sander,tool,10,-10.293547630310059,11812272,albert-base-v1
A level,is a tool.,level,tool,11,-14.756169319152832,11812272,albert-base-v1
A plane,is a tool.,plane,tool,12,-13.86774730682373,11812272,albert-base-v1
A file,is a tool.,file,tool,13,-11.409701347351074,11812272,albert-base-v1
A toolbox,is a tool.,toolbox,tool,14,-6.301900863647461,11812272,albert-base-v1
A t-square,is a tool.,T-square,tool,15,-10.314985752105713,11812272,albert-base-v1
A chisel,is a tool.,chisel,tool,16,-11.307168960571289,11812272,albert-base-v1
A rasp,is a tool.,rasp,tool,17,-14.622373104095459,11812272,albert-base-v1
A pencil,is a tool.,pencil,tool,18,-11.101155281066895,11812272,albert-base-v1
A hacksaw,is a tool.,hacksaw,tool,19,-10.527772903442383,11812272,albert-base-v1
A square,is a tool.,square,tool,20,-15.432738304138184,11812272,albert-base-v1
A bench,is a tool.,bench,tool,21,-13.759779930114746,11812272,albert-base-v1
A plier,is a tool.,plier,tool,22,-11.768765926361084,11812272,albert-base-v1
A wrench,is a tool.,wrench,tool,23,-11.029109001159668,11812272,albert-base-v1
A ladder,is a tool.,ladder,tool,24,-11.730918884277344,11812272,albert-base-v1
A lathe,is a tool.,lathe,tool,25,-11.956110000610352,11812272,albert-base-v1
A vise,is a tool.,vise,tool,26,-11.640227317810059,11812272,albert-base-v1
A screw,is a tool.,screw,tool,27,-11.584890365600586,11812272,albert-base-v1
A wood,is a tool.,wood,tool,28,-10.242254257202148,11812272,albert-base-v1
A wedge,is a tool.,wedge,tool,29,-14.073654174804688,11812272,albert-base-v1
A lumber,is a tool.,lumber,tool,30,-10.149256706237793,11812272,albert-base-v1
A blueprint,is a tool.,blueprint,tool,31,-11.835199356079102,11812272,albert-base-v1
A brace,is a tool.,brace,tool,32,-10.828042984008789,11812272,albert-base-v1
An awl,is a tool.,awl,tool,33,-11.385247230529785,11812272,albert-base-v1
A crowbar,is a tool.,crowbar,tool,34,-12.621813297271729,11812272,albert-base-v1
A hinge,is a tool.,hinge,tool,35,-11.863389015197754,11812272,albert-base-v1
A miter box,is a tool.,miter box,tool,36,-11.163945198059082,11812272,albert-base-v1
A knife,is a tool.,knife,tool,37,-12.118902683258057,11812272,albert-base-v1
A chalk,is a tool.,chalk,tool,38,-11.144808292388916,11812272,albert-base-v1
A nut,is a tool.,nut,tool,39,-10.157322883605957,11812272,albert-base-v1
A bolt,is a tool.,bolt,tool,40,-12.231100082397461,11812272,albert-base-v1
A plumb line,is a tool.,plumb line,tool,41,-11.173414707183838,11812272,albert-base-v1
A brush,is a tool.,brush,tool,42,-11.442317008972168,11812272,albert-base-v1
A sledge hammer,is a tool.,sledge hammer,tool,43,-10.500602722167969,11812272,albert-base-v1
A glue,is a tool.,glue,tool,44,-9.896305084228516,11812272,albert-base-v1
A paintbrush,is a tool.,paintbrush,tool,45,-10.800515174865723,11812272,albert-base-v1
A varnish,is a tool.,varnish,tool,46,-10.622767925262451,11812272,albert-base-v1
An apron,is a tool.,apron,tool,47,-12.703115463256836,11812272,albert-base-v1
A stapler,is a tool.,stapler,tool,48,-8.49496078491211,11812272,albert-base-v1
An extension cord,is a tool.,extension cord,tool,49,-10.880042552947998,11812272,albert-base-v1
A soldering iron,is a tool.,soldering iron,tool,50,-6.972496032714844,11812272,albert-base-v1
A plaster,is a tool.,plaster,tool,51,-13.025168418884277,11812272,albert-base-v1
A wheelbarrow,is a tool.,wheelbarrow,tool,52,-8.906469345092773,11812272,albert-base-v1
An axe,is a tool.,axe,tool,53,-6.929481506347656,11812272,albert-base-v1
A slide rule,is a tool.,slide rule,tool,54,-11.116584777832031,11812272,albert-base-v1
A cement,is a tool.,cement,tool,55,-10.822132110595703,11812272,albert-base-v1
An anvil,is a tool.,anvil,tool,56,-6.282794952392578,11812272,albert-base-v1
A hatchet,is a tool.,hatchet,tool,57,-10.69176197052002,11812272,albert-base-v1
A rag,is a tool.,rag,tool,58,-11.155842304229736,11812272,albert-base-v1
A scissor,is a tool.,scissor,tool,59,-9.627240180969238,11812272,albert-base-v1
A crane,is a tool.,crane,tool,60,-11.379980087280273,11812272,albert-base-v1
Orange,is a fruit.,orange,fruit,1,-13.825829029083252,11812272,albert-base-v1
Apple,is a fruit.,apple,fruit,2,-13.409650325775146,11812272,albert-base-v1
Banana,is a fruit.,banana,fruit,3,-13.064013481140137,11812272,albert-base-v1
Peach,is a fruit.,peach,fruit,4,-14.64313268661499,11812272,albert-base-v1
Pear,is a fruit.,pear,fruit,5,-11.413718700408936,11812272,albert-base-v1
Apricot,is a fruit.,apricot,fruit,6,-14.712553977966309,11812272,albert-base-v1
Tangerine,is a fruit.,tangerine,fruit,7,-16.646767616271973,11812272,albert-base-v1
Plum,is a fruit.,plum,fruit,8,-11.579445362091064,11812272,albert-base-v1
Grape,is a fruit.,grape,fruit,9,-13.71582555770874,11812272,albert-base-v1
Nectarine,is a fruit.,nectarine,fruit,10,-14.994504928588867,11812272,albert-base-v1
Strawberry,is a fruit.,strawberry,fruit,11,-14.655169486999512,11812272,albert-base-v1
Grapefruit,is a fruit.,grapefruit,fruit,12,-10.007283210754395,11812272,albert-base-v1
Berry,is a fruit.,berry,fruit,13,-14.749123573303223,11812272,albert-base-v1
Cherry,is a fruit.,cherry,fruit,14,-15.137981414794922,11812272,albert-base-v1
Pineapple,is a fruit.,pineapple,fruit,15,-10.773895263671875,11812272,albert-base-v1
Blackberry,is a fruit.,blackberry,fruit,16,-18.0233793258667,11812272,albert-base-v1
Melon,is a fruit.,melon,fruit,17,-26.362546920776367,11812272,albert-base-v1
Blueberry,is a fruit.,blueberry,fruit,18,-13.718299865722656,11812272,albert-base-v1
Raspberry,is a fruit.,raspberry,fruit,19,-16.219942569732666,11812272,albert-base-v1
Lemon,is a fruit.,lemon,fruit,20,-12.038525581359863,11812272,albert-base-v1
Black raspberry,is a fruit.,black raspberry,fruit,21,-15.227499008178711,11812272,albert-base-v1
Boysenberry,is a fruit.,boysenberry,fruit,22,-16.95980453491211,11812272,albert-base-v1
Watermelon,is a fruit.,watermelon,fruit,23,-14.025891304016113,11812272,albert-base-v1
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-17.185965538024902,11812272,albert-base-v1
Lime,is a fruit.,lime,fruit,25,-13.328827857971191,11812272,albert-base-v1
Tangelo,is a fruit.,tangelo,fruit,26,-24.362247467041016,11812272,albert-base-v1
Papaya,is a fruit.,papaya,fruit,27,-24.004624366760254,11812272,albert-base-v1
Honeydew,is a fruit.,honeydew,fruit,28,-16.913533210754395,11812272,albert-base-v1
Fig,is a fruit.,fig,fruit,29,-15.410338878631592,11812272,albert-base-v1
Mango,is a fruit.,mango,fruit,30,-14.005290985107422,11812272,albert-base-v1
Guava,is a fruit.,guava,fruit,31,-17.924365997314453,11812272,albert-base-v1
Pomegranate,is a fruit.,pomegranate,fruit,32,-14.294106483459473,11812272,albert-base-v1
Cranberry,is a fruit.,cranberry,fruit,33,-14.009788513183594,11812272,albert-base-v1
Passion fruit,is a fruit.,passion fruit,fruit,34,-11.469943046569824,11812272,albert-base-v1
Prune,is a fruit.,prune,fruit,35,-15.769174575805664,11812272,albert-base-v1
Gooseberry,is a fruit.,gooseberry,fruit,36,-14.869103908538818,11812272,albert-base-v1
Dates,is a fruit.,dates,fruit,37,-23.403416633605957,11812272,albert-base-v1
Kumquat,is a fruit.,kumquat,fruit,38,-19.177191734313965,11812272,albert-base-v1
Raisin,is a fruit.,raisin,fruit,39,-23.05631446838379,11812272,albert-base-v1
Muskmelon,is a fruit.,muskmelon,fruit,40,-15.447501182556152,11812272,albert-base-v1
Persimmon,is a fruit.,persimmon,fruit,41,-17.875452041625977,11812272,albert-base-v1
