preamble,stimulus,item,category,rank,score,params,model
An airplane,is a toy.,airplane,toy,46,-15.778332233428955,17845424,albert-large-v1
A bicycle,is a toy.,bicycle,toy,47,-14.690174102783203,17845424,albert-large-v1
A tractor,is a toy.,tractor,toy,48,-16.551042556762695,17845424,albert-large-v1
A sandbox,is a toy.,sandbox,toy,49,-18.195213794708252,17845424,albert-large-v1
A bike,is a toy.,bike,toy,50,-17.17973756790161,17845424,albert-large-v1
A bow and arrow,is a toy.,bow and arrow,toy,51,-20.226311206817627,17845424,albert-large-v1
A rope,is a toy.,rope,toy,52,-19.041824340820312,17845424,albert-large-v1
Dishes,are toys.,dishes,toy,53,-18.107831954956055,17845424,albert-large-v1
Cards,are toys.,cards,toy,54,-14.805834770202637,17845424,albert-large-v1
A mitt,is a toy.,mitt,toy,55,-19.16016960144043,17845424,albert-large-v1
A horse,is a toy.,horse,toy,56,-15.40434455871582,17845424,albert-large-v1
A gun,is a toy.,gun,toy,57,-20.2836971282959,17845424,albert-large-v1
Animals,are toys.,animals,toy,58,-16.71631622314453,17845424,albert-large-v1
A tennis racket,is a toy.,tennis racket,toy,59,-16.459274291992188,17845424,albert-large-v1
Books,are toys.,books,toy,60,-13.521153450012207,17845424,albert-large-v1
A robin,is a bird.,robin,bird,1,-5.405513763427734,17845424,albert-large-v1
A sparrow,is a bird.,sparrow,bird,2,-3.117947578430176,17845424,albert-large-v1
A bluejay,is a bird.,bluejay,bird,3,-5.293217658996582,17845424,albert-large-v1
A bluebird,is a bird.,bluebird,bird,4,-1.576615333557129,17845424,albert-large-v1
A canary,is a bird.,canary,bird,5,-6.781672477722168,17845424,albert-large-v1
A blackbird,is a bird.,blackbird,bird,6,-1.7918968200683594,17845424,albert-large-v1
A dove,is a bird.,dove,bird,7,-3.931089401245117,17845424,albert-large-v1
A lark,is a bird.,lark,bird,8,-6.465227127075195,17845424,albert-large-v1
A swallow,is a bird.,swallow,bird,9,-7.095485687255859,17845424,albert-large-v1
A parakeet,is a bird.,parakeet,bird,10,-5.301896095275879,17845424,albert-large-v1
An oriole,is a bird.,oriole,bird,11,-6.795997142791748,17845424,albert-large-v1
A mockingbird,is a bird.,mockingbird,bird,12,-3.401905059814453,17845424,albert-large-v1
A redbird,is a bird.,redbird,bird,13,-1.6137828826904297,17845424,albert-large-v1
A wren,is a bird.,wren,bird,14,-5.455082893371582,17845424,albert-large-v1
A finch,is a bird.,finch,bird,15,-3.1550912857055664,17845424,albert-large-v1
A starling,is a bird.,starling,bird,16,-5.352211952209473,17845424,albert-large-v1
A cardinal,is a bird.,cardinal,bird,17,-12.712501525878906,17845424,albert-large-v1
An eagle,is a bird.,eagle,bird,18,-4.536589622497559,17845424,albert-large-v1
A hummingbird,is a bird.,hummingbird,bird,19,-2.382404327392578,17845424,albert-large-v1
A seagull,is a bird.,seagull,bird,20,-4.56980037689209,17845424,albert-large-v1
A woodpecker,is a bird.,woodpecker,bird,21,-3.245084762573242,17845424,albert-large-v1
A pigeon,is a bird.,pigeon,bird,22,-3.938304901123047,17845424,albert-large-v1
A thrush,is a bird.,thrush,bird,23,-3.802518844604492,17845424,albert-large-v1
A falcon,is a bird.,falcon,bird,24,-4.173702239990234,17845424,albert-large-v1
A crow,is a bird.,crow,bird,25,-5.124271392822266,17845424,albert-large-v1
A hawk,is a bird.,hawk,bird,26,-4.766453742980957,17845424,albert-large-v1
A raven,is a bird.,raven,bird,27,-5.544159889221191,17845424,albert-large-v1
A goldfinch,is a bird.,goldfinch,bird,28,-4.939207077026367,17845424,albert-large-v1
A parrot,is a bird.,parrot,bird,29,-3.341036796569824,17845424,albert-large-v1
A sandpiper,is a bird.,sandpiper,bird,30,-4.739410400390625,17845424,albert-large-v1
A pheasant,is a bird.,pheasant,bird,31,-5.112155914306641,17845424,albert-large-v1
A catbird,is a bird.,catbird,bird,32,-1.953871726989746,17845424,albert-large-v1
A crane,is a bird.,crane,bird,33,-8.080711364746094,17845424,albert-large-v1
An albatross,is a bird.,albatross,bird,34,-3.257761001586914,17845424,albert-large-v1
A condor,is a bird.,condor,bird,35,-5.715909957885742,17845424,albert-large-v1
A toucan,is a bird.,toucan,bird,36,-5.850136756896973,17845424,albert-large-v1
An owl,is a bird.,owl,bird,37,-4.548760414123535,17845424,albert-large-v1
A pelican,is a bird.,pelican,bird,38,-3.1792640686035156,17845424,albert-large-v1
A goose,is a bird.,goose,bird,39,-6.571022987365723,17845424,albert-large-v1
A vulture,is a bird.,vulture,bird,40,-5.858376502990723,17845424,albert-large-v1
A stork,is a bird.,stork,bird,41,-5.710956573486328,17845424,albert-large-v1
A buzzard,is a bird.,buzzard,bird,42,-6.2936811447143555,17845424,albert-large-v1
A swan,is a bird.,swan,bird,43,-5.164529800415039,17845424,albert-large-v1
A flamingo,is a bird.,flamingo,bird,44,-4.44033145904541,17845424,albert-large-v1
A duck,is a bird.,duck,bird,45,-4.9217529296875,17845424,albert-large-v1
A peacock,is a bird.,peacock,bird,46,-5.067777633666992,17845424,albert-large-v1
An egret,is a bird.,egret,bird,47,-2.7092666625976562,17845424,albert-large-v1
A chicken,is a bird.,chicken,bird,48,-7.417702674865723,17845424,albert-large-v1
A turkey,is a bird.,turkey,bird,49,-9.793981552124023,17845424,albert-large-v1
An ostrich,is a bird.,ostrich,bird,50,-6.227221488952637,17845424,albert-large-v1
A titmouse,is a bird.,titmouse,bird,51,-4.72714900970459,17845424,albert-large-v1
An emu,is a bird.,emu,bird,52,-6.518449306488037,17845424,albert-large-v1
A penguin,is a bird.,penguin,bird,53,-4.3943586349487305,17845424,albert-large-v1
A bat,is a bird.,bat,bird,54,-6.213374137878418,17845424,albert-large-v1
Football,is a sport.,football,sport,1,-4.787714958190918,17845424,albert-large-v1
Baseball,is a sport.,baseball,sport,2,-6.262495994567871,17845424,albert-large-v1
Basketball,is a sport.,basketball,sport,3,-5.710362434387207,17845424,albert-large-v1
Tennis,is a sport.,tennis,sport,4,-4.703438758850098,17845424,albert-large-v1
Softball,is a sport.,softball,sport,5,-6.775605201721191,17845424,albert-large-v1
Canoeing,is a sport.,canoeing,sport,6,-5.136618614196777,17845424,albert-large-v1
Handball,is a sport.,handball,sport,7,-4.059604644775391,17845424,albert-large-v1
Rugby,is a sport.,rugby,sport,8,-4.540691375732422,17845424,albert-large-v1
Hockey,is a sport.,hockey,sport,9,-4.808145523071289,17845424,albert-large-v1
Ice hockey,is a sport.,ice hockey,sport,10,-6.358794212341309,17845424,albert-large-v1
Swimming,is a sport.,swimming,sport,11,-5.973125457763672,17845424,albert-large-v1
Track,is a sport.,track,sport,12,-14.087080001831055,17845424,albert-large-v1
Boxing,is a sport.,boxing,sport,13,-4.466739654541016,17845424,albert-large-v1
Volleyball,is a sport.,volleyball,sport,14,-5.705084800720215,17845424,albert-large-v1
Lacrosse,is a sport.,lacrosse,sport,15,-5.235409736633301,17845424,albert-large-v1
Skiing,is a sport.,skiing,sport,16,-5.089372634887695,17845424,albert-large-v1
Golf,is a sport.,golf,sport,17,-5.9379119873046875,17845424,albert-large-v1
Polo,is a sport.,polo,sport,18,-11.409284591674805,17845424,albert-large-v1
Surfing,is a sport.,surfing,sport,19,-3.9526901245117188,17845424,albert-large-v1
Wrestling,is a sport.,wrestling,sport,20,-5.223397254943848,17845424,albert-large-v1
Gymnastics,is a sport.,gymnastics,sport,21,-4.915642738342285,17845424,albert-large-v1
Cricket,is a sport.,cricket,sport,22,-4.650458335876465,17845424,albert-large-v1
Squash,is a sport.,squash,sport,23,-5.0360002517700195,17845424,albert-large-v1
Badminton,is a sport.,badminton,sport,24,-5.4728851318359375,17845424,albert-large-v1
Racing,is a sport.,racing,sport,25,-4.513799667358398,17845424,albert-large-v1
Pole vault,is a sport.,pole vault,sport,26,-11.174407958984375,17845424,albert-large-v1
Fencing,is a sport.,fencing,sport,27,-4.553065299987793,17845424,albert-large-v1
Bowling,is a sport.,bowling,sport,28,-6.250582695007324,17845424,albert-large-v1
Water skiing,is a sport.,water skiing,sport,29,-5.789180755615234,17845424,albert-large-v1
Ice skating,is a sport.,ice skating,sport,30,-7.005873680114746,17845424,albert-large-v1
Jai alai,is a sport.,jai alai,sport,31,-20.805753707885742,17845424,albert-large-v1
Skating,is a sport.,skating,sport,32,-3.9777755737304688,17845424,albert-large-v1
Skindiving,is a sport.,skindiving,sport,33,-7.2934465408325195,17845424,albert-large-v1
Sailing,is a sport.,sailing,sport,34,-3.84335994720459,17845424,albert-large-v1
Diving,is a sport.,diving,sport,35,-5.94072151184082,17845424,albert-large-v1
Archery,is a sport.,archery,sport,36,-4.792206764221191,17845424,albert-large-v1
Judo,is a sport.,judo,sport,37,-4.296542167663574,17845424,albert-large-v1
Car racing,is a sport.,car racing,sport,38,-4.531871795654297,17845424,albert-large-v1
Ping pong,is a sport.,ping pong,sport,39,-4.198166847229004,17845424,albert-large-v1
Rowing,is a sport.,rowing,sport,40,-4.416146278381348,17845424,albert-large-v1
Fishing,is a sport.,fishing,sport,41,-6.412665367126465,17845424,albert-large-v1
Horseback riding,is a sport.,horseback riding,sport,42,-5.817948341369629,17845424,albert-large-v1
Running,is a sport.,running,sport,43,-7.099647521972656,17845424,albert-large-v1
Horse racing,is a sport.,horse racing,sport,44,-4.81382942199707,17845424,albert-large-v1
Hiking,is a sport.,hiking,sport,45,-5.819762229919434,17845424,albert-large-v1
Weight lifting,is a sport.,weight lifting,sport,46,-6.922847747802734,17845424,albert-large-v1
Croquet,is a sport.,croquet,sport,47,-11.250580787658691,17845424,albert-large-v1
Horseshoes,is a sport.,horseshoes,sport,48,-13.477380752563477,17845424,albert-large-v1
Boating,is a sport.,boating,sport,49,-5.060693740844727,17845424,albert-large-v1
Pool,is a sport.,pool,sport,50,-11.582021713256836,17845424,albert-large-v1
Billiards,is a sport.,billiards,sport,51,-6.6277265548706055,17845424,albert-large-v1
Hunting,is a sport.,hunting,sport,52,-5.769567489624023,17845424,albert-large-v1
Jump rope,is a sport.,jump rope,sport,53,-9.761237144470215,17845424,albert-large-v1
Camping,is a sport.,camping,sport,54,-6.170591354370117,17845424,albert-large-v1
Chess,is a sport.,chess,sport,55,-4.632868766784668,17845424,albert-large-v1
Dancing,is a sport.,dancing,sport,56,-9.605450630187988,17845424,albert-large-v1
Checkers,is a sport.,checkers,sport,57,-14.90902328491211,17845424,albert-large-v1
Cards,is a sport.,cards,sport,58,-11.814179420471191,17845424,albert-large-v1
Sunbathing,is a sport.,sunbathing,sport,59,-13.07376766204834,17845424,albert-large-v1
Pea,is a vegetable.,pea,vegetable,1,-7.773895263671875,17845424,albert-large-v1
Carrot,is a vegetable.,carrot,vegetable,2,-6.126856803894043,17845424,albert-large-v1
Green bean,is a vegetable.,green bean,vegetable,3,-6.773289680480957,17845424,albert-large-v1
String bean,is a vegetable.,string bean,vegetable,4,-6.985123634338379,17845424,albert-large-v1
Spinach,is a vegetable.,spinach,vegetable,5,-7.126089572906494,17845424,albert-large-v1
Broccoli,is a vegetable.,broccoli,vegetable,6,-9.428411483764648,17845424,albert-large-v1
Asparagus,is a vegetable.,asparagus,vegetable,7,-11.395809173583984,17845424,albert-large-v1
Corn,is a vegetable.,corn,vegetable,8,-4.714911460876465,17845424,albert-large-v1
Cauliflower,is a vegetable.,cauliflower,vegetable,9,-7.726770401000977,17845424,albert-large-v1
Brussels sprouts,are vegetables.,brussels sprouts,vegetable,10,-19.39188289642334,17845424,albert-large-v1
Squash,is a vegetable.,squash,vegetable,11,-11.176494598388672,17845424,albert-large-v1
Lettuce,is a vegetable.,lettuce,vegetable,12,-9.539794921875,17845424,albert-large-v1
Celery,is a vegetable.,celery,vegetable,13,-9.777419090270996,17845424,albert-large-v1
Cucumber,is a vegetable.,cucumber,vegetable,14,-4.4196672439575195,17845424,albert-large-v1
Beet,is a vegetable.,beet,vegetable,15,-9.380953788757324,17845424,albert-large-v1
Green,is a vegetable.,green,vegetable,16,-10.694966316223145,17845424,albert-large-v1
Tomato,is a vegetable.,tomato,vegetable,17,-6.494797706604004,17845424,albert-large-v1
Lima bean,is a vegetable.,lima bean,vegetable,18,-6.888024806976318,17845424,albert-large-v1
Artichoke,is a vegetable.,artichoke,vegetable,19,-11.72500991821289,17845424,albert-large-v1
Turnip,is a vegetable.,turnip,vegetable,20,-9.404927253723145,17845424,albert-large-v1
Eggplant,is a vegetable.,eggplant,vegetable,21,-5.7891435623168945,17845424,albert-large-v1
Romaine,is a vegetable.,romaine,vegetable,22,-14.498884201049805,17845424,albert-large-v1
Green pepper,is a vegetable.,green pepper,vegetable,23,-6.013721466064453,17845424,albert-large-v1
Okra,is a vegetable.,okra,vegetable,24,-11.388894081115723,17845424,albert-large-v1
Radish,is a vegetable.,radish,vegetable,25,-10.669097900390625,17845424,albert-large-v1
Onion,is a vegetable.,onion,vegetable,26,-6.128569602966309,17845424,albert-large-v1
Bean,is a vegetable.,bean,vegetable,27,-9.947103500366211,17845424,albert-large-v1
Green onion,is a vegetable.,green onion,vegetable,28,-6.119097709655762,17845424,albert-large-v1
Potato,is a vegetable.,potato,vegetable,29,-4.446710586547852,17845424,albert-large-v1
Parsnip,is a vegetable.,parsnip,vegetable,30,-7.644686698913574,17845424,albert-large-v1
Turnip green,is a vegetable.,turnip green,vegetable,31,-10.609942436218262,17845424,albert-large-v1
Collard,is a vegetable.,collard,vegetable,32,-13.671682357788086,17845424,albert-large-v1
Wax bean,is a vegetable.,wax bean,vegetable,33,-6.618575096130371,17845424,albert-large-v1
Watercress,is a vegetable.,watercress,vegetable,34,-6.251344680786133,17845424,albert-large-v1
Black eyed pea,is a vegetable.,black eyed pea,vegetable,35,-12.620858192443848,17845424,albert-large-v1
Leek,is a vegetable.,leek,vegetable,36,-12.27682113647461,17845424,albert-large-v1
Pepper,is a vegetable.,pepper,vegetable,37,-10.073805809020996,17845424,albert-large-v1
Sweet potato,is a vegetable.,sweet potato,vegetable,38,-4.653246879577637,17845424,albert-large-v1
Yam,is a vegetable.,yam,vegetable,39,-7.712752342224121,17845424,albert-large-v1
Parsley,is a vegetable.,parsley,vegetable,40,-10.049548149108887,17845424,albert-large-v1
Endive,is a vegetable.,endive,vegetable,41,-10.962950706481934,17845424,albert-large-v1
Rutabaga,is a vegetable.,rutabaga,vegetable,42,-12.234248161315918,17845424,albert-large-v1
Mushroom,is a vegetable.,mushroom,vegetable,43,-7.857565402984619,17845424,albert-large-v1
Avocado,is a vegetable.,avocado,vegetable,44,-11.306520462036133,17845424,albert-large-v1
Rhubarb,is a vegetable.,rhubarb,vegetable,45,-13.583817481994629,17845424,albert-large-v1
Kale,is a vegetable.,kale,vegetable,46,-11.677032470703125,17845424,albert-large-v1
Escarole,is a vegetable.,escarole,vegetable,47,-8.109962940216064,17845424,albert-large-v1
Sauerkraut,is a vegetable.,sauerkraut,vegetable,48,-12.830629348754883,17845424,albert-large-v1
Pickle,is a vegetable.,pickle,vegetable,49,-10.002409934997559,17845424,albert-large-v1
Baked bean,is a vegetable.,baked bean,vegetable,50,-4.765420913696289,17845424,albert-large-v1
Pumpkin,is a vegetable.,pumpkin,vegetable,51,-8.830083847045898,17845424,albert-large-v1
Seaweed,is a vegetable.,seaweed,vegetable,52,-8.78726577758789,17845424,albert-large-v1
Garlic,is a vegetable.,garlic,vegetable,53,-3.988755226135254,17845424,albert-large-v1
Dandelion,is a vegetable.,dandelion,vegetable,54,-6.6049723625183105,17845424,albert-large-v1
Peanut,is a vegetable.,peanut,vegetable,55,-6.051486968994141,17845424,albert-large-v1
Rice,is a vegetable.,rice,vegetable,56,-3.880221366882324,17845424,albert-large-v1
A saw,is a tool.,saw,tool,1,-11.23168659210205,17845424,albert-large-v1
A hammer,is a tool.,hammer,tool,2,-5.6171770095825195,17845424,albert-large-v1
A ruler,is a tool.,ruler,tool,3,-12.586560249328613,17845424,albert-large-v1
A screwdriver,is a tool.,screwdriver,tool,4,-6.479975700378418,17845424,albert-large-v1
A drill,is a tool.,drill,tool,5,-7.7658796310424805,17845424,albert-large-v1
A nail,is a tool.,nail,tool,6,-8.8552885055542,17845424,albert-large-v1
A tape measure,is a tool.,tape measure,tool,7,-11.731995582580566,17845424,albert-large-v1
A sawhorse,is a tool.,sawhorse,tool,8,-13.09921932220459,17845424,albert-large-v1
A sandpaper,is a tool.,sandpaper,tool,9,-6.902665138244629,17845424,albert-large-v1
A sander,is a tool.,sander,tool,10,-9.037511825561523,17845424,albert-large-v1
A level,is a tool.,level,tool,11,-13.45363712310791,17845424,albert-large-v1
A plane,is a tool.,plane,tool,12,-14.833881378173828,17845424,albert-large-v1
A file,is a tool.,file,tool,13,-10.273351669311523,17845424,albert-large-v1
A toolbox,is a tool.,toolbox,tool,14,-3.773188591003418,17845424,albert-large-v1
A t-square,is a tool.,T-square,tool,15,-13.278891563415527,17845424,albert-large-v1
A chisel,is a tool.,chisel,tool,16,-7.585393905639648,17845424,albert-large-v1
A rasp,is a tool.,rasp,tool,17,-16.49623155593872,17845424,albert-large-v1
A pencil,is a tool.,pencil,tool,18,-10.419410705566406,17845424,albert-large-v1
A hacksaw,is a tool.,hacksaw,tool,19,-9.400774955749512,17845424,albert-large-v1
A square,is a tool.,square,tool,20,-16.076228141784668,17845424,albert-large-v1
A bench,is a tool.,bench,tool,21,-9.999808311462402,17845424,albert-large-v1
A plier,is a tool.,plier,tool,22,-9.5314040184021,17845424,albert-large-v1
A wrench,is a tool.,wrench,tool,23,-9.939481735229492,17845424,albert-large-v1
A ladder,is a tool.,ladder,tool,24,-13.033903121948242,17845424,albert-large-v1
A lathe,is a tool.,lathe,tool,25,-8.90025806427002,17845424,albert-large-v1
A vise,is a tool.,vise,tool,26,-8.988209247589111,17845424,albert-large-v1
A screw,is a tool.,screw,tool,27,-9.02652645111084,17845424,albert-large-v1
A wood,is a tool.,wood,tool,28,-6.199912071228027,17845424,albert-large-v1
A wedge,is a tool.,wedge,tool,29,-12.869872093200684,17845424,albert-large-v1
A lumber,is a tool.,lumber,tool,30,-6.884359359741211,17845424,albert-large-v1
A blueprint,is a tool.,blueprint,tool,31,-12.17623233795166,17845424,albert-large-v1
A brace,is a tool.,brace,tool,32,-5.891348838806152,17845424,albert-large-v1
An awl,is a tool.,awl,tool,33,-10.673487186431885,17845424,albert-large-v1
A crowbar,is a tool.,crowbar,tool,34,-10.178229808807373,17845424,albert-large-v1
A hinge,is a tool.,hinge,tool,35,-9.249308586120605,17845424,albert-large-v1
A miter box,is a tool.,miter box,tool,36,-9.621973037719727,17845424,albert-large-v1
A knife,is a tool.,knife,tool,37,-9.294474601745605,17845424,albert-large-v1
A chalk,is a tool.,chalk,tool,38,-10.68908405303955,17845424,albert-large-v1
A nut,is a tool.,nut,tool,39,-11.183817863464355,17845424,albert-large-v1
A bolt,is a tool.,bolt,tool,40,-10.620911598205566,17845424,albert-large-v1
A plumb line,is a tool.,plumb line,tool,41,-13.056096076965332,17845424,albert-large-v1
A brush,is a tool.,brush,tool,42,-10.627813339233398,17845424,albert-large-v1
A sledge hammer,is a tool.,sledge hammer,tool,43,-9.04676628112793,17845424,albert-large-v1
A glue,is a tool.,glue,tool,44,-7.009260177612305,17845424,albert-large-v1
A paintbrush,is a tool.,paintbrush,tool,45,-8.020000457763672,17845424,albert-large-v1
A varnish,is a tool.,varnish,tool,46,-9.425405025482178,17845424,albert-large-v1
An apron,is a tool.,apron,tool,47,-13.393538475036621,17845424,albert-large-v1
A stapler,is a tool.,stapler,tool,48,-7.03995418548584,17845424,albert-large-v1
An extension cord,is a tool.,extension cord,tool,49,-11.988208770751953,17845424,albert-large-v1
A soldering iron,is a tool.,soldering iron,tool,50,-9.444686889648438,17845424,albert-large-v1
A plaster,is a tool.,plaster,tool,51,-10.990409851074219,17845424,albert-large-v1
A wheelbarrow,is a tool.,wheelbarrow,tool,52,-8.456300735473633,17845424,albert-large-v1
An axe,is a tool.,axe,tool,53,-7.137706756591797,17845424,albert-large-v1
A slide rule,is a tool.,slide rule,tool,54,-11.375906944274902,17845424,albert-large-v1
A cement,is a tool.,cement,tool,55,-7.467145919799805,17845424,albert-large-v1
An anvil,is a tool.,anvil,tool,56,-6.058062553405762,17845424,albert-large-v1
A hatchet,is a tool.,hatchet,tool,57,-8.618910789489746,17845424,albert-large-v1
A rag,is a tool.,rag,tool,58,-11.108728408813477,17845424,albert-large-v1
A scissor,is a tool.,scissor,tool,59,-9.033677101135254,17845424,albert-large-v1
A crane,is a tool.,crane,tool,60,-8.235587120056152,17845424,albert-large-v1
Orange,is a fruit.,orange,fruit,1,-17.131166458129883,17845424,albert-large-v1
Apple,is a fruit.,apple,fruit,2,-12.853510856628418,17845424,albert-large-v1
Banana,is a fruit.,banana,fruit,3,-10.82132339477539,17845424,albert-large-v1
Peach,is a fruit.,peach,fruit,4,-14.552403450012207,17845424,albert-large-v1
Pear,is a fruit.,pear,fruit,5,-11.61049747467041,17845424,albert-large-v1
Apricot,is a fruit.,apricot,fruit,6,-15.259751319885254,17845424,albert-large-v1
Tangerine,is a fruit.,tangerine,fruit,7,-13.311881065368652,17845424,albert-large-v1
Plum,is a fruit.,plum,fruit,8,-15.449501991271973,17845424,albert-large-v1
Grape,is a fruit.,grape,fruit,9,-12.784729957580566,17845424,albert-large-v1
Nectarine,is a fruit.,nectarine,fruit,10,-15.762246131896973,17845424,albert-large-v1
Strawberry,is a fruit.,strawberry,fruit,11,-10.993056297302246,17845424,albert-large-v1
Grapefruit,is a fruit.,grapefruit,fruit,12,-8.555126190185547,17845424,albert-large-v1
Berry,is a fruit.,berry,fruit,13,-12.123104095458984,17845424,albert-large-v1
Cherry,is a fruit.,cherry,fruit,14,-14.171241760253906,17845424,albert-large-v1
Pineapple,is a fruit.,pineapple,fruit,15,-9.092849731445312,17845424,albert-large-v1
Blackberry,is a fruit.,blackberry,fruit,16,-12.884193897247314,17845424,albert-large-v1
Melon,is a fruit.,melon,fruit,17,-14.817709922790527,17845424,albert-large-v1
Blueberry,is a fruit.,blueberry,fruit,18,-13.229084491729736,17845424,albert-large-v1
Raspberry,is a fruit.,raspberry,fruit,19,-12.364501953125,17845424,albert-large-v1
Lemon,is a fruit.,lemon,fruit,20,-11.566241264343262,17845424,albert-large-v1
Black raspberry,is a fruit.,black raspberry,fruit,21,-12.048933029174805,17845424,albert-large-v1
Boysenberry,is a fruit.,boysenberry,fruit,22,-11.793416500091553,17845424,albert-large-v1
Watermelon,is a fruit.,watermelon,fruit,23,-12.968454360961914,17845424,albert-large-v1
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-16.983439445495605,17845424,albert-large-v1
Lime,is a fruit.,lime,fruit,25,-11.907777786254883,17845424,albert-large-v1
Tangelo,is a fruit.,tangelo,fruit,26,-15.842635154724121,17845424,albert-large-v1
Papaya,is a fruit.,papaya,fruit,27,-15.04400634765625,17845424,albert-large-v1
Honeydew,is a fruit.,honeydew,fruit,28,-12.517720699310303,17845424,albert-large-v1
Fig,is a fruit.,fig,fruit,29,-11.92024040222168,17845424,albert-large-v1
Mango,is a fruit.,mango,fruit,30,-9.343005180358887,17845424,albert-large-v1
Guava,is a fruit.,guava,fruit,31,-17.62214469909668,17845424,albert-large-v1
Pomegranate,is a fruit.,pomegranate,fruit,32,-13.811490058898926,17845424,albert-large-v1
Cranberry,is a fruit.,cranberry,fruit,33,-13.701181411743164,17845424,albert-large-v1
Passion fruit,is a fruit.,passion fruit,fruit,34,-10.70798110961914,17845424,albert-large-v1
Prune,is a fruit.,prune,fruit,35,-14.381592750549316,17845424,albert-large-v1
Gooseberry,is a fruit.,gooseberry,fruit,36,-13.21644639968872,17845424,albert-large-v1
Dates,is a fruit.,dates,fruit,37,-20.281376838684082,17845424,albert-large-v1
Kumquat,is a fruit.,kumquat,fruit,38,-14.229886054992676,17845424,albert-large-v1
Raisin,is a fruit.,raisin,fruit,39,-14.968828201293945,17845424,albert-large-v1
Muskmelon,is a fruit.,muskmelon,fruit,40,-12.732812404632568,17845424,albert-large-v1
Persimmon,is a fruit.,persimmon,fruit,41,-14.27132511138916,17845424,albert-large-v1
