preamble,stimulus,item,category,rank,score,params,model
A hawk,is a bird.,hawk,bird,26,-10.772732734680176,82760793,distilroberta-base
A raven,is a bird.,raven,bird,27,-9.892261505126953,82760793,distilroberta-base
A goldfinch,is a bird.,goldfinch,bird,28,-12.176408767700195,82760793,distilroberta-base
A parrot,is a bird.,parrot,bird,29,-9.486855506896973,82760793,distilroberta-base
A sandpiper,is a bird.,sandpiper,bird,30,-12.694741249084473,82760793,distilroberta-base
A pheasant,is a bird.,pheasant,bird,31,-12.153392791748047,82760793,distilroberta-base
A catbird,is a bird.,catbird,bird,32,-9.375822067260742,82760793,distilroberta-base
A crane,is a bird.,crane,bird,33,-13.98110294342041,82760793,distilroberta-base
An albatross,is a bird.,albatross,bird,34,-11.005830764770508,82760793,distilroberta-base
A condor,is a bird.,condor,bird,35,-11.547425270080566,82760793,distilroberta-base
A toucan,is a bird.,toucan,bird,36,-11.267898559570312,82760793,distilroberta-base
An owl,is a bird.,owl,bird,37,-9.264105796813965,82760793,distilroberta-base
A pelican,is a bird.,pelican,bird,38,-12.153068542480469,82760793,distilroberta-base
A goose,is a bird.,goose,bird,39,-9.753544807434082,82760793,distilroberta-base
A vulture,is a bird.,vulture,bird,40,-12.150959968566895,82760793,distilroberta-base
A stork,is a bird.,stork,bird,41,-11.760982513427734,82760793,distilroberta-base
A buzzard,is a bird.,buzzard,bird,42,-11.824403762817383,82760793,distilroberta-base
A swan,is a bird.,swan,bird,43,-12.145170211791992,82760793,distilroberta-base
A flamingo,is a bird.,flamingo,bird,44,-11.173745155334473,82760793,distilroberta-base
A duck,is a bird.,duck,bird,45,-10.584665298461914,82760793,distilroberta-base
A peacock,is a bird.,peacock,bird,46,-9.586511611938477,82760793,distilroberta-base
An egret,is a bird.,egret,bird,47,-11.271339416503906,82760793,distilroberta-base
A chicken,is a bird.,chicken,bird,48,-10.135395050048828,82760793,distilroberta-base
A turkey,is a bird.,turkey,bird,49,-10.67772102355957,82760793,distilroberta-base
An ostrich,is a bird.,ostrich,bird,50,-10.009062767028809,82760793,distilroberta-base
A titmouse,is a bird.,titmouse,bird,51,-12.65530014038086,82760793,distilroberta-base
An emu,is a bird.,emu,bird,52,-13.51312255859375,82760793,distilroberta-base
A penguin,is a bird.,penguin,bird,53,-10.717154502868652,82760793,distilroberta-base
A bat,is a bird.,bat,bird,54,-11.319498062133789,82760793,distilroberta-base
Football,is a sport.,football,sport,1,-5.316891670227051,82760793,distilroberta-base
Baseball,is a sport.,baseball,sport,2,-5.021105766296387,82760793,distilroberta-base
Basketball,is a sport.,basketball,sport,3,-5.381270408630371,82760793,distilroberta-base
Tennis,is a sport.,tennis,sport,4,-9.718838691711426,82760793,distilroberta-base
Softball,is a sport.,softball,sport,5,-6.636911392211914,82760793,distilroberta-base
Canoeing,is a sport.,canoeing,sport,6,-8.668123245239258,82760793,distilroberta-base
Handball,is a sport.,handball,sport,7,-7.62645149230957,82760793,distilroberta-base
Rugby,is a sport.,rugby,sport,8,-16.371273040771484,82760793,distilroberta-base
Hockey,is a sport.,hockey,sport,9,-5.324373245239258,82760793,distilroberta-base
Ice hockey,is a sport.,ice hockey,sport,10,-5.25595760345459,82760793,distilroberta-base
Swimming,is a sport.,swimming,sport,11,-4.70285701751709,82760793,distilroberta-base
Track,is a sport.,track,sport,12,-11.79849910736084,82760793,distilroberta-base
Boxing,is a sport.,boxing,sport,13,-6.549015998840332,82760793,distilroberta-base
Volleyball,is a sport.,volleyball,sport,14,-6.952146530151367,82760793,distilroberta-base
Lacrosse,is a sport.,lacrosse,sport,15,-4.8486223220825195,82760793,distilroberta-base
Skiing,is a sport.,skiing,sport,16,-10.983238220214844,82760793,distilroberta-base
Golf,is a sport.,golf,sport,17,-9.242831230163574,82760793,distilroberta-base
Polo,is a sport.,polo,sport,18,-14.743579864501953,82760793,distilroberta-base
Surfing,is a sport.,surfing,sport,19,-6.727505683898926,82760793,distilroberta-base
Wrestling,is a sport.,wrestling,sport,20,-5.1932783126831055,82760793,distilroberta-base
Gymnastics,is a sport.,gymnastics,sport,21,-6.816956520080566,82760793,distilroberta-base
Cricket,is a sport.,cricket,sport,22,-12.061735153198242,82760793,distilroberta-base
Squash,is a sport.,squash,sport,23,-9.81303596496582,82760793,distilroberta-base
Badminton,is a sport.,badminton,sport,24,-11.595315933227539,82760793,distilroberta-base
Racing,is a sport.,racing,sport,25,-6.056632995605469,82760793,distilroberta-base
Pole vault,is a sport.,pole vault,sport,26,-12.830869674682617,82760793,distilroberta-base
Fencing,is a sport.,fencing,sport,27,-8.445018768310547,82760793,distilroberta-base
Bowling,is a sport.,bowling,sport,28,-9.34274673461914,82760793,distilroberta-base
Water skiing,is a sport.,water skiing,sport,29,-5.65737247467041,82760793,distilroberta-base
Ice skating,is a sport.,ice skating,sport,30,-5.894072532653809,82760793,distilroberta-base
Jai alai,is a sport.,jai alai,sport,31,-24.93504238128662,82760793,distilroberta-base
Skating,is a sport.,skating,sport,32,-6.042511940002441,82760793,distilroberta-base
Skindiving,is a sport.,skindiving,sport,33,-9.18557071685791,82760793,distilroberta-base
Sailing,is a sport.,sailing,sport,34,-9.442286491394043,82760793,distilroberta-base
Diving,is a sport.,diving,sport,35,-6.3636322021484375,82760793,distilroberta-base
Archery,is a sport.,archery,sport,36,-8.18567180633545,82760793,distilroberta-base
Judo,is a sport.,judo,sport,37,-18.03058385848999,82760793,distilroberta-base
Car racing,is a sport.,car racing,sport,38,-5.371572494506836,82760793,distilroberta-base
Ping pong,is a sport.,ping pong,sport,39,-8.706107139587402,82760793,distilroberta-base
Rowing,is a sport.,rowing,sport,40,-5.669837951660156,82760793,distilroberta-base
Fishing,is a sport.,fishing,sport,41,-6.309762954711914,82760793,distilroberta-base
Horseback riding,is a sport.,horseback riding,sport,42,-7.692813873291016,82760793,distilroberta-base
Running,is a sport.,running,sport,43,-5.572600364685059,82760793,distilroberta-base
Horse racing,is a sport.,horse racing,sport,44,-6.860211372375488,82760793,distilroberta-base
Hiking,is a sport.,hiking,sport,45,-7.269229888916016,82760793,distilroberta-base
Weight lifting,is a sport.,weight lifting,sport,46,-5.890504837036133,82760793,distilroberta-base
Croquet,is a sport.,croquet,sport,47,-9.566415786743164,82760793,distilroberta-base
Horseshoes,is a sport.,horseshoes,sport,48,-12.912345886230469,82760793,distilroberta-base
Boating,is a sport.,boating,sport,49,-6.720436096191406,82760793,distilroberta-base
Pool,is a sport.,pool,sport,50,-13.349021434783936,82760793,distilroberta-base
Billiards,is a sport.,billiards,sport,51,-26.460962295532227,82760793,distilroberta-base
Hunting,is a sport.,hunting,sport,52,-7.105403900146484,82760793,distilroberta-base
Jump rope,is a sport.,jump rope,sport,53,-9.252267837524414,82760793,distilroberta-base
Camping,is a sport.,camping,sport,54,-10.428317070007324,82760793,distilroberta-base
Chess,is a sport.,chess,sport,55,-11.2662353515625,82760793,distilroberta-base
Dancing,is a sport.,dancing,sport,56,-7.046263694763184,82760793,distilroberta-base
Checkers,is a sport.,checkers,sport,57,-15.5878324508667,82760793,distilroberta-base
Cards,is a sport.,cards,sport,58,-16.166580200195312,82760793,distilroberta-base
Sunbathing,is a sport.,sunbathing,sport,59,-9.265807151794434,82760793,distilroberta-base
Pea,is a vegetable.,pea,vegetable,1,-9.473533630371094,82760793,distilroberta-base
Carrot,is a vegetable.,carrot,vegetable,2,-8.39622974395752,82760793,distilroberta-base
Green bean,is a vegetable.,green bean,vegetable,3,-6.485115051269531,82760793,distilroberta-base
String bean,is a vegetable.,string bean,vegetable,4,-10.443342208862305,82760793,distilroberta-base
Spinach,is a vegetable.,spinach,vegetable,5,-13.27666187286377,82760793,distilroberta-base
Broccoli,is a vegetable.,broccoli,vegetable,6,-6.577322006225586,82760793,distilroberta-base
Asparagus,is a vegetable.,asparagus,vegetable,7,-6.723401069641113,82760793,distilroberta-base
Corn,is a vegetable.,corn,vegetable,8,-8.26885986328125,82760793,distilroberta-base
Cauliflower,is a vegetable.,cauliflower,vegetable,9,-6.722044944763184,82760793,distilroberta-base
Brussels sprouts,are vegetables.,brussels sprouts,vegetable,10,-11.937509059906006,82760793,distilroberta-base
Squash,is a vegetable.,squash,vegetable,11,-13.143337726593018,82760793,distilroberta-base
Lettuce,is a vegetable.,lettuce,vegetable,12,-9.201034545898438,82760793,distilroberta-base
Celery,is a vegetable.,celery,vegetable,13,-14.322654724121094,82760793,distilroberta-base
Cucumber,is a vegetable.,cucumber,vegetable,14,-7.535247802734375,82760793,distilroberta-base
Beet,is a vegetable.,beet,vegetable,15,-8.318955421447754,82760793,distilroberta-base
Green,is a vegetable.,green,vegetable,16,-10.592358589172363,82760793,distilroberta-base
Tomato,is a vegetable.,tomato,vegetable,17,-14.526391983032227,82760793,distilroberta-base
Lima bean,is a vegetable.,lima bean,vegetable,18,-7.297318458557129,82760793,distilroberta-base
Artichoke,is a vegetable.,artichoke,vegetable,19,-12.394201278686523,82760793,distilroberta-base
Turnip,is a vegetable.,turnip,vegetable,20,-14.965244770050049,82760793,distilroberta-base
Eggplant,is a vegetable.,eggplant,vegetable,21,-8.041268348693848,82760793,distilroberta-base
Romaine,is a vegetable.,romaine,vegetable,22,-15.692093849182129,82760793,distilroberta-base
Green pepper,is a vegetable.,green pepper,vegetable,23,-6.831952095031738,82760793,distilroberta-base
Okra,is a vegetable.,okra,vegetable,24,-15.381988525390625,82760793,distilroberta-base
Radish,is a vegetable.,radish,vegetable,25,-14.301201820373535,82760793,distilroberta-base
Onion,is a vegetable.,onion,vegetable,26,-10.118471145629883,82760793,distilroberta-base
Bean,is a vegetable.,bean,vegetable,27,-12.353994369506836,82760793,distilroberta-base
Green onion,is a vegetable.,green onion,vegetable,28,-5.839971542358398,82760793,distilroberta-base
Potato,is a vegetable.,potato,vegetable,29,-9.630568504333496,82760793,distilroberta-base
Parsnip,is a vegetable.,parsnip,vegetable,30,-13.875866889953613,82760793,distilroberta-base
Turnip green,is a vegetable.,turnip green,vegetable,31,-15.782402038574219,82760793,distilroberta-base
Collard,is a vegetable.,collard,vegetable,32,-17.93465232849121,82760793,distilroberta-base
Wax bean,is a vegetable.,wax bean,vegetable,33,-7.663039207458496,82760793,distilroberta-base
Watercress,is a vegetable.,watercress,vegetable,34,-13.996149063110352,82760793,distilroberta-base
Black eyed pea,is a vegetable.,black eyed pea,vegetable,35,-10.83410358428955,82760793,distilroberta-base
Leek,is a vegetable.,leek,vegetable,36,-13.651522636413574,82760793,distilroberta-base
Pepper,is a vegetable.,pepper,vegetable,37,-8.362894058227539,82760793,distilroberta-base
Sweet potato,is a vegetable.,sweet potato,vegetable,38,-7.024358749389648,82760793,distilroberta-base
Yam,is a vegetable.,yam,vegetable,39,-14.117821216583252,82760793,distilroberta-base
Parsley,is a vegetable.,parsley,vegetable,40,-16.766776084899902,82760793,distilroberta-base
Endive,is a vegetable.,endive,vegetable,41,-16.05745029449463,82760793,distilroberta-base
Rutabaga,is a vegetable.,rutabaga,vegetable,42,-18.678647994995117,82760793,distilroberta-base
Mushroom,is a vegetable.,mushroom,vegetable,43,-17.835444450378418,82760793,distilroberta-base
Avocado,is a vegetable.,avocado,vegetable,44,-6.3011884689331055,82760793,distilroberta-base
Rhubarb,is a vegetable.,rhubarb,vegetable,45,-7.721352577209473,82760793,distilroberta-base
Kale,is a vegetable.,kale,vegetable,46,-15.673127174377441,82760793,distilroberta-base
Escarole,is a vegetable.,escarole,vegetable,47,-15.43207836151123,82760793,distilroberta-base
Sauerkraut,is a vegetable.,sauerkraut,vegetable,48,-12.260306358337402,82760793,distilroberta-base
Pickle,is a vegetable.,pickle,vegetable,49,-10.727733612060547,82760793,distilroberta-base
Baked bean,is a vegetable.,baked bean,vegetable,50,-8.803505897521973,82760793,distilroberta-base
Pumpkin,is a vegetable.,pumpkin,vegetable,51,-11.465167045593262,82760793,distilroberta-base
Seaweed,is a vegetable.,seaweed,vegetable,52,-13.080759048461914,82760793,distilroberta-base
Garlic,is a vegetable.,garlic,vegetable,53,-7.060735702514648,82760793,distilroberta-base
Dandelion,is a vegetable.,dandelion,vegetable,54,-8.570072174072266,82760793,distilroberta-base
Peanut,is a vegetable.,peanut,vegetable,55,-10.029335975646973,82760793,distilroberta-base
Rice,is a vegetable.,rice,vegetable,56,-13.240986347198486,82760793,distilroberta-base
A saw,is a tool.,saw,tool,1,-10.844104766845703,82760793,distilroberta-base
A hammer,is a tool.,hammer,tool,2,-10.70258903503418,82760793,distilroberta-base
A ruler,is a tool.,ruler,tool,3,-14.865233421325684,82760793,distilroberta-base
A screwdriver,is a tool.,screwdriver,tool,4,-11.004006385803223,82760793,distilroberta-base
A drill,is a tool.,drill,tool,5,-12.850199699401855,82760793,distilroberta-base
A nail,is a tool.,nail,tool,6,-13.180800437927246,82760793,distilroberta-base
A tape measure,is a tool.,tape measure,tool,7,-12.11882495880127,82760793,distilroberta-base
A sawhorse,is a tool.,sawhorse,tool,8,-15.906218528747559,82760793,distilroberta-base
A sandpaper,is a tool.,sandpaper,tool,9,-11.88949966430664,82760793,distilroberta-base
A sander,is a tool.,sander,tool,10,-12.795392036437988,82760793,distilroberta-base
A level,is a tool.,level,tool,11,-14.545526504516602,82760793,distilroberta-base
A plane,is a tool.,plane,tool,12,-17.01865291595459,82760793,distilroberta-base
A file,is a tool.,file,tool,13,-15.52001953125,82760793,distilroberta-base
A toolbox,is a tool.,toolbox,tool,14,-10.512055397033691,82760793,distilroberta-base
A t-square,is a tool.,T-square,tool,15,-13.88913345336914,82760793,distilroberta-base
A chisel,is a tool.,chisel,tool,16,-11.788714408874512,82760793,distilroberta-base
A rasp,is a tool.,rasp,tool,17,-12.982232093811035,82760793,distilroberta-base
A pencil,is a tool.,pencil,tool,18,-10.525781631469727,82760793,distilroberta-base
A hacksaw,is a tool.,hacksaw,tool,19,-10.327177047729492,82760793,distilroberta-base
A square,is a tool.,square,tool,20,-14.355094909667969,82760793,distilroberta-base
A bench,is a tool.,bench,tool,21,-15.787811756134033,82760793,distilroberta-base
A plier,is a tool.,plier,tool,22,-14.865257263183594,82760793,distilroberta-base
A wrench,is a tool.,wrench,tool,23,-11.466567039489746,82760793,distilroberta-base
A ladder,is a tool.,ladder,tool,24,-15.863739013671875,82760793,distilroberta-base
A lathe,is a tool.,lathe,tool,25,-13.88332462310791,82760793,distilroberta-base
A vise,is a tool.,vise,tool,26,-13.590551376342773,82760793,distilroberta-base
A screw,is a tool.,screw,tool,27,-11.502037048339844,82760793,distilroberta-base
A wood,is a tool.,wood,tool,28,-10.977938652038574,82760793,distilroberta-base
A wedge,is a tool.,wedge,tool,29,-13.332002639770508,82760793,distilroberta-base
A lumber,is a tool.,lumber,tool,30,-11.439980506896973,82760793,distilroberta-base
A blueprint,is a tool.,blueprint,tool,31,-12.25992488861084,82760793,distilroberta-base
A brace,is a tool.,brace,tool,32,-11.472655296325684,82760793,distilroberta-base
An awl,is a tool.,awl,tool,33,-13.63748025894165,82760793,distilroberta-base
A crowbar,is a tool.,crowbar,tool,34,-11.611518859863281,82760793,distilroberta-base
A hinge,is a tool.,hinge,tool,35,-14.04584789276123,82760793,distilroberta-base
A miter box,is a tool.,miter box,tool,36,-12.6580810546875,82760793,distilroberta-base
A knife,is a tool.,knife,tool,37,-10.18772029876709,82760793,distilroberta-base
A chalk,is a tool.,chalk,tool,38,-11.93309211730957,82760793,distilroberta-base
A nut,is a tool.,nut,tool,39,-14.022750854492188,82760793,distilroberta-base
A bolt,is a tool.,bolt,tool,40,-13.73176097869873,82760793,distilroberta-base
A plumb line,is a tool.,plumb line,tool,41,-15.00880765914917,82760793,distilroberta-base
A brush,is a tool.,brush,tool,42,-10.107129096984863,82760793,distilroberta-base
A sledge hammer,is a tool.,sledge hammer,tool,43,-10.761393547058105,82760793,distilroberta-base
A glue,is a tool.,glue,tool,44,-12.944138526916504,82760793,distilroberta-base
A paintbrush,is a tool.,paintbrush,tool,45,-11.162131309509277,82760793,distilroberta-base
A varnish,is a tool.,varnish,tool,46,-13.695550918579102,82760793,distilroberta-base
An apron,is a tool.,apron,tool,47,-13.798508644104004,82760793,distilroberta-base
A stapler,is a tool.,stapler,tool,48,-12.651910305023193,82760793,distilroberta-base
An extension cord,is a tool.,extension cord,tool,49,-11.804055213928223,82760793,distilroberta-base
A soldering iron,is a tool.,soldering iron,tool,50,-12.88645076751709,82760793,distilroberta-base
A plaster,is a tool.,plaster,tool,51,-14.16638469696045,82760793,distilroberta-base
A wheelbarrow,is a tool.,wheelbarrow,tool,52,-12.419293403625488,82760793,distilroberta-base
An axe,is a tool.,axe,tool,53,-12.099162101745605,82760793,distilroberta-base
A slide rule,is a tool.,slide rule,tool,54,-16.0618839263916,82760793,distilroberta-base
A cement,is a tool.,cement,tool,55,-12.994340896606445,82760793,distilroberta-base
An anvil,is a tool.,anvil,tool,56,-11.236522674560547,82760793,distilroberta-base
A hatchet,is a tool.,hatchet,tool,57,-10.772360801696777,82760793,distilroberta-base
A rag,is a tool.,rag,tool,58,-12.12765884399414,82760793,distilroberta-base
A scissor,is a tool.,scissor,tool,59,-13.077634811401367,82760793,distilroberta-base
A crane,is a tool.,crane,tool,60,-16.440699577331543,82760793,distilroberta-base
Orange,is a fruit.,orange,fruit,1,-19.545527935028076,82760793,distilroberta-base
Apple,is a fruit.,apple,fruit,2,-22.657578468322754,82760793,distilroberta-base
Banana,is a fruit.,banana,fruit,3,-20.85903263092041,82760793,distilroberta-base
Peach,is a fruit.,peach,fruit,4,-20.516103744506836,82760793,distilroberta-base
Pear,is a fruit.,pear,fruit,5,-19.86193561553955,82760793,distilroberta-base
Apricot,is a fruit.,apricot,fruit,6,-17.250760078430176,82760793,distilroberta-base
Tangerine,is a fruit.,tangerine,fruit,7,-19.862282752990723,82760793,distilroberta-base
Plum,is a fruit.,plum,fruit,8,-19.1235933303833,82760793,distilroberta-base
Grape,is a fruit.,grape,fruit,9,-20.052772998809814,82760793,distilroberta-base
Nectarine,is a fruit.,nectarine,fruit,10,-19.14749002456665,82760793,distilroberta-base
Strawberry,is a fruit.,strawberry,fruit,11,-18.35346794128418,82760793,distilroberta-base
Grapefruit,is a fruit.,grapefruit,fruit,12,-15.99667739868164,82760793,distilroberta-base
Berry,is a fruit.,berry,fruit,13,-23.045509338378906,82760793,distilroberta-base
Cherry,is a fruit.,cherry,fruit,14,-18.906304359436035,82760793,distilroberta-base
Pineapple,is a fruit.,pineapple,fruit,15,-17.050482749938965,82760793,distilroberta-base
Blackberry,is a fruit.,blackberry,fruit,16,-17.465227127075195,82760793,distilroberta-base
Melon,is a fruit.,melon,fruit,17,-29.262575149536133,82760793,distilroberta-base
Blueberry,is a fruit.,blueberry,fruit,18,-16.49833393096924,82760793,distilroberta-base
Raspberry,is a fruit.,raspberry,fruit,19,-18.51071262359619,82760793,distilroberta-base
Lemon,is a fruit.,lemon,fruit,20,-22.686485290527344,82760793,distilroberta-base
Black raspberry,is a fruit.,black raspberry,fruit,21,-16.405738830566406,82760793,distilroberta-base
Boysenberry,is a fruit.,boysenberry,fruit,22,-22.64828109741211,82760793,distilroberta-base
Watermelon,is a fruit.,watermelon,fruit,23,-15.163175582885742,82760793,distilroberta-base
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-22.40947723388672,82760793,distilroberta-base
Lime,is a fruit.,lime,fruit,25,-22.13023853302002,82760793,distilroberta-base
Tangelo,is a fruit.,tangelo,fruit,26,-26.32503604888916,82760793,distilroberta-base
Papaya,is a fruit.,papaya,fruit,27,-22.519227027893066,82760793,distilroberta-base
Honeydew,is a fruit.,honeydew,fruit,28,-25.294133186340332,82760793,distilroberta-base
Fig,is a fruit.,fig,fruit,29,-25.625736236572266,82760793,distilroberta-base
Mango,is a fruit.,mango,fruit,30,-20.164653301239014,82760793,distilroberta-base
Guava,is a fruit.,guava,fruit,31,-23.291454315185547,82760793,distilroberta-base
Pomegranate,is a fruit.,pomegranate,fruit,32,-15.957716941833496,82760793,distilroberta-base
Cranberry,is a fruit.,cranberry,fruit,33,-20.721083641052246,82760793,distilroberta-base
Passion fruit,is a fruit.,passion fruit,fruit,34,-18.133848190307617,82760793,distilroberta-base
Prune,is a fruit.,prune,fruit,35,-25.12293767929077,82760793,distilroberta-base
Gooseberry,is a fruit.,gooseberry,fruit,36,-18.166399002075195,82760793,distilroberta-base
Dates,is a fruit.,dates,fruit,37,-26.027809143066406,82760793,distilroberta-base
Kumquat,is a fruit.,kumquat,fruit,38,-25.297330856323242,82760793,distilroberta-base
Raisin,is a fruit.,raisin,fruit,39,-28.984890460968018,82760793,distilroberta-base
Muskmelon,is a fruit.,muskmelon,fruit,40,-26.330557823181152,82760793,distilroberta-base
Persimmon,is a fruit.,persimmon,fruit,41,-21.71743392944336,82760793,distilroberta-base
