preamble,stimulus,item,category,rank,score,params,model
A hacksaw,is a tool.,hacksaw,tool,19,-13.81917953491211,116536320,openai-gpt
A square,is a tool.,square,tool,20,-21.226439237594604,116536320,openai-gpt
A bench,is a tool.,bench,tool,21,-24.00971245765686,116536320,openai-gpt
A plier,is a tool.,plier,tool,22,-17.63953971862793,116536320,openai-gpt
A wrench,is a tool.,wrench,tool,23,-13.06138277053833,116536320,openai-gpt
A ladder,is a tool.,ladder,tool,24,-16.875270128250122,116536320,openai-gpt
A lathe,is a tool.,lathe,tool,25,-17.160871028900146,116536320,openai-gpt
A vise,is a tool.,vise,tool,26,-18.42960214614868,116536320,openai-gpt
A screw,is a tool.,screw,tool,27,-13.99551248550415,116536320,openai-gpt
A wood,is a tool.,wood,tool,28,-17.806276321411133,116536320,openai-gpt
A wedge,is a tool.,wedge,tool,29,-17.758115768432617,116536320,openai-gpt
A lumber,is a tool.,lumber,tool,30,-17.171639919281006,116536320,openai-gpt
A blueprint,is a tool.,blueprint,tool,31,-17.2559974193573,116536320,openai-gpt
A brace,is a tool.,brace,tool,32,-18.337281703948975,116536320,openai-gpt
An awl,is a tool.,awl,tool,33,-15.296533107757568,116536320,openai-gpt
A crowbar,is a tool.,crowbar,tool,34,-14.194034099578857,116536320,openai-gpt
A hinge,is a tool.,hinge,tool,35,-16.54621148109436,116536320,openai-gpt
A miter box,is a tool.,miter box,tool,36,-17.58142066001892,116536320,openai-gpt
A knife,is a tool.,knife,tool,37,-14.797592163085938,116536320,openai-gpt
A chalk,is a tool.,chalk,tool,38,-18.5243661403656,116536320,openai-gpt
A nut,is a tool.,nut,tool,39,-17.24394655227661,116536320,openai-gpt
A bolt,is a tool.,bolt,tool,40,-20.850446701049805,116536320,openai-gpt
A plumb line,is a tool.,plumb line,tool,41,-19.58050537109375,116536320,openai-gpt
A brush,is a tool.,brush,tool,42,-15.080467700958252,116536320,openai-gpt
A sledge hammer,is a tool.,sledge hammer,tool,43,-15.42551326751709,116536320,openai-gpt
A glue,is a tool.,glue,tool,44,-16.864906787872314,116536320,openai-gpt
A paintbrush,is a tool.,paintbrush,tool,45,-15.569909811019897,116536320,openai-gpt
A varnish,is a tool.,varnish,tool,46,-17.18280029296875,116536320,openai-gpt
An apron,is a tool.,apron,tool,47,-18.62626814842224,116536320,openai-gpt
A stapler,is a tool.,stapler,tool,48,-16.438416004180908,116536320,openai-gpt
An extension cord,is a tool.,extension cord,tool,49,-16.94286799430847,116536320,openai-gpt
A soldering iron,is a tool.,soldering iron,tool,50,-16.310935020446777,116536320,openai-gpt
A plaster,is a tool.,plaster,tool,51,-19.505053758621216,116536320,openai-gpt
A wheelbarrow,is a tool.,wheelbarrow,tool,52,-16.964049100875854,116536320,openai-gpt
An axe,is a tool.,axe,tool,53,-12.588937282562256,116536320,openai-gpt
A slide rule,is a tool.,slide rule,tool,54,-16.36640191078186,116536320,openai-gpt
A cement,is a tool.,cement,tool,55,-20.613256692886353,116536320,openai-gpt
An anvil,is a tool.,anvil,tool,56,-15.63379716873169,116536320,openai-gpt
A hatchet,is a tool.,hatchet,tool,57,-13.856569290161133,116536320,openai-gpt
A rag,is a tool.,rag,tool,58,-17.966350555419922,116536320,openai-gpt
A scissor,is a tool.,scissor,tool,59,-16.1086323261261,116536320,openai-gpt
A crane,is a tool.,crane,tool,60,-16.701057195663452,116536320,openai-gpt
Orange,is a fruit.,orange,fruit,1,-17.258108377456665,116536320,openai-gpt
Apple,is a fruit.,apple,fruit,2,-13.726874828338623,116536320,openai-gpt
Banana,is a fruit.,banana,fruit,3,-14.172994375228882,116536320,openai-gpt
Peach,is a fruit.,peach,fruit,4,-16.001960515975952,116536320,openai-gpt
Pear,is a fruit.,pear,fruit,5,-13.669157028198242,116536320,openai-gpt
Apricot,is a fruit.,apricot,fruit,6,-15.766913652420044,116536320,openai-gpt
Tangerine,is a fruit.,tangerine,fruit,7,-15.915317296981812,116536320,openai-gpt
Plum,is a fruit.,plum,fruit,8,-14.440263032913208,116536320,openai-gpt
Grape,is a fruit.,grape,fruit,9,-16.01667022705078,116536320,openai-gpt
Nectarine,is a fruit.,nectarine,fruit,10,-14.659626007080078,116536320,openai-gpt
Strawberry,is a fruit.,strawberry,fruit,11,-16.18633770942688,116536320,openai-gpt
Grapefruit,is a fruit.,grapefruit,fruit,12,-15.290577411651611,116536320,openai-gpt
Berry,is a fruit.,berry,fruit,13,-17.448140859603882,116536320,openai-gpt
Cherry,is a fruit.,cherry,fruit,14,-16.44636631011963,116536320,openai-gpt
Pineapple,is a fruit.,pineapple,fruit,15,-15.143343687057495,116536320,openai-gpt
Blackberry,is a fruit.,blackberry,fruit,16,-16.428845405578613,116536320,openai-gpt
Melon,is a fruit.,melon,fruit,17,-14.752207517623901,116536320,openai-gpt
Blueberry,is a fruit.,blueberry,fruit,18,-15.972249031066895,116536320,openai-gpt
Raspberry,is a fruit.,raspberry,fruit,19,-16.456934452056885,116536320,openai-gpt
Lemon,is a fruit.,lemon,fruit,20,-15.499763011932373,116536320,openai-gpt
Black raspberry,is a fruit.,black raspberry,fruit,21,-18.34055519104004,116536320,openai-gpt
Boysenberry,is a fruit.,boysenberry,fruit,22,-18.381503105163574,116536320,openai-gpt
Watermelon,is a fruit.,watermelon,fruit,23,-14.001541137695312,116536320,openai-gpt
Cantaloupe,is a fruit.,cantaloupe,fruit,24,-14.030590534210205,116536320,openai-gpt
Lime,is a fruit.,lime,fruit,25,-16.473485469818115,116536320,openai-gpt
Tangelo,is a fruit.,tangelo,fruit,26,-18.12737488746643,116536320,openai-gpt
Papaya,is a fruit.,papaya,fruit,27,-14.032125234603882,116536320,openai-gpt
Honeydew,is a fruit.,honeydew,fruit,28,-15.048359632492065,116536320,openai-gpt
Fig,is a fruit.,fig,fruit,29,-14.671056032180786,116536320,openai-gpt
Mango,is a fruit.,mango,fruit,30,-16.590232849121094,116536320,openai-gpt
Guava,is a fruit.,guava,fruit,31,-13.857383012771606,116536320,openai-gpt
Pomegranate,is a fruit.,pomegranate,fruit,32,-14.143073081970215,116536320,openai-gpt
Cranberry,is a fruit.,cranberry,fruit,33,-17.712719202041626,116536320,openai-gpt
Passion fruit,is a fruit.,passion fruit,fruit,34,-12.886907815933228,116536320,openai-gpt
Prune,is a fruit.,prune,fruit,35,-16.006995677947998,116536320,openai-gpt
Gooseberry,is a fruit.,gooseberry,fruit,36,-15.282183408737183,116536320,openai-gpt
Dates,is a fruit.,dates,fruit,37,-21.432247400283813,116536320,openai-gpt
Kumquat,is a fruit.,kumquat,fruit,38,-17.878124237060547,116536320,openai-gpt
Raisin,is a fruit.,raisin,fruit,39,-14.065310716629028,116536320,openai-gpt
Muskmelon,is a fruit.,muskmelon,fruit,40,-14.131383419036865,116536320,openai-gpt
Persimmon,is a fruit.,persimmon,fruit,41,-16.977734327316284,116536320,openai-gpt
Pawpaw,is a fruit.,pawpaw,fruit,42,-17.742884159088135,116536320,openai-gpt
Coconut,is a fruit.,coconut,fruit,43,-15.803095579147339,116536320,openai-gpt
Avocado,is a fruit.,avocado,fruit,44,-15.09882116317749,116536320,openai-gpt
Pumpkin,is a fruit.,pumpkin,fruit,45,-14.96915602684021,116536320,openai-gpt
Tomato,is a fruit.,tomato,fruit,46,-16.892894983291626,116536320,openai-gpt
Nut,is a fruit.,nut,fruit,47,-16.705777883529663,116536320,openai-gpt
Gourd,is a fruit.,gourd,fruit,48,-15.865130424499512,116536320,openai-gpt
Olive,is a fruit.,olive,fruit,49,-16.679508686065674,116536320,openai-gpt
