stimulus,item,category,rank,logprob,normalized_logprob,params,model
a flamingo is a bird.,flamingo,bird,44,-34.60380172729492,-3.8448668585883246,116537088,openai-gpt
a duck is a bird.,duck,bird,45,-31.018771171569824,-4.431253024509975,116537088,openai-gpt
a peacock is a bird.,peacock,bird,46,-31.780439853668213,-4.540062836238316,116537088,openai-gpt
an egret is a bird.,egret,bird,47,-34.755115032196045,-3.861679448021783,116537088,openai-gpt
a chicken is a bird.,chicken,bird,48,-29.80068612098694,-4.257240874426706,116537088,openai-gpt
a turkey is a bird.,turkey,bird,49,-31.49345088005066,-4.499064411435809,116537088,openai-gpt
an ostrich is a bird.,ostrich,bird,50,-31.226592540740967,-4.460941791534424,116537088,openai-gpt
a titmouse is a bird.,titmouse,bird,51,-38.93590259552002,-4.866987824440002,116537088,openai-gpt
an emu is a bird.,emu,bird,52,-36.26028823852539,-4.532536029815674,116537088,openai-gpt
a penguin is a bird.,penguin,bird,53,-33.16033983230591,-4.73719140461513,116537088,openai-gpt
a bat is a bird.,bat,bird,54,-29.546968460083008,-4.220995494297573,116537088,openai-gpt
football is a sport.,football,sport,1,-27.39192509651184,-4.56532084941864,116537088,openai-gpt
baseball is a sport.,baseball,sport,2,-28.99749445915222,-4.832915743192037,116537088,openai-gpt
basketball is a sport.,basketball,sport,3,-28.233724117279053,-4.705620686213176,116537088,openai-gpt
tennis is a sport.,tennis,sport,4,-29.76845073699951,-4.961408456166585,116537088,openai-gpt
softball is a sport.,softball,sport,5,-30.128257036209106,-5.021376172701518,116537088,openai-gpt
canoeing is a sport.,canoeing,sport,6,-33.216339111328125,-4.745191301618304,116537088,openai-gpt
handball is a sport.,handball,sport,7,-35.6722936630249,-5.0960419518607,116537088,openai-gpt
rugby is a sport.,rugby,sport,8,-30.490766763687134,-5.081794460614522,116537088,openai-gpt
hockey is a sport.,hockey,sport,9,-29.24075222015381,-4.873458703358968,116537088,openai-gpt
ice hockey is a sport.,ice hockey,sport,10,-35.5805778503418,-5.082939692905971,116537088,openai-gpt
swimming is a sport.,swimming,sport,11,-29.96381974220276,-4.993969957033793,116537088,openai-gpt
track is a sport.,track,sport,12,-33.911601305007935,-5.651933550834656,116537088,openai-gpt
boxing is a sport.,boxing,sport,13,-30.088963270187378,-5.014827211697896,116537088,openai-gpt
volleyball is a sport.,volleyball,sport,14,-31.01552987098694,-5.169254978497823,116537088,openai-gpt
lacrosse is a sport.,lacrosse,sport,15,-29.735753059387207,-4.955958843231201,116537088,openai-gpt
skiing is a sport.,skiing,sport,16,-32.23255801200867,-5.372093002001445,116537088,openai-gpt
golf is a sport.,golf,sport,17,-29.978840112686157,-4.99647335211436,116537088,openai-gpt
polo is a sport.,polo,sport,18,-32.00700855255127,-5.334501425425212,116537088,openai-gpt
surfing is a sport.,surfing,sport,19,-31.430461406707764,-5.238410234451294,116537088,openai-gpt
wrestling is a sport.,wrestling,sport,20,-30.423256635665894,-5.070542772610982,116537088,openai-gpt
gymnastics is a sport.,gymnastics,sport,21,-32.79366636276245,-5.465611060460408,116537088,openai-gpt
cricket is a sport.,cricket,sport,22,-33.95758605003357,-5.659597675005595,116537088,openai-gpt
squash is a sport.,squash,sport,23,-34.10997295379639,-5.6849954922993975,116537088,openai-gpt
badminton is a sport.,badminton,sport,24,-32.457754611968994,-4.057219326496124,116537088,openai-gpt
racing is a sport.,racing,sport,25,-33.083616733551025,-5.513936122258504,116537088,openai-gpt
pole vault is a sport.,pole vault,sport,26,-44.64393162727356,-6.377704518181937,116537088,openai-gpt
fencing is a sport.,fencing,sport,27,-32.86404323577881,-5.477340539296468,116537088,openai-gpt
bowling is a sport.,bowling,sport,28,-30.569635152816772,-5.0949391921361284,116537088,openai-gpt
water skiing is a sport.,water skiing,sport,29,-37.16614055633545,-5.309448650905064,116537088,openai-gpt
ice skating is a sport.,ice skating,sport,30,-35.86818051338196,-5.124025787625994,116537088,openai-gpt
jai alai is a sport.,jai alai,sport,31,-52.38255977630615,-6.547819972038269,116537088,openai-gpt
skating is a sport.,skating,sport,32,-32.09200716018677,-5.348667860031128,116537088,openai-gpt
skindiving is a sport.,skindiving,sport,33,-47.86068153381348,-5.982585191726685,116537088,openai-gpt
sailing is a sport.,sailing,sport,34,-31.835467100143433,-5.305911183357239,116537088,openai-gpt
diving is a sport.,diving,sport,35,-31.754952907562256,-5.292492151260376,116537088,openai-gpt
archery is a sport.,archery,sport,36,-31.136351823806763,-5.1893919706344604,116537088,openai-gpt
judo is a sport.,judo,sport,37,-30.67949390411377,-4.382784843444824,116537088,openai-gpt
car racing is a sport.,car racing,sport,38,-34.034825801849365,-4.862117971692767,116537088,openai-gpt
ping pong is a sport.,ping pong,sport,39,-36.835888385772705,-5.2622697693961005,116537088,openai-gpt
rowing is a sport.,rowing,sport,40,-31.017288208007812,-5.169548034667969,116537088,openai-gpt
fishing is a sport.,fishing,sport,41,-28.82490634918213,-4.8041510581970215,116537088,openai-gpt
horseback riding is a sport.,horseback riding,sport,42,-31.500575065612793,-4.500082152230399,116537088,openai-gpt
running is a sport.,running,sport,43,-30.15712809562683,-5.026188015937805,116537088,openai-gpt
horse racing is a sport.,horse racing,sport,44,-32.41771221160889,-4.631101744515555,116537088,openai-gpt
hiking is a sport.,hiking,sport,45,-32.38039588928223,-5.396732648213704,116537088,openai-gpt
weight lifting is a sport.,weight lifting,sport,46,-39.00666952133179,-5.572381360190255,116537088,openai-gpt
croquet is a sport.,croquet,sport,47,-33.57607293128967,-4.796581847327096,116537088,openai-gpt
horseshoes is a sport.,horseshoes,sport,48,-35.96527624130249,-5.137896605900356,116537088,openai-gpt
boating is a sport.,boating,sport,49,-32.177201986312866,-5.362866997718811,116537088,openai-gpt
pool is a sport.,pool,sport,50,-33.1602201461792,-5.526703357696533,116537088,openai-gpt
billiards is a sport.,billiards,sport,51,-34.49718427658081,-4.928169182368687,116537088,openai-gpt
hunting is a sport.,hunting,sport,52,-29.656339406967163,-4.942723234494527,116537088,openai-gpt
jump rope is a sport.,jump rope,sport,53,-39.08451747894287,-5.583502496991839,116537088,openai-gpt
camping is a sport.,camping,sport,54,-33.06705951690674,-5.511176586151123,116537088,openai-gpt
chess is a sport.,chess,sport,55,-29.149041652679443,-4.858173608779907,116537088,openai-gpt
dancing is a sport.,dancing,sport,56,-29.32388186454773,-4.8873136440912885,116537088,openai-gpt
checkers is a sport.,checkers,sport,57,-31.999862670898438,-4.571408952985491,116537088,openai-gpt
cards is a sport.,cards,sport,58,-34.06723403930664,-5.67787233988444,116537088,openai-gpt
sunbathing is a sport.,sunbathing,sport,59,-33.151991844177246,-4.735998834882464,116537088,openai-gpt
pea is a vegetable.,pea,vegetable,1,-32.736132860183716,-5.456022143363953,116537088,openai-gpt
carrot is a vegetable.,carrot,vegetable,2,-31.612072229385376,-5.268678704897563,116537088,openai-gpt
green beans are vegetables.,green beans,vegetable,3,-36.79709005355835,-6.132848342259725,116537088,openai-gpt
string beans are vegetables.,string beans,vegetable,4,-39.5444917678833,-6.59074862798055,116537088,openai-gpt
spinach is a vegetable.,spinach,vegetable,5,-33.00635075569153,-5.501058459281921,116537088,openai-gpt
broccoli is a vegetable.,broccoli,vegetable,6,-32.65636134147644,-5.442726890246074,116537088,openai-gpt
asparagus are vegetables.,asparagus,vegetable,7,-35.966349601745605,-7.193269920349121,116537088,openai-gpt
corn is a vegetable.,corn,vegetable,8,-30.68625807762146,-5.114376346270244,116537088,openai-gpt
cauliflower is a vegetable.,cauliflower,vegetable,9,-35.96376395225525,-4.495470494031906,116537088,openai-gpt
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-37.775978326797485,-5.3965683323996405,116537088,openai-gpt
squash is a vegetable.,squash,vegetable,12,-33.41397666931152,-5.568996111551921,116537088,openai-gpt
lettuce is a vegetable.,lettuce,vegetable,13,-31.118985414505005,-5.1864975690841675,116537088,openai-gpt
celery is a vegetable.,celery,vegetable,14,-33.30522155761719,-5.550870259602864,116537088,openai-gpt
cucumber is a vegetable.,cucumber,vegetable,15,-33.834293365478516,-5.639048894246419,116537088,openai-gpt
beets are vegetables.,beets,vegetable,16,-34.23468780517578,-5.70578130086263,116537088,openai-gpt
greens are vegetables.,greens,vegetable,17,-34.3876895904541,-6.8775379180908205,116537088,openai-gpt
tomato is a vegetable.,tomato,vegetable,18,-33.140997886657715,-5.523499647776286,116537088,openai-gpt
lima beans are vegetables.,lima beans,vegetable,19,-38.960206508636475,-5.565743786948068,116537088,openai-gpt
artichoke is a vegetable.,artichokes,vegetable,20,-36.21437954902649,-5.17348279271807,116537088,openai-gpt
turnip is a vegetable.,turnip,vegetable,21,-32.86099362373352,-4.69442766053336,116537088,openai-gpt
eggplant is a vegetable.,eggplant,vegetable,22,-32.87164258956909,-4.695948941367013,116537088,openai-gpt
romaine is a vegetable.,romaine,vegetable,23,-37.492297887802124,-5.356042555400303,116537088,openai-gpt
green peppers are vegetables.,green peppers,vegetable,24,-37.990817070007324,-6.331802845001221,116537088,openai-gpt
okra is a vegetable.,okra,vegetable,25,-36.161086320877075,-5.165869474411011,116537088,openai-gpt
radish is a vegetable.,radishes,vegetable,26,-33.458213567733765,-4.779744795390537,116537088,openai-gpt
onion is a vegetable.,onions,vegetable,27,-32.41246819496155,-5.402078032493591,116537088,openai-gpt
beans are vegetables.,bean,vegetable,28,-33.22784233093262,-6.645568466186523,116537088,openai-gpt
green onion is a vegetable.,green onion,vegetable,29,-37.98808526992798,-5.426869324275425,116537088,openai-gpt
potatoes are vegetables.,potato,vegetable,30,-32.72450399398804,-6.544900798797608,116537088,openai-gpt
parsnip is a vegetable.,parsnip,vegetable,31,-36.38532829284668,-4.548166036605835,116537088,openai-gpt
turnip greens are vegetables.,turnip greens,vegetable,32,-39.95621395111084,-5.708030564444406,116537088,openai-gpt
collard is a vegetable.,collard,vegetable,33,-37.50632619857788,-5.3580465997968405,116537088,openai-gpt
wax beans are vegetables.,wax beans,vegetable,34,-44.456119537353516,-7.409353256225586,116537088,openai-gpt
watercress is a vegetable.,watercress,vegetable,35,-34.85367774963379,-4.979096821376255,116537088,openai-gpt
black eyed peas are vegetables.,black eyed peas,vegetable,36,-38.49627923965454,-5.4994684628077914,116537088,openai-gpt
leek is a vegetable.,leek,vegetable,37,-36.798239946365356,-5.256891420909336,116537088,openai-gpt
peppers are vegetables.,peppers,vegetable,38,-33.84062623977661,-6.768125247955322,116537088,openai-gpt
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-47.092517375946045,-6.727502482278006,116537088,openai-gpt
yam is a vegetable.,yams,vegetable,40,-34.85981750488281,-4.979973929268973,116537088,openai-gpt
parsley is a vegetable.,parsley,vegetable,41,-31.55803632736206,-4.508290903908866,116537088,openai-gpt
endive is a vegetable.,endive,vegetable,42,-40.767582416534424,-5.823940345219204,116537088,openai-gpt
rutabaga is a vegetable.,rutabaga,vegetable,43,-32.70272874832153,-4.087841093540192,116537088,openai-gpt
mushroom is a vegetable.,mushroom,vegetable,44,-32.211636543273926,-5.368606090545654,116537088,openai-gpt
avocado is a vegetable.,avocado,vegetable,45,-32.775200843811035,-5.462533473968506,116537088,openai-gpt
rhubarb is a vegetable.,rhubarb,vegetable,46,-34.28138446807861,-4.897340638296945,116537088,openai-gpt
kale is a vegetable.,kale,vegetable,47,-36.11338257789612,-5.15905465398516,116537088,openai-gpt
escarole is a vegetable.,escarole,vegetable,48,-41.429362297058105,-5.178670287132263,116537088,openai-gpt
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-34.99620866775513,-3.88846762975057,116537088,openai-gpt
pickles are vegetables.,pickles,vegetable,50,-36.986948013305664,-7.397389602661133,116537088,openai-gpt
baked beans are vegetables.,baked beans,vegetable,51,-36.63601589202881,-6.106002648671468,116537088,openai-gpt
pumpkin is a vegetable.,pumpkin,vegetable,52,-30.919656991958618,-5.153276165326436,116537088,openai-gpt
seaweed is a vegetable.,seaweed,vegetable,53,-34.236924171447754,-5.706154028574626,116537088,openai-gpt
garlic is a vegetable.,garlic,vegetable,54,-31.561203002929688,-5.260200500488281,116537088,openai-gpt
dandelion is a vegetable.,dandelion,vegetable,55,-35.46729755401611,-5.9112162590026855,116537088,openai-gpt
peanut is a vegetable.,peanut,vegetable,56,-35.37750720977783,-5.896251201629639,116537088,openai-gpt
rice is a vegetable.,rice,vegetable,57,-31.39802861213684,-5.233004768689473,116537088,openai-gpt
saw is a tool.,saw,tool,1,-33.94305634498596,-5.657176057497661,116537088,openai-gpt
hammer is a tool.,hammer,tool,2,-31.672617435455322,-5.278769572575887,116537088,openai-gpt
ruler is a tool.,ruler,tool,3,-31.93459177017212,-5.3224319616953535,116537088,openai-gpt
screwdriver is a tool.,screwdriver,tool,4,-33.576990365982056,-5.596165060997009,116537088,openai-gpt
drill is a tool.,drill,tool,5,-31.951016426086426,-5.325169404347737,116537088,openai-gpt
nails are tools.,nails,tool,6,-32.55463361740112,-6.510926723480225,116537088,openai-gpt
tape measure is a tool.,tape measure,tool,7,-38.3337185382843,-5.476245505469186,116537088,openai-gpt
sawhorse is a tool.,sawhorse,tool,8,-39.494693994522095,-4.936836749315262,116537088,openai-gpt
sandpaper is a tool.,sandpaper,tool,9,-34.299224615097046,-5.716537435849507,116537088,openai-gpt
sander is a tool.,sander,tool,10,-34.254849672317505,-5.7091416120529175,116537088,openai-gpt
a level is a tool.,level,tool,11,-41.52979874610901,-5.932828392301287,116537088,openai-gpt
a plane is a tool.,plane,tool,12,-36.76667380332947,-5.252381971904209,116537088,openai-gpt
a file is a tool.,file,tool,13,-35.79895853996277,-5.1141369342803955,116537088,openai-gpt
a toolbox is a tool.,toolbox,tool,14,-35.75842761993408,-5.108346802847726,116537088,openai-gpt
a T-square is a tool.,T-square,tool,15,-47.81749367713928,-5.313054853015476,116537088,openai-gpt
a chisel is a tool.,chisel,tool,16,-33.56544256210327,-4.7950632231576105,116537088,openai-gpt
a rasp is a tool.,rasp,tool,17,-41.805992603302,-5.972284657614572,116537088,openai-gpt
a pencil is a tool.,pencil,tool,18,-31.404374837875366,-4.486339262553623,116537088,openai-gpt
a hacksaw is a tool.,hacksaw,tool,19,-34.19462466239929,-4.2743280827999115,116537088,openai-gpt
a square is a tool.,square,tool,20,-38.85990619659424,-5.551415170942034,116537088,openai-gpt
a bench is a tool.,bench,tool,21,-41.13179969787598,-5.875971385410854,116537088,openai-gpt
pliers is a tool.,pliers,tool,22,-36.670531272888184,-6.11175521214803,116537088,openai-gpt
a wrench is a tool.,wrench,tool,23,-31.310713529586792,-4.472959075655256,116537088,openai-gpt
a ladder is a tool.,ladder,tool,24,-34.438010454177856,-4.919715779168265,116537088,openai-gpt
a lathe is a tool.,lathe,tool,25,-38.89828419685364,-4.862285524606705,116537088,openai-gpt
a vise is a tool.,vise,tool,26,-38.101367473602295,-5.4430524962288995,116537088,openai-gpt
screw is a tool.,screws,tool,27,-34.547608852386475,-5.757934808731079,116537088,openai-gpt
wood is a tool.,wood,tool,28,-30.26955223083496,-5.044925371805827,116537088,openai-gpt
a wedge is a tool.,wedge,tool,29,-36.29052257537842,-5.184360367911203,116537088,openai-gpt
lumber is a tool.,lumber,tool,30,-33.13118767738342,-5.521864612897237,116537088,openai-gpt
blueprints are tools.,blueprints,tool,31,-38.21735143661499,-7.643470287322998,116537088,openai-gpt
brace is a tool.,brace,tool,32,-35.82257676124573,-5.9704294602076216,116537088,openai-gpt
awl is a tool.,awl,tool,33,-37.544532775878906,-5.363504682268415,116537088,openai-gpt
a crowbar is a tool.,crowbar,tool,34,-32.64390206336975,-4.663414580481393,116537088,openai-gpt
a hinge is a tool.,hinge,tool,35,-37.33872866630554,-5.334104095186506,116537088,openai-gpt
a miter box is a tool.,miter box,tool,36,-48.717562437057495,-5.413062493006389,116537088,openai-gpt
a knife is a tool.,knife,tool,37,-30.505455017089844,-4.3579221452985495,116537088,openai-gpt
a chalk is a tool.,chalk,tool,38,-39.078001976013184,-5.5825717108590265,116537088,openai-gpt
nuts are tools.,nuts,tool,39,-34.2133731842041,-6.842674636840821,116537088,openai-gpt
bolts are tools.,bolts,tool,40,-35.5495069026947,-7.109901380538941,116537088,openai-gpt
a plumb line is a tool.,plumb line,tool,41,-45.93728303909302,-5.104142559899224,116537088,openai-gpt
a brush is a tool.,brush,tool,42,-32.266693353652954,-4.609527621950422,116537088,openai-gpt
a sledge hammer is a tool.,sledge hammer,tool,43,-35.02767205238342,-4.378459006547928,116537088,openai-gpt
a glue is a tool.,glue,tool,44,-38.09745717048645,-5.442493881498065,116537088,openai-gpt
a paintbrush is a tool.,paintbrush,tool,45,-34.66653513908386,-4.952362162726266,116537088,openai-gpt
a varnish is a tool.,varnish,tool,46,-40.465362548828125,-5.058170318603516,116537088,openai-gpt
an apron is a tool.,apron,tool,47,-36.576977491378784,-5.225282498768398,116537088,openai-gpt
a stapler is a tool.,stapler,tool,48,-35.428626537323,-4.428578317165375,116537088,openai-gpt
an extension cord is a tool.,extension cord,tool,49,-43.549139738082886,-5.443642467260361,116537088,openai-gpt
a soldering iron is a tool.,soldering iron,tool,50,-37.612783908843994,-4.179198212093777,116537088,openai-gpt
a plaster is a tool.,plaster,tool,51,-39.165729999542236,-5.595104285648891,116537088,openai-gpt
a wheelbarrow is a tool.,wheelbarrow,tool,52,-36.01642060279846,-5.1452029432569235,116537088,openai-gpt
an axe is a tool.,axe,tool,53,-30.14665460586548,-4.306664943695068,116537088,openai-gpt
a slide rule is a tool.,slide rule,tool,54,-41.611154317855835,-5.201394289731979,116537088,openai-gpt
a cement is a tool.,cement,tool,55,-39.82366394996643,-5.689094849995205,116537088,openai-gpt
an anvil is a tool.,anvil,tool,56,-36.04625058174133,-5.14946436882019,116537088,openai-gpt
a hatchet is a tool.,hatchet,tool,57,-32.899169921875,-4.699881417410714,116537088,openai-gpt
rags are tools.,rags,tool,58,-36.70316481590271,-7.340632963180542,116537088,openai-gpt
