stimulus,item,category,rank,logprob,normalized_logprob,params,model
stilts are toys.,stilts,toy,42,-80.4841423034668,-16.09682846069336,356461657,roberta-large
checkers are toys.,checkers,toy,43,-85.51427459716797,-17.102854919433593,356461657,roberta-large
a bat is a toy.,bat,toy,44,-95.41376113891602,-15.90229352315267,356461657,roberta-large
a car is a toy.,car,toy,45,-92.74345016479492,-15.457241694132486,356461657,roberta-large
an airplane is a toy.,airplane,toy,46,-102.3029899597168,-17.050498326619465,356461657,roberta-large
a bicycle is a toy.,bicycle,toy,47,-95.27345657348633,-15.878909428914389,356461657,roberta-large
a tractor is a toy.,tractor,toy,48,-94.39826965332031,-15.733044942220053,356461657,roberta-large
a sandbox is a toy.,sandbox,toy,49,-92.43682098388672,-15.406136830647787,356461657,roberta-large
a bike is a toy.,bike,toy,50,-93.80548858642578,-15.63424809773763,356461657,roberta-large
a bow and arrow is a toy.,bow and arrow,toy,51,-127.54931640625,-15.94366455078125,356461657,roberta-large
a rope is a toy.,rope,toy,52,-95.69572067260742,-15.949286778767904,356461657,roberta-large
dishes are toys.,dishes,toy,53,-88.57283401489258,-17.714566802978517,356461657,roberta-large
cards are toys.,cards,toy,54,-58.615257263183594,-14.653814315795898,356461657,roberta-large
a mitt is a toy.,mitt,toy,55,-115.03883743286133,-16.434119633265905,356461657,roberta-large
a horse is a toy.,horse,toy,56,-97.31879425048828,-16.219799041748047,356461657,roberta-large
a gun is a toy.,gun,toy,57,-93.28142166137695,-15.546903610229492,356461657,roberta-large
animals are toys.,animals,toy,58,-88.85819244384766,-17.771638488769533,356461657,roberta-large
a tennis racket is a toy.,tennis racket,toy,59,-105.61529541015625,-15.087899344308036,356461657,roberta-large
books are toys.,books,toy,60,-63.251747131347656,-15.812936782836914,356461657,roberta-large
a robin is a bird.,robin,bird,1,-127.14238357543945,-18.163197653634207,356461657,roberta-large
a sparrow is a bird.,sparrow,bird,2,-123.92783737182617,-17.703976767403738,356461657,roberta-large
a bluejay is a bird.,bluejay,bird,3,-105.72508239746094,-15.103583199637276,356461657,roberta-large
a bluebird is a bird.,bluebird,bird,4,-109.57764434814453,-15.653949192592076,356461657,roberta-large
a canary is a bird.,canary,bird,5,-119.95794677734375,-17.136849539620535,356461657,roberta-large
a blackbird is a bird.,blackbird,bird,6,-116.94569396972656,-16.706527709960938,356461657,roberta-large
a dove is a bird.,dove,bird,7,-88.69849395751953,-14.783082326253256,356461657,roberta-large
a lark is a bird.,lark,bird,8,-123.44425964355469,-17.634894234793528,356461657,roberta-large
a swallow is a bird.,swallow,bird,9,-93.57964324951172,-15.596607208251953,356461657,roberta-large
a parakeet is a bird.,parakeet,bird,10,-163.34974670410156,-20.418718338012695,356461657,roberta-large
an oriole is a bird.,oriole,bird,11,-137.92565536499023,-19.703665052141464,356461657,roberta-large
a mockingbird is a bird.,mockingbird,bird,12,-128.29483032226562,-18.327832903180802,356461657,roberta-large
a redbird is a bird.,redbird,bird,13,-107.63778686523438,-15.376826695033483,356461657,roberta-large
a wren is a bird.,wren,bird,14,-125.33355331420898,-17.904793330601283,356461657,roberta-large
a finch is a bird.,finch,bird,15,-130.22740173339844,-18.603914533342635,356461657,roberta-large
a starling is a bird.,starling,bird,16,-127.87220001220703,-18.267457144601003,356461657,roberta-large
a cardinal is a bird.,cardinal,bird,17,-94.45589065551758,-15.742648442586264,356461657,roberta-large
an eagle is a bird.,eagle,bird,18,-91.9629135131836,-15.327152252197266,356461657,roberta-large
a hummingbird is a bird.,hummingbird,bird,19,-130.5381736755371,-18.64831052507673,356461657,roberta-large
a seagull is a bird.,seagull,bird,20,-154.8826141357422,-19.360326766967773,356461657,roberta-large
a woodpecker is a bird.,woodpecker,bird,21,-149.62317657470703,-18.70289707183838,356461657,roberta-large
a pigeon is a bird.,pigeon,bird,22,-92.44086837768555,-15.406811396280924,356461657,roberta-large
a thrush is a bird.,thrush,bird,23,-130.85026168823242,-18.692894526890345,356461657,roberta-large
a falcon is a bird.,falcon,bird,24,-121.99680709838867,-17.42811529976981,356461657,roberta-large
a crow is a bird.,crow,bird,25,-89.10849380493164,-14.851415634155273,356461657,roberta-large
a hawk is a bird.,hawk,bird,26,-89.5546875,-14.92578125,356461657,roberta-large
a raven is a bird.,raven,bird,27,-85.99258422851562,-14.332097371419271,356461657,roberta-large
a goldfinch is a bird.,goldfinch,bird,28,-141.05247688293457,-17.63155961036682,356461657,roberta-large
a parrot is a bird.,parrot,bird,29,-134.24996185302734,-19.178565979003906,356461657,roberta-large
a sandpiper is a bird.,sandpiper,bird,30,-145.1991844177246,-18.149898052215576,356461657,roberta-large
a pheasant is a bird.,pheasant,bird,31,-145.74308586120605,-18.217885732650757,356461657,roberta-large
a catbird is a bird.,catbird,bird,32,-107.36471176147461,-15.337815965924944,356461657,roberta-large
a crane is a bird.,crane,bird,33,-90.64595794677734,-15.107659657796225,356461657,roberta-large
an albatross is a bird.,albatross,bird,34,-157.16310119628906,-19.645387649536133,356461657,roberta-large
a condor is a bird.,condor,bird,35,-127.2494010925293,-18.178485870361328,356461657,roberta-large
a toucan is a bird.,toucan,bird,36,-123.0802993774414,-17.58289991106306,356461657,roberta-large
an owl is a bird.,owl,bird,37,-95.11812973022461,-15.853021621704102,356461657,roberta-large
a pelican is a bird.,pelican,bird,38,-121.92871856689453,-17.41838836669922,356461657,roberta-large
geese are birds.,geese,bird,39,-72.49826431274414,-14.499652862548828,356461657,roberta-large
a vulture is a bird.,vulture,bird,40,-128.23532485961914,-18.319332122802734,356461657,roberta-large
a stork is a bird.,stork,bird,41,-123.19623565673828,-17.599462236676896,356461657,roberta-large
a buzzard is a bird.,buzzard,bird,42,-123.24610137939453,-17.606585911342076,356461657,roberta-large
a swan is a bird.,swan,bird,43,-116.4984245300293,-16.64263207571847,356461657,roberta-large
a flamingo is a bird.,flamingo,bird,44,-126.58662796020508,-18.083803994315012,356461657,roberta-large
a duck is a bird.,duck,bird,45,-91.63452529907227,-15.272420883178711,356461657,roberta-large
a peacock is a bird.,peacock,bird,46,-128.10445404052734,-18.300636291503906,356461657,roberta-large
an egret is a bird.,egret,bird,47,-124.31436157226562,-17.75919451032366,356461657,roberta-large
a chicken is a bird.,chicken,bird,48,-88.18231582641602,-14.697052637736002,356461657,roberta-large
a turkey is a bird.,turkey,bird,49,-88.24879837036133,-14.708133061726889,356461657,roberta-large
an ostrich is a bird.,ostrich,bird,50,-128.8686408996582,-18.409805842808314,356461657,roberta-large
a titmouse is a bird.,titmouse,bird,51,-124.99938583374023,-17.85705511910575,356461657,roberta-large
an emu is a bird.,emu,bird,52,-130.6560516357422,-18.665150233677455,356461657,roberta-large
a penguin is a bird.,penguin,bird,53,-125.72962951660156,-17.961375645228795,356461657,roberta-large
a bat is a bird.,bat,bird,54,-92.95766830444336,-15.492944717407227,356461657,roberta-large
football is a sport.,football,sport,1,-69.281005859375,-13.856201171875,356461657,roberta-large
baseball is a sport.,baseball,sport,2,-90.27114486694336,-15.045190811157227,356461657,roberta-large
basketball is a sport.,basketball,sport,3,-64.17095184326172,-12.834190368652344,356461657,roberta-large
tennis is a sport.,tennis,sport,4,-101.3337287902832,-16.888954798380535,356461657,roberta-large
softball is a sport.,softball,sport,5,-97.44147491455078,-16.240245819091797,356461657,roberta-large
canoeing is a sport.,canoeing,sport,6,-116.83470916748047,-16.690672738211497,356461657,roberta-large
handball is a sport.,handball,sport,7,-98.2709903717041,-16.378498395284016,356461657,roberta-large
rugby is a sport.,rugby,sport,8,-112.35447311401367,-18.725745519002277,356461657,roberta-large
hockey is a sport.,hockey,sport,9,-95.70508575439453,-15.950847625732422,356461657,roberta-large
ice hockey is a sport.,ice hockey,sport,10,-93.20218276977539,-15.533697128295898,356461657,roberta-large
swimming is a sport.,swimming,sport,11,-105.16144943237305,-17.52690823872884,356461657,roberta-large
track is a sport.,track,sport,12,-68.64938735961914,-13.729877471923828,356461657,roberta-large
boxing is a sport.,boxing,sport,13,-75.34732437133789,-15.069464874267577,356461657,roberta-large
volleyball is a sport.,volleyball,sport,14,-118.3233699798584,-16.9033385685512,356461657,roberta-large
lacrosse is a sport.,lacrosse,sport,15,-120.66915512084961,-17.238450731549943,356461657,roberta-large
skiing is a sport.,skiing,sport,16,-96.08394241333008,-16.01399040222168,356461657,roberta-large
golf is a sport.,golf,sport,17,-98.96199798583984,-16.49366633097331,356461657,roberta-large
polo is a sport.,polo,sport,18,-97.49212646484375,-16.248687744140625,356461657,roberta-large
surfing is a sport.,surfing,sport,19,-107.50737380981445,-17.917895634969074,356461657,roberta-large
wrestling is a sport.,wrestling,sport,20,-103.6025505065918,-17.267091751098633,356461657,roberta-large
gymnastics is a sport.,gymnastics,sport,21,-132.08886337280273,-18.869837624686106,356461657,roberta-large
cricket is a sport.,cricket,sport,22,-133.83463287353516,-19.11923326764788,356461657,roberta-large
squash is a sport.,squash,sport,23,-95.24324417114258,-15.873874028523764,356461657,roberta-large
badminton is a sport.,badminton,sport,24,-137.21759414672852,-19.602513449532644,356461657,roberta-large
racing is a sport.,racing,sport,25,-96.43771743774414,-16.07295290629069,356461657,roberta-large
pole vault is a sport.,pole vault,sport,26,-87.7773551940918,-14.629559199015299,356461657,roberta-large
fencing is a sport.,fencing,sport,27,-100.9869613647461,-16.831160227457683,356461657,roberta-large
bowling is a sport.,bowling,sport,28,-102.62950134277344,-17.10491689046224,356461657,roberta-large
water skiing is a sport.,water skiing,sport,29,-99.5961685180664,-16.599361419677734,356461657,roberta-large
ice skating is a sport.,ice skating,sport,30,-98.74931716918945,-16.458219528198242,356461657,roberta-large
jai alai is a sport.,jai alai,sport,31,-152.70893478393555,-19.088616847991943,356461657,roberta-large
skating is a sport.,skating,sport,32,-99.48262023925781,-16.58043670654297,356461657,roberta-large
skindiving is a sport.,skindiving,sport,33,-120.50374221801758,-17.214820316859655,356461657,roberta-large
sailing is a sport.,sailing,sport,34,-101.5796127319336,-16.929935455322266,356461657,roberta-large
diving is a sport.,diving,sport,35,-100.74088287353516,-16.79014714558919,356461657,roberta-large
archery is a sport.,archery,sport,36,-101.29573059082031,-16.88262176513672,356461657,roberta-large
judo is a sport.,judo,sport,37,-94.57239532470703,-15.762065887451172,356461657,roberta-large
car racing is a sport.,car racing,sport,38,-90.07561492919922,-15.01260248819987,356461657,roberta-large
ping pong is a sport.,ping pong,sport,39,-123.66978073120117,-17.667111533028738,356461657,roberta-large
rowing is a sport.,rowing,sport,40,-71.74528121948242,-14.349056243896484,356461657,roberta-large
fishing is a sport.,fishing,sport,41,-104.97253799438477,-17.49542299906413,356461657,roberta-large
horseback riding is a sport.,horseback riding,sport,42,-115.05244445800781,-16.436063494001115,356461657,roberta-large
running is a sport.,running,sport,43,-71.44511795043945,-14.28902359008789,356461657,roberta-large
horse racing is a sport.,horse racing,sport,44,-96.58478546142578,-16.097464243570965,356461657,roberta-large
hiking is a sport.,hiking,sport,45,-107.4725341796875,-17.912089029947918,356461657,roberta-large
weight lifting is a sport.,weight lifting,sport,46,-89.68338394165039,-14.947230656941732,356461657,roberta-large
croquet is a sport.,croquet,sport,47,-90.94075775146484,-15.156792958577475,356461657,roberta-large
horseshoes is a sport.,horseshoes,sport,48,-141.67574310302734,-17.709467887878418,356461657,roberta-large
boating is a sport.,boating,sport,49,-100.95086288452148,-16.825143814086914,356461657,roberta-large
pool is a sport.,pool,sport,50,-72.24966049194336,-14.449932098388672,356461657,roberta-large
billiards is a sport.,billiards,sport,51,-123.58720779418945,-17.655315399169922,356461657,roberta-large
hunting is a sport.,hunting,sport,52,-113.21460914611816,-18.869101524353027,356461657,roberta-large
jump rope is a sport.,jump rope,sport,53,-89.59213256835938,-14.932022094726562,356461657,roberta-large
camping is a sport.,camping,sport,54,-97.39231872558594,-16.23205312093099,356461657,roberta-large
chess is a sport.,chess,sport,55,-106.05234718322754,-17.67539119720459,356461657,roberta-large
dancing is a sport.,dancing,sport,56,-97.9675064086914,-16.327917734781902,356461657,roberta-large
checkers is a sport.,checkers,sport,57,-90.72652816772461,-15.121088027954102,356461657,roberta-large
cards is a sport.,cards,sport,58,-67.25127410888672,-13.450254821777344,356461657,roberta-large
sunbathing is a sport.,sunbathing,sport,59,-115.9799919128418,-16.568570273263113,356461657,roberta-large
pea is a vegetable.,pea,vegetable,1,-101.47817802429199,-16.913029670715332,356461657,roberta-large
carrot is a vegetable.,carrot,vegetable,2,-90.71235656738281,-15.118726094563803,356461657,roberta-large
green beans are vegetables.,green beans,vegetable,3,-77.05410766601562,-15.410821533203125,356461657,roberta-large
string beans are vegetables.,string beans,vegetable,4,-77.79201126098633,-15.558402252197265,356461657,roberta-large
spinach is a vegetable.,spinach,vegetable,5,-102.18927383422852,-17.031545639038086,356461657,roberta-large
broccoli is a vegetable.,broccoli,vegetable,6,-100.25890159606934,-16.709816932678223,356461657,roberta-large
asparagus are vegetables.,asparagus,vegetable,7,-96.98156356811523,-16.163593928019207,356461657,roberta-large
corn is a vegetable.,corn,vegetable,8,-75.69877243041992,-15.139754486083984,356461657,roberta-large
cauliflower is a vegetable.,cauliflower,vegetable,9,-125.05697441101074,-17.86528205871582,356461657,roberta-large
brussels sprouts are vegetables.,brussels sprouts,vegetable,10,-175.6790657043457,-21.959883213043213,356461657,roberta-large
squash is a vegetable.,squash,vegetable,12,-101.41219329833984,-16.902032216389973,356461657,roberta-large
lettuce is a vegetable.,lettuce,vegetable,13,-102.94479560852051,-17.157465934753418,356461657,roberta-large
celery is a vegetable.,celery,vegetable,14,-92.39896965026855,-15.39982827504476,356461657,roberta-large
cucumber is a vegetable.,cucumber,vegetable,15,-112.9482421875,-16.135463169642858,356461657,roberta-large
beets are vegetables.,beets,vegetable,16,-77.47538375854492,-15.495076751708984,356461657,roberta-large
greens are vegetables.,greens,vegetable,17,-82.1619758605957,-16.43239517211914,356461657,roberta-large
tomato is a vegetable.,tomato,vegetable,18,-107.2458267211914,-17.874304453531902,356461657,roberta-large
lima beans are vegetables.,lima beans,vegetable,19,-81.78654861450195,-13.631091435750326,356461657,roberta-large
artichoke is a vegetable.,artichokes,vegetable,20,-122.80558776855469,-17.543655395507812,356461657,roberta-large
turnip is a vegetable.,turnip,vegetable,21,-99.37113571166992,-16.561855951944988,356461657,roberta-large
eggplant is a vegetable.,eggplant,vegetable,22,-99.00063705444336,-16.50010617574056,356461657,roberta-large
romaine is a vegetable.,romaine,vegetable,23,-112.39181709289551,-18.731969515482586,356461657,roberta-large
green peppers are vegetables.,green peppers,vegetable,24,-75.57383346557617,-15.114766693115234,356461657,roberta-large
okra is a vegetable.,okra,vegetable,25,-97.78771591186523,-16.29795265197754,356461657,roberta-large
radish is a vegetable.,radishes,vegetable,26,-105.19841957092285,-17.53306992848714,356461657,roberta-large
onion is a vegetable.,onions,vegetable,27,-95.84915542602539,-15.974859237670898,356461657,roberta-large
beans are vegetables.,bean,vegetable,28,-57.735595703125,-14.43389892578125,356461657,roberta-large
green onion is a vegetable.,green onion,vegetable,29,-87.72807693481445,-14.621346155802408,356461657,roberta-large
potatoes are vegetables.,potato,vegetable,30,-77.07401275634766,-15.414802551269531,356461657,roberta-large
parsnip is a vegetable.,parsnip,vegetable,31,-135.6817283630371,-16.96021604537964,356461657,roberta-large
turnip greens are vegetables.,turnip greens,vegetable,32,-100.23101043701172,-16.70516840616862,356461657,roberta-large
collard is a vegetable.,collard,vegetable,33,-101.38928985595703,-16.89821497599284,356461657,roberta-large
wax beans are vegetables.,wax beans,vegetable,34,-93.17472457885742,-15.529120763142904,356461657,roberta-large
watercress is a vegetable.,watercress,vegetable,35,-123.33926773071289,-17.619895390101842,356461657,roberta-large
black eyed peas are vegetables.,black eyed peas,vegetable,36,-103.56563949584961,-17.260939915974934,356461657,roberta-large
leek is a vegetable.,leek,vegetable,37,-93.41400909423828,-15.56900151570638,356461657,roberta-large
peppers are vegetables.,peppers,vegetable,38,-80.12058067321777,-16.024116134643556,356461657,roberta-large
sweet potatoes are a vegetables.,sweet potato,vegetable,39,-80.50712585449219,-13.417854309082031,356461657,roberta-large
yam is a vegetable.,yams,vegetable,40,-100.45703887939453,-16.742839813232422,356461657,roberta-large
parsley is a vegetable.,parsley,vegetable,41,-118.88247299194336,-16.98321042742048,356461657,roberta-large
endive is a vegetable.,endive,vegetable,42,-94.25173950195312,-15.708623250325521,356461657,roberta-large
rutabaga is a vegetable.,rutabaga,vegetable,43,-140.6349639892578,-17.579370498657227,356461657,roberta-large
mushroom is a vegetable.,mushroom,vegetable,44,-122.47171401977539,-17.4959591456822,356461657,roberta-large
avocado is a vegetable.,avocado,vegetable,45,-102.6052474975586,-17.100874582926433,356461657,roberta-large
rhubarb is a vegetable.,rhubarb,vegetable,46,-124.11229705810547,-17.730328151157924,356461657,roberta-large
kale is a vegetable.,kale,vegetable,47,-102.08245086669922,-17.013741811116535,356461657,roberta-large
escarole is a vegetable.,escarole,vegetable,48,-113.20392608642578,-16.17198944091797,356461657,roberta-large
sauerkraut is a vegetable.,sauerkraut,vegetable,49,-179.05974197387695,-19.895526885986328,356461657,roberta-large
pickles are vegetables.,pickles,vegetable,50,-76.84040641784668,-15.368081283569335,356461657,roberta-large
baked beans are vegetables.,baked beans,vegetable,51,-96.33328628540039,-16.0555477142334,356461657,roberta-large
pumpkin is a vegetable.,pumpkin,vegetable,52,-105.16305160522461,-15.023293086460658,356461657,roberta-large
seaweed is a vegetable.,seaweed,vegetable,53,-114.56274795532227,-16.366106850760325,356461657,roberta-large
garlic is a vegetable.,garlic,vegetable,54,-109.2535629272461,-18.208927154541016,356461657,roberta-large
dandelion is a vegetable.,dandelion,vegetable,55,-124.91608047485352,-17.8451543535505,356461657,roberta-large
peanut is a vegetable.,peanut,vegetable,56,-98.84446716308594,-16.474077860514324,356461657,roberta-large
rice is a vegetable.,rice,vegetable,57,-80.46708297729492,-16.093416595458983,356461657,roberta-large
saw is a tool.,saw,tool,1,-69.70181655883789,-13.940363311767578,356461657,roberta-large
hammer is a tool.,hammer,tool,2,-69.02630615234375,-13.80526123046875,356461657,roberta-large
ruler is a tool.,ruler,tool,3,-82.7761116027832,-13.796018600463867,356461657,roberta-large
screwdriver is a tool.,screwdriver,tool,4,-105.62915420532227,-15.089879172188896,356461657,roberta-large
drill is a tool.,drill,tool,5,-86.32036590576172,-14.386727650960287,356461657,roberta-large
nails are tools.,nails,tool,6,-79.19016647338867,-15.838033294677734,356461657,roberta-large
tape measure is a tool.,tape measure,tool,7,-98.55726623535156,-14.07960946219308,356461657,roberta-large
sawhorse is a tool.,sawhorse,tool,8,-81.53032684326172,-13.588387807210287,356461657,roberta-large
sandpaper is a tool.,sandpaper,tool,9,-84.89391708374023,-14.148986180623373,356461657,roberta-large
sander is a tool.,sander,tool,10,-94.0953140258789,-15.682552337646484,356461657,roberta-large
a level is a tool.,level,tool,11,-92.37926483154297,-15.396544138590494,356461657,roberta-large
a plane is a tool.,plane,tool,12,-92.15761947631836,-15.35960324605306,356461657,roberta-large
a file is a tool.,file,tool,13,-93.93065643310547,-15.655109405517578,356461657,roberta-large
a toolbox is a tool.,toolbox,tool,14,-108.93766784667969,-15.562523978097099,356461657,roberta-large
a T-square is a tool.,T-square,tool,15,-121.50969696044922,-15.188712120056152,356461657,roberta-large
a chisel is a tool.,chisel,tool,16,-121.90551376342773,-17.41507339477539,356461657,roberta-large
a rasp is a tool.,rasp,tool,17,-111.60539627075195,-15.94362803867885,356461657,roberta-large
a pencil is a tool.,pencil,tool,18,-91.70648956298828,-15.284414927164713,356461657,roberta-large
a hacksaw is a tool.,hacksaw,tool,19,-120.39468002319336,-17.19924000331334,356461657,roberta-large
a square is a tool.,square,tool,20,-94.0610580444336,-15.6768430074056,356461657,roberta-large
a bench is a tool.,bench,tool,21,-91.82584762573242,-15.30430793762207,356461657,roberta-large
pliers is a tool.,pliers,tool,22,-100.39641571044922,-16.732735951741535,356461657,roberta-large
a wrench is a tool.,wrench,tool,23,-93.94843292236328,-15.658072153727213,356461657,roberta-large
a ladder is a tool.,ladder,tool,24,-92.06559753417969,-15.344266255696615,356461657,roberta-large
a lathe is a tool.,lathe,tool,25,-118.09282875061035,-16.87040410723005,356461657,roberta-large
a vise is a tool.,vise,tool,26,-123.68454360961914,-17.669220515659877,356461657,roberta-large
screw is a tool.,screws,tool,27,-88.64537811279297,-14.774229685465494,356461657,roberta-large
wood is a tool.,wood,tool,28,-71.87223815917969,-14.374447631835938,356461657,roberta-large
a wedge is a tool.,wedge,tool,29,-96.83800506591797,-16.139667510986328,356461657,roberta-large
lumber is a tool.,lumber,tool,30,-90.32294082641602,-15.053823471069336,356461657,roberta-large
blueprints are tools.,blueprints,tool,31,-91.44336128234863,-18.288672256469727,356461657,roberta-large
brace is a tool.,brace,tool,32,-69.5573616027832,-13.91147232055664,356461657,roberta-large
awl is a tool.,awl,tool,33,-70.71119689941406,-11.785199483235678,356461657,roberta-large
a crowbar is a tool.,crowbar,tool,34,-119.70660400390625,-17.100943429129465,356461657,roberta-large
a hinge is a tool.,hinge,tool,35,-94.08307647705078,-15.68051274617513,356461657,roberta-large
a miter box is a tool.,miter box,tool,36,-131.60120391845703,-16.45015048980713,356461657,roberta-large
a knife is a tool.,knife,tool,37,-93.03782272338867,-15.506303787231445,356461657,roberta-large
a chalk is a tool.,chalk,tool,38,-85.48782348632812,-14.247970581054688,356461657,roberta-large
nuts are tools.,nuts,tool,39,-55.88447570800781,-13.971118927001953,356461657,roberta-large
bolts are tools.,bolts,tool,40,-84.89958953857422,-16.979917907714842,356461657,roberta-large
a plumb line is a tool.,plumb line,tool,41,-121.76994323730469,-15.221242904663086,356461657,roberta-large
a brush is a tool.,brush,tool,42,-90.90059280395508,-15.15009880065918,356461657,roberta-large
a sledge hammer is a tool.,sledge hammer,tool,43,-132.05420684814453,-16.506775856018066,356461657,roberta-large
a glue is a tool.,glue,tool,44,-89.28653335571289,-14.881088892618815,356461657,roberta-large
a paintbrush is a tool.,paintbrush,tool,45,-125.43153381347656,-17.918790544782365,356461657,roberta-large
a varnish is a tool.,varnish,tool,46,-125.30134582519531,-15.662668228149414,356461657,roberta-large
an apron is a tool.,apron,tool,47,-120.44573593139648,-17.206533704485214,356461657,roberta-large
a stapler is a tool.,stapler,tool,48,-145.91796493530273,-18.239745616912842,356461657,roberta-large
an extension cord is a tool.,extension cord,tool,49,-106.02553176879883,-15.146504538399833,356461657,roberta-large
a soldering iron is a tool.,soldering iron,tool,50,-137.42758178710938,-17.178447723388672,356461657,roberta-large
a plaster is a tool.,plaster,tool,51,-91.27363204956055,-15.212272008260092,356461657,roberta-large
a wheelbarrow is a tool.,wheelbarrow,tool,52,-150.75640106201172,-18.844550132751465,356461657,roberta-large
an axe is a tool.,axe,tool,53,-98.01069641113281,-16.335116068522137,356461657,roberta-large
a slide rule is a tool.,slide rule,tool,54,-98.23197174072266,-14.033138820103236,356461657,roberta-large
a cement is a tool.,cement,tool,55,-89.98063659667969,-14.996772766113281,356461657,roberta-large
an anvil is a tool.,anvil,tool,56,-118.26350784301758,-16.894786834716797,356461657,roberta-large
a hatchet is a tool.,hatchet,tool,57,-116.20912170410156,-16.601303100585938,356461657,roberta-large
rags are tools.,rags,tool,58,-80.82928466796875,-16.16585693359375,356461657,roberta-large
a scissors is a tool.,scissors,tool,59,-88.2769889831543,-14.712831497192383,356461657,roberta-large
a crane is a tool.,crane,tool,60,-93.93548202514648,-15.655913670857748,356461657,roberta-large
orange is a fruit.,orange,fruit,1,-68.6080322265625,-13.7216064453125,356461657,roberta-large
apple is a fruit.,apple,fruit,2,-74.93162155151367,-14.986324310302734,356461657,roberta-large
banana is a fruit.,banana,fruit,3,-98.13129425048828,-16.355215708414715,356461657,roberta-large
peach is a fruit.,peach,fruit,4,-105.32822036743164,-17.55470339457194,356461657,roberta-large
pear is a fruit.,pear,fruit,5,-99.19652938842773,-16.53275489807129,356461657,roberta-large
