preamble,stimulus,item,category,rank,score,params,model
Pomegranate is a,fruit.,pomegranate,fruit,32,-8.275487899780273,13546682,google_electra-small-generator
Cranberry is a,fruit.,cranberry,fruit,33,-5.301526069641113,13546682,google_electra-small-generator
Passion fruit is a,fruit.,passion fruit,fruit,34,-2.212137222290039,13546682,google_electra-small-generator
Prune is a,fruit.,prune,fruit,35,-8.205280303955078,13546682,google_electra-small-generator
Gooseberry is a,fruit.,gooseberry,fruit,36,-5.891067981719971,13546682,google_electra-small-generator
Date is a,fruit.,date,fruit,37,-11.244375228881836,13546682,google_electra-small-generator
Kumquat is a,fruit.,kumquat,fruit,38,-11.322999000549316,13546682,google_electra-small-generator
Raisin is a,fruit.,raisin,fruit,39,-4.969383239746094,13546682,google_electra-small-generator
Muskmelon is a,fruit.,muskmelon,fruit,40,-7.784855842590332,13546682,google_electra-small-generator
Persimmon is a,fruit.,persimmon,fruit,41,-7.769814968109131,13546682,google_electra-small-generator
Pawpaw is a,fruit.,pawpaw,fruit,42,-9.954986572265625,13546682,google_electra-small-generator
Coconut is a,fruit.,coconut,fruit,43,-4.902029991149902,13546682,google_electra-small-generator
Avocado is a,fruit.,avocado,fruit,44,-7.582399845123291,13546682,google_electra-small-generator
Pumpkin is a,fruit.,pumpkin,fruit,45,-6.886579990386963,13546682,google_electra-small-generator
Tomato is a,fruit.,tomato,fruit,46,-6.274044990539551,13546682,google_electra-small-generator
Nut is a,fruit.,nut,fruit,47,-8.030817031860352,13546682,google_electra-small-generator
Gourd is a,fruit.,gourd,fruit,48,-9.666108131408691,13546682,google_electra-small-generator
Olive is a,fruit.,olive,fruit,49,-4.2455549240112305,13546682,google_electra-small-generator
Pickle is a,fruit.,pickle,fruit,50,-9.437782287597656,13546682,google_electra-small-generator
Squash is a,fruit.,squash,fruit,51,-5.43011474609375,13546682,google_electra-small-generator
A doll is a,toy.,doll,toy,1,-4.630563735961914,13546682,google_electra-small-generator
A top is a,toy.,top,toy,2,-11.385887145996094,13546682,google_electra-small-generator
A jack-in-the-box is a,toy.,jack-in-the-box,toy,3,-4.7718915939331055,13546682,google_electra-small-generator
A toy soldier is a,toy.,toy soldier,toy,4,-0.3743133544921875,13546682,google_electra-small-generator
A yo-yo is a,toy.,yo-yo,toy,5,-8.707727432250977,13546682,google_electra-small-generator
A block is a,toy.,block,toy,6,-10.865251541137695,13546682,google_electra-small-generator
Marbles are,toys.,marbles,toy,7,-12.35693073272705,13546682,google_electra-small-generator
A rattle is a,toy.,rattle,toy,8,-9.172714233398438,13546682,google_electra-small-generator
A stuffed animal is a,toy.,stuffed animal,toy,9,-3.354750633239746,13546682,google_electra-small-generator
A water pistol is a,toy.,water pistol,toy,10,-6.291659832000732,13546682,google_electra-small-generator
A teddy bear is a,toy.,teddy bear,toy,11,-4.966009140014648,13546682,google_electra-small-generator
A rocking horse is a,toy.,rocking horse,toy,12,-6.2385573387146,13546682,google_electra-small-generator
A doll house is a,toy.,doll house,toy,13,-3.766162872314453,13546682,google_electra-small-generator
A ball is a,toy.,ball,toy,14,-7.110383033752441,13546682,google_electra-small-generator
Jacks are,toys.,jacks,toy,15,-8.614046096801758,13546682,google_electra-small-generator
Paper dolls are,toys.,paper dolls,toy,16,-7.577938079833984,13546682,google_electra-small-generator
An erector set is a,toy.,erector set,toy,17,-6.898237705230713,13546682,google_electra-small-generator
A hula hoop is a,toy.,hula hoop,toy,18,-5.0705108642578125,13546682,google_electra-small-generator
A jump rope is a,toy.,jump rope,toy,19,-6.13968563079834,13546682,google_electra-small-generator
A pogo stick is a,toy.,pogo stick,toy,20,-5.096109390258789,13546682,google_electra-small-generator
A clay is a,toy.,clay,toy,21,-10.363107681274414,13546682,google_electra-small-generator
A wagon is a,toy.,wagon,toy,22,-6.43089485168457,13546682,google_electra-small-generator
A kite is a,toy.,kite,toy,23,-6.1123809814453125,13546682,google_electra-small-generator
A train is a,toy.,train,toy,24,-8.199495315551758,13546682,google_electra-small-generator
A tricycle is a,toy.,tricycle,toy,25,-6.780231475830078,13546682,google_electra-small-generator
A coloring book is a,toy.,coloring book,toy,26,-4.17287540435791,13546682,google_electra-small-generator
Crayons are,toys.,crayons,toy,27,-11.47249984741211,13546682,google_electra-small-generator
A truck is a,toy.,truck,toy,28,-6.143884658813477,13546682,google_electra-small-generator
A puzzle is a,toy.,puzzle,toy,29,-7.709059715270996,13546682,google_electra-small-generator
A fire engine is a,toy.,fire engine,toy,30,-7.33456563949585,13546682,google_electra-small-generator
A balloon is a,toy.,balloon,toy,31,-7.079150199890137,13546682,google_electra-small-generator
Skates are,toys.,skates,toy,32,-9.709641456604004,13546682,google_electra-small-generator
A baseball is a,toy.,baseball,toy,33,-9.244386672973633,13546682,google_electra-small-generator
A drum is a,toy.,drum,toy,34,-7.033266067504883,13546682,google_electra-small-generator
A football is a,toy.,football,toy,35,-6.866217613220215,13546682,google_electra-small-generator
A game is a,toy.,game,toy,36,-7.256113052368164,13546682,google_electra-small-generator
A swing is a,toy.,swing,toy,37,-9.560182571411133,13546682,google_electra-small-generator
A boat is a,toy.,boat,toy,38,-6.668168067932129,13546682,google_electra-small-generator
A monopoly is a,toy.,monopoly,toy,39,-10.260504722595215,13546682,google_electra-small-generator
A sled is a,toy.,sled,toy,40,-5.615055084228516,13546682,google_electra-small-generator
A seesaw is a,toy.,seesaw,toy,41,-5.322573661804199,13546682,google_electra-small-generator
Stilts are,toys.,stilts,toy,42,-12.865334510803223,13546682,google_electra-small-generator
Checkers are,toys.,checkers,toy,43,-11.711268424987793,13546682,google_electra-small-generator
A bat is a,toy.,bat,toy,44,-8.430253982543945,13546682,google_electra-small-generator
A car is a,toy.,car,toy,45,-6.227019309997559,13546682,google_electra-small-generator
An airplane is a,toy.,airplane,toy,46,-6.794465065002441,13546682,google_electra-small-generator
A bicycle is a,toy.,bicycle,toy,47,-6.793238639831543,13546682,google_electra-small-generator
A tractor is a,toy.,tractor,toy,48,-5.624218940734863,13546682,google_electra-small-generator
A sandbox is a,toy.,sandbox,toy,49,-5.2076616287231445,13546682,google_electra-small-generator
A bike is a,toy.,bike,toy,50,-6.490761756896973,13546682,google_electra-small-generator
A bow and arrow is a,toy.,bow and arrow,toy,51,-7.483953952789307,13546682,google_electra-small-generator
A rope is a,toy.,rope,toy,52,-7.339736461639404,13546682,google_electra-small-generator
Dishes are,toys.,dishes,toy,53,-10.413251876831055,13546682,google_electra-small-generator
Cards are,toys.,cards,toy,54,-8.179521560668945,13546682,google_electra-small-generator
A mitt is a,toy.,mitt,toy,55,-8.546867370605469,13546682,google_electra-small-generator
A horse is a,toy.,horse,toy,56,-7.1789679527282715,13546682,google_electra-small-generator
A gun is a,toy.,gun,toy,57,-5.6753997802734375,13546682,google_electra-small-generator
Animals are,toys.,animals,toy,58,-9.054634094238281,13546682,google_electra-small-generator
A tennis racket is a,toy.,tennis racket,toy,59,-5.289952278137207,13546682,google_electra-small-generator
Books are,toys.,books,toy,60,-8.850371360778809,13546682,google_electra-small-generator
A pant is a,clothing.,pant,clothing,1,-10.918670654296875,13546682,google_electra-small-generator
A shirt is a,clothing.,shirt,clothing,2,-6.226620674133301,13546682,google_electra-small-generator
A dress is a,clothing.,dress,clothing,3,-5.690174102783203,13546682,google_electra-small-generator
A skirt is a,clothing.,skirt,clothing,4,-6.941859245300293,13546682,google_electra-small-generator
A blouse is a,clothing.,blouse,clothing,5,-6.880383014678955,13546682,google_electra-small-generator
A suit is a,clothing.,suit,clothing,6,-7.703545093536377,13546682,google_electra-small-generator
A slack is a,clothing.,slack,clothing,7,-11.117058753967285,13546682,google_electra-small-generator
A jacket is a,clothing.,jacket,clothing,8,-6.517032146453857,13546682,google_electra-small-generator
A coat is a,clothing.,coat,clothing,9,-6.962221145629883,13546682,google_electra-small-generator
A sweater is a,clothing.,sweater,clothing,10,-7.947181224822998,13546682,google_electra-small-generator
A sweatshirt is a,clothing.,sweatshirt,clothing,11,-7.841189384460449,13546682,google_electra-small-generator
An underpant is a,clothing.,underpant,clothing,12,-12.834385871887207,13546682,google_electra-small-generator
A sports jacket is a,clothing.,sports jacket,clothing,13,-6.202669620513916,13546682,google_electra-small-generator
A jumper is a,clothing.,jumper,clothing,14,-11.33534049987793,13546682,google_electra-small-generator
A panty is a,clothing.,panty,clothing,15,-10.466588973999023,13546682,google_electra-small-generator
A sock is a,clothing.,sock,clothing,16,-8.01483154296875,13546682,google_electra-small-generator
A parka is a,clothing.,parka,clothing,17,-12.9755859375,13546682,google_electra-small-generator
A pajama is a,clothing.,pajama,clothing,18,-9.138198852539062,13546682,google_electra-small-generator
An undershirt is a,clothing.,undershirt,clothing,19,-10.173880577087402,13546682,google_electra-small-generator
An overcoat is a,clothing.,overcoat,clothing,20,-8.340368270874023,13546682,google_electra-small-generator
A nightgown is a,clothing.,nightgown,clothing,21,-12.12671184539795,13546682,google_electra-small-generator
A raincoat is a,clothing.,raincoat,clothing,22,-8.920249938964844,13546682,google_electra-small-generator
A bathing suit is a,clothing.,bathing suit,clothing,23,-7.271018028259277,13546682,google_electra-small-generator
A bathrobe is a,clothing.,bathrobe,clothing,24,-9.948091506958008,13546682,google_electra-small-generator
A slip is a,clothing.,slip,clothing,25,-11.26822566986084,13546682,google_electra-small-generator
A bra is a,clothing.,bra,clothing,26,-9.65267562866211,13546682,google_electra-small-generator
A shoe is a,clothing.,shoe,clothing,27,-6.928214073181152,13546682,google_electra-small-generator
A tuxedo is a,clothing.,tuxedo,clothing,28,-9.33427619934082,13546682,google_electra-small-generator
A stocking is a,clothing.,stocking,clothing,29,-8.40162467956543,13546682,google_electra-small-generator
A vest is a,clothing.,vest,clothing,30,-8.708826065063477,13546682,google_electra-small-generator
A nylon is a,clothing.,nylon,clothing,31,-9.110124588012695,13546682,google_electra-small-generator
A cape is a,clothing.,cape,clothing,32,-10.769126892089844,13546682,google_electra-small-generator
A boot is a,clothing.,boot,clothing,33,-11.624463081359863,13546682,google_electra-small-generator
A sandal is a,clothing.,sandal,clothing,34,-9.881572723388672,13546682,google_electra-small-generator
A tie is a,clothing.,tie,clothing,35,-12.035445213317871,13546682,google_electra-small-generator
A girdle is a,clothing.,girdle,clothing,36,-9.185115814208984,13546682,google_electra-small-generator
A belt is a,clothing.,belt,clothing,37,-8.94425106048584,13546682,google_electra-small-generator
A scarf is a,clothing.,scarf,clothing,38,-8.583763122558594,13546682,google_electra-small-generator
A mitten is a,clothing.,mitten,clothing,39,-11.117594718933105,13546682,google_electra-small-generator
A slipper is a,clothing.,slipper,clothing,40,-7.983646869659424,13546682,google_electra-small-generator
A hat is a,clothing.,hat,clothing,41,-8.071741104125977,13546682,google_electra-small-generator
An overshoe is a,clothing.,overshoe,clothing,42,-12.860873222351074,13546682,google_electra-small-generator
A glove is a,clothing.,glove,clothing,43,-9.653663635253906,13546682,google_electra-small-generator
An apron is a,clothing.,apron,clothing,44,-8.274802207946777,13546682,google_electra-small-generator
An earmuff is a,clothing.,earmuff,clothing,45,-10.191555976867676,13546682,google_electra-small-generator
A handkerchief is a,clothing.,handkerchief,clothing,46,-8.475679397583008,13546682,google_electra-small-generator
A purse is a,clothing.,purse,clothing,47,-8.521683692932129,13546682,google_electra-small-generator
A hairband is a,clothing.,hairband,clothing,48,-6.961104393005371,13546682,google_electra-small-generator
A ring is a,clothing.,ring,clothing,49,-11.676704406738281,13546682,google_electra-small-generator
An earring is a,clothing.,earring,clothing,50,-9.261270523071289,13546682,google_electra-small-generator
A watch is a,clothing.,watch,clothing,51,-11.173379898071289,13546682,google_electra-small-generator
A cuff link is a,clothing.,cuff link,clothing,52,-9.612588882446289,13546682,google_electra-small-generator
A necklace is a,clothing.,necklace,clothing,53,-7.709471225738525,13546682,google_electra-small-generator
A bracelet is a,clothing.,bracelet,clothing,54,-8.696002960205078,13546682,google_electra-small-generator
A cane is a,clothing.,cane,clothing,55,-11.711870193481445,13546682,google_electra-small-generator
A chair is a type of,furniture.,chair,furniture,1,-5.445228576660156,13546682,google_electra-small-generator
A sofa is a type of,furniture.,sofa,furniture,2,-3.915226936340332,13546682,google_electra-small-generator
A couch is a type of,furniture.,couch,furniture,3,-4.936128616333008,13546682,google_electra-small-generator
A table is a type of,furniture.,table,furniture,4,-7.143482208251953,13546682,google_electra-small-generator
An easy chair is a type of,furniture.,easy chair,furniture,5,-5.506731986999512,13546682,google_electra-small-generator
A dresser is a type of,furniture.,dresser,furniture,6,-6.741999626159668,13546682,google_electra-small-generator
A rocking chair is a type of,furniture.,rocking chair,furniture,7,-5.474984169006348,13546682,google_electra-small-generator
A coffee table is a type of,furniture.,coffee table,furniture,8,-6.040738105773926,13546682,google_electra-small-generator
A rocker is a type of,furniture.,rocker,furniture,9,-10.507026672363281,13546682,google_electra-small-generator
A love seat is a type of,furniture.,love seat,furniture,10,-7.130630016326904,13546682,google_electra-small-generator
A chest of drawers is a,furniture.,chest of drawers,furniture,11,-10.092180252075195,13546682,google_electra-small-generator
A desk is a type of,furniture.,desk,furniture,12,-6.3101806640625,13546682,google_electra-small-generator
A bed is a type of,furniture.,bed,furniture,13,-6.948878288269043,13546682,google_electra-small-generator
A bureau is a type of,furniture.,bureau,furniture,14,-12.808032989501953,13546682,google_electra-small-generator
A davenport is a type of,furniture.,davenport,furniture,15,-13.253619194030762,13546682,google_electra-small-generator
An end table is a type of,furniture.,end table,furniture,16,-7.964298248291016,13546682,google_electra-small-generator
A divan is a type of,furniture.,divan,furniture,17,-11.063591957092285,13546682,google_electra-small-generator
A night table is a type of,furniture.,night table,furniture,18,-6.1638031005859375,13546682,google_electra-small-generator
A chest is a type of,furniture.,chest,furniture,19,-12.183619499206543,13546682,google_electra-small-generator
A cedar chest is a type of,furniture.,cedar chest,furniture,20,-9.47384262084961,13546682,google_electra-small-generator
A vanity is a type of,furniture.,vanity,furniture,21,-11.187261581420898,13546682,google_electra-small-generator
A bookcase is a type of,furniture.,bookcase,furniture,22,-4.985710144042969,13546682,google_electra-small-generator
A lounge is a type of,furniture.,lounge,furniture,23,-7.099569797515869,13546682,google_electra-small-generator
A chaise lounge is a type of,furniture.,chaise lounge,furniture,24,-7.373340606689453,13546682,google_electra-small-generator
An ottoman is a type of,furniture.,ottoman,furniture,25,-9.659714698791504,13546682,google_electra-small-generator
A footstool is a type of,furniture.,footstool,furniture,26,-10.547405242919922,13546682,google_electra-small-generator
A cabinet is a type of,furniture.,cabinet,furniture,27,-6.818746566772461,13546682,google_electra-small-generator
A china closet is a type of,furniture.,china closet,furniture,28,-7.027190208435059,13546682,google_electra-small-generator
A bench is a type of,furniture.,bench,furniture,29,-9.19961166381836,13546682,google_electra-small-generator
A buffet is a type of,furniture.,buffet,furniture,30,-11.541556358337402,13546682,google_electra-small-generator
A lamp is a type of,furniture.,lamp,furniture,31,-8.28200912475586,13546682,google_electra-small-generator
A stool is a type of,furniture.,stool,furniture,32,-8.512222290039062,13546682,google_electra-small-generator
A hassock is a type of,furniture.,hassock,furniture,33,-12.582074165344238,13546682,google_electra-small-generator
A drawer is a type of,furniture.,drawer,furniture,34,-6.242156028747559,13546682,google_electra-small-generator
A piano is a type of,furniture.,piano,furniture,35,-11.296947479248047,13546682,google_electra-small-generator
A cushion is a type of,furniture.,cushion,furniture,36,-7.757046699523926,13546682,google_electra-small-generator
A magazine rack is a type of,furniture.,magazine rack,furniture,37,-6.975870132446289,13546682,google_electra-small-generator
A hi-fi is a type of,furniture.,hi-fi,furniture,38,-9.942342758178711,13546682,google_electra-small-generator
A cupboard is a type of,furniture.,cupboard,furniture,39,-5.440630912780762,13546682,google_electra-small-generator
A stereo is a type of,furniture.,stereo,furniture,40,-10.391679763793945,13546682,google_electra-small-generator
A mirror is a type of,furniture.,mirror,furniture,41,-9.099884033203125,13546682,google_electra-small-generator
A television is a type of,furniture.,television,furniture,42,-10.096498489379883,13546682,google_electra-small-generator
A bar is a type of,furniture.,bar,furniture,43,-9.72579574584961,13546682,google_electra-small-generator
A shelf is a type of,furniture.,shelf,furniture,44,-5.857948303222656,13546682,google_electra-small-generator
A rug is a type of,furniture.,rug,furniture,45,-4.90501594543457,13546682,google_electra-small-generator
A pillow is a type of,furniture.,pillow,furniture,46,-7.219223976135254,13546682,google_electra-small-generator
A wastebasket is a type of,furniture.,wastebasket,furniture,47,-9.11255931854248,13546682,google_electra-small-generator
A radio is a type of,furniture.,radio,furniture,48,-11.651189804077148,13546682,google_electra-small-generator
A sewing machine is a type of,furniture.,sewing machine,furniture,49,-6.5125837326049805,13546682,google_electra-small-generator
A stove is a type of,furniture.,stove,furniture,50,-6.747669219970703,13546682,google_electra-small-generator
A counter is a type of,furniture.,counter,furniture,51,-11.27414321899414,13546682,google_electra-small-generator
A clock is a type of,furniture.,clock,furniture,52,-12.766010284423828,13546682,google_electra-small-generator
A drape is a type of,furniture.,drape,furniture,53,-9.35200309753418,13546682,google_electra-small-generator
A refrigerator is a type of,furniture.,refrigerator,furniture,54,-5.194604873657227,13546682,google_electra-small-generator
A picture is a type of,furniture.,picture,furniture,55,-10.776632308959961,13546682,google_electra-small-generator
A closet is a type of,furniture.,closet,furniture,56,-6.540444374084473,13546682,google_electra-small-generator
A vase is a type of,furniture.,vase,furniture,57,-8.297840118408203,13546682,google_electra-small-generator
An ashtray is a type of,furniture.,ashtray,furniture,58,-12.231132507324219,13546682,google_electra-small-generator
A fan is a type of,furniture.,fan,furniture,59,-13.358859062194824,13546682,google_electra-small-generator
A telephone is a type of,furniture.,telephone,furniture,60,-10.645942687988281,13546682,google_electra-small-generator
Pea is a,vegetable.,pea,vegetable,1,-5.919103145599365,13546682,google_electra-small-generator
Carrot is a,vegetable.,carrot,vegetable,2,-3.5330095291137695,13546682,google_electra-small-generator
Green bean is a,vegetable.,green bean,vegetable,3,-4.284613609313965,13546682,google_electra-small-generator
String bean is a,vegetable.,string bean,vegetable,4,-4.447834014892578,13546682,google_electra-small-generator
Spinach is a,vegetable.,spinach,vegetable,5,-6.670016765594482,13546682,google_electra-small-generator
Broccoli is a,vegetable.,broccoli,vegetable,6,-3.764561653137207,13546682,google_electra-small-generator
Asparagus is a,vegetable.,asparagus,vegetable,7,-4.109011650085449,13546682,google_electra-small-generator
Corn is a,vegetable.,corn,vegetable,8,-2.635453224182129,13546682,google_electra-small-generator
Cauliflower is a,vegetable.,cauliflower,vegetable,9,-3.151857376098633,13546682,google_electra-small-generator
Brussels sprouts are,vegetables.,brussels sprouts,vegetable,10,-9.100700378417969,13546682,google_electra-small-generator
Squash is a,vegetable.,squash,vegetable,11,-3.590582847595215,13546682,google_electra-small-generator
Lettuce is a,vegetable.,lettuce,vegetable,12,-4.983891487121582,13546682,google_electra-small-generator
Celery is a,vegetable.,celery,vegetable,13,-7.752718925476074,13546682,google_electra-small-generator
Cucumber is a,vegetable.,cucumber,vegetable,14,-4.280468940734863,13546682,google_electra-small-generator
Beet is a,vegetable.,beet,vegetable,15,-8.40842342376709,13546682,google_electra-small-generator
Green is a,vegetable.,green,vegetable,16,-8.71036434173584,13546682,google_electra-small-generator
Tomato is a,vegetable.,tomato,vegetable,17,-3.831509590148926,13546682,google_electra-small-generator
Lima bean is a,vegetable.,lima bean,vegetable,18,-4.468595504760742,13546682,google_electra-small-generator
Artichoke is a,vegetable.,artichoke,vegetable,19,-8.260122299194336,13546682,google_electra-small-generator
Turnip is a,vegetable.,turnip,vegetable,20,-8.562249183654785,13546682,google_electra-small-generator
Eggplant is a,vegetable.,eggplant,vegetable,21,-4.339541435241699,13546682,google_electra-small-generator
