stimulus,item,category,feature,logprob,normalized_logprob,params,model
a stork has feathers.,stork,bird,3,-207.84053897857666,-29.691505568368093,33740602,google_electra-base-generator
a buzzard has feathers.,buzzard,bird,3,-201.4176139831543,-33.56960233052572,33740602,google_electra-base-generator
a swan has feathers.,swan,bird,3,-141.22406578063965,-28.24481315612793,33740602,google_electra-base-generator
a flamingo has feathers.,flamingo,bird,3,-181.17752838134766,-30.19625473022461,33740602,google_electra-base-generator
a duck has feathers.,duck,bird,3,-148.5557098388672,-29.711141967773436,33740602,google_electra-base-generator
a peacock has feathers.,peacock,bird,3,-140.80680561065674,-28.161361122131346,33740602,google_electra-base-generator
an egret has feathers.,egret,bird,3,-222.85235404968262,-31.836050578526088,33740602,google_electra-base-generator
a chicken has feathers.,chicken,bird,3,-129.52519416809082,-25.905038833618164,33740602,google_electra-base-generator
a turkey has feathers.,turkey,bird,3,-151.7678575515747,-30.353571510314943,33740602,google_electra-base-generator
an ostrich has feathers.,ostrich,bird,3,-209.37424087524414,-29.910605839320592,33740602,google_electra-base-generator
a titmouse has feathers.,titmouse,bird,3,-213.04820156097412,-30.435457365853445,33740602,google_electra-base-generator
an emu has feathers.,emu,bird,3,-180.0754280090332,-30.012571334838867,33740602,google_electra-base-generator
a penguin has feathers.,penguin,bird,3,-141.3642063140869,-28.272841262817384,33740602,google_electra-base-generator
a bat has feathers.,bat,bird,3,-141.57598114013672,-28.315196228027343,33740602,google_electra-base-generator
a robin has a beak.,robin,bird,4,-178.65618801116943,-29.776031335194904,33740602,google_electra-base-generator
a sparrow has a beak.,sparrow,bird,4,-178.3367576599121,-29.722792943318684,33740602,google_electra-base-generator
a bluejay has a beak.,bluejay,bird,4,-224.3127956390381,-28.03909945487976,33740602,google_electra-base-generator
a bluebird has a beak.,bluebird,bird,4,-198.32851219177246,-28.332644598824636,33740602,google_electra-base-generator
a canary has a beak.,canary,bird,4,-173.42152786254883,-28.903587977091473,33740602,google_electra-base-generator
a blackbird has a beak.,blackbird,bird,4,-202.78521728515625,-28.969316755022323,33740602,google_electra-base-generator
a dove has a beak.,dove,bird,4,-173.49629306793213,-28.916048844655354,33740602,google_electra-base-generator
a lark has a beak.,lark,bird,4,-184.40250968933105,-30.733751614888508,33740602,google_electra-base-generator
a swallow has a beak.,swallow,bird,4,-179.10586547851562,-29.850977579752605,33740602,google_electra-base-generator
a parakeet has a beak.,parakeet,bird,4,-253.26285076141357,-31.657856345176697,33740602,google_electra-base-generator
an oriole has a beak.,oriole,bird,4,-229.99288177490234,-28.749110221862793,33740602,google_electra-base-generator
a mockingbird has a beak.,mockingbird,bird,4,-205.01595878601074,-29.287994112287247,33740602,google_electra-base-generator
a redbird has a beak.,redbird,bird,4,-196.00445079803467,-28.000635828290665,33740602,google_electra-base-generator
a wren has a beak.,wren,bird,4,-182.67861366271973,-30.44643561045329,33740602,google_electra-base-generator
a finch has a beak.,finch,bird,4,-180.04320526123047,-30.007200876871746,33740602,google_electra-base-generator
a starling has a beak.,starling,bird,4,-211.0512571334839,-30.150179590497697,33740602,google_electra-base-generator
a cardinal has a beak.,cardinal,bird,4,-185.1479139328003,-30.857985655466717,33740602,google_electra-base-generator
an eagle has a beak.,eagle,bird,4,-177.96471977233887,-29.660786628723145,33740602,google_electra-base-generator
a hummingbird has a beak.,hummingbird,bird,4,-195.78423404693604,-27.969176292419434,33740602,google_electra-base-generator
a seagull has a beak.,seagull,bird,4,-239.62721061706543,-29.95340132713318,33740602,google_electra-base-generator
a woodpecker has a beak.,woodpecker,bird,4,-247.4344720840454,-30.929309010505676,33740602,google_electra-base-generator
a pigeon has a beak.,pigeon,bird,4,-175.5581932067871,-29.25969886779785,33740602,google_electra-base-generator
a thrush has a beak.,thrush,bird,4,-211.77217292785645,-30.25316756112235,33740602,google_electra-base-generator
a falcon has a beak.,falcon,bird,4,-178.4834384918213,-29.747239748636883,33740602,google_electra-base-generator
a crow has a beak.,crow,bird,4,-177.84912776947021,-29.6415212949117,33740602,google_electra-base-generator
a hawk has a beak.,hawk,bird,4,-177.88119792938232,-29.64686632156372,33740602,google_electra-base-generator
a raven has a beak.,raven,bird,4,-172.42530822753906,-28.73755137125651,33740602,google_electra-base-generator
a goldfinch has a beak.,goldfinch,bird,4,-239.5375576019287,-29.94219470024109,33740602,google_electra-base-generator
a parrot has a beak.,parrot,bird,4,-173.47379875183105,-28.912299791971844,33740602,google_electra-base-generator
a sandpiper has a beak.,sandpiper,bird,4,-262.3007564544678,-32.78759455680847,33740602,google_electra-base-generator
a pheasant has a beak.,pheasant,bird,4,-250.9642848968506,-31.370535612106323,33740602,google_electra-base-generator
a catbird has a beak.,catbird,bird,4,-189.29340267181396,-27.041914667401993,33740602,google_electra-base-generator
a crane has a beak.,crane,bird,4,-173.62369060516357,-28.937281767527264,33740602,google_electra-base-generator
an albatross has a beak.,albatross,bird,4,-248.60667037963867,-31.075833797454834,33740602,google_electra-base-generator
a condor has a beak.,condor,bird,4,-172.93579769134521,-28.822632948557537,33740602,google_electra-base-generator
a toucan has a beak.,toucan,bird,4,-218.10896492004395,-27.263620615005493,33740602,google_electra-base-generator
an owl has a beak.,owl,bird,4,-180.4058895111084,-30.0676482518514,33740602,google_electra-base-generator
a pelican has a beak.,pelican,bird,4,-230.4456329345703,-28.80570411682129,33740602,google_electra-base-generator
geese have a beak.,geese,bird,4,-154.5998649597168,-30.91997299194336,33740602,google_electra-base-generator
a vulture has a beak.,vulture,bird,4,-175.33012104034424,-29.221686840057373,33740602,google_electra-base-generator
a stork has a beak.,stork,bird,4,-231.09037017822266,-28.886296272277832,33740602,google_electra-base-generator
a buzzard has a beak.,buzzard,bird,4,-225.70897483825684,-32.24413926260812,33740602,google_electra-base-generator
a swan has a beak.,swan,bird,4,-166.9521255493164,-27.825354258219402,33740602,google_electra-base-generator
a flamingo has a beak.,flamingo,bird,4,-207.01386547088623,-29.57340935298375,33740602,google_electra-base-generator
a duck has a beak.,duck,bird,4,-175.8537950515747,-29.30896584192912,33740602,google_electra-base-generator
a peacock has a beak.,peacock,bird,4,-169.2693576812744,-28.211559613545734,33740602,google_electra-base-generator
an egret has a beak.,egret,bird,4,-247.9123878479004,-30.98904848098755,33740602,google_electra-base-generator
a chicken has a beak.,chicken,bird,4,-156.73900318145752,-26.123167196909588,33740602,google_electra-base-generator
a turkey has a beak.,turkey,bird,4,-177.59206008911133,-29.598676681518555,33740602,google_electra-base-generator
an ostrich has a beak.,ostrich,bird,4,-229.44281196594238,-28.680351495742798,33740602,google_electra-base-generator
a titmouse has a beak.,titmouse,bird,4,-233.99814128875732,-29.249767661094666,33740602,google_electra-base-generator
an emu has a beak.,emu,bird,4,-205.19669151306152,-29.313813073294504,33740602,google_electra-base-generator
a penguin has a beak.,penguin,bird,4,-171.16245079040527,-28.52707513173421,33740602,google_electra-base-generator
a bat has a beak.,bat,bird,4,-164.03273582458496,-27.338789304097492,33740602,google_electra-base-generator
a robin has a bill.,robin,bird,5,-170.80604648590088,-28.467674414316814,33740602,google_electra-base-generator
a sparrow has a bill.,sparrow,bird,5,-176.68763065338135,-29.447938442230225,33740602,google_electra-base-generator
a bluejay has a bill.,bluejay,bird,5,-218.65037441253662,-27.331296801567078,33740602,google_electra-base-generator
a bluebird has a bill.,bluebird,bird,5,-196.05454635620117,-28.00779233660017,33740602,google_electra-base-generator
a canary has a bill.,canary,bird,5,-169.3920774459839,-28.232012907663982,33740602,google_electra-base-generator
a blackbird has a bill.,blackbird,bird,5,-198.43424892425537,-28.347749846322195,33740602,google_electra-base-generator
a dove has a bill.,dove,bird,5,-171.67623710632324,-28.612706184387207,33740602,google_electra-base-generator
a lark has a bill.,lark,bird,5,-179.99524688720703,-29.999207814534504,33740602,google_electra-base-generator
a swallow has a bill.,swallow,bird,5,-180.22914028167725,-30.03819004694621,33740602,google_electra-base-generator
a parakeet has a bill.,parakeet,bird,5,-242.50389289855957,-30.312986612319946,33740602,google_electra-base-generator
an oriole has a bill.,oriole,bird,5,-223.9905605316162,-27.998820066452026,33740602,google_electra-base-generator
a mockingbird has a bill.,mockingbird,bird,5,-202.14531803131104,-28.877902575901576,33740602,google_electra-base-generator
a redbird has a bill.,redbird,bird,5,-193.93033599853516,-27.70433371407645,33740602,google_electra-base-generator
a wren has a bill.,wren,bird,5,-172.96343803405762,-28.827239672342937,33740602,google_electra-base-generator
a finch has a bill.,finch,bird,5,-176.1689624786377,-29.361493746439617,33740602,google_electra-base-generator
a starling has a bill.,starling,bird,5,-206.05062294006348,-29.435803277151926,33740602,google_electra-base-generator
a cardinal has a bill.,cardinal,bird,5,-170.6697826385498,-28.444963773091633,33740602,google_electra-base-generator
an eagle has a bill.,eagle,bird,5,-180.362699508667,-30.060449918111164,33740602,google_electra-base-generator
a hummingbird has a bill.,hummingbird,bird,5,-190.8094654083252,-27.25849505833217,33740602,google_electra-base-generator
a seagull has a bill.,seagull,bird,5,-243.51278400421143,-30.439098000526428,33740602,google_electra-base-generator
a woodpecker has a bill.,woodpecker,bird,5,-238.2952241897583,-29.786903023719788,33740602,google_electra-base-generator
a pigeon has a bill.,pigeon,bird,5,-174.0100040435791,-29.001667340596516,33740602,google_electra-base-generator
a thrush has a bill.,thrush,bird,5,-201.89393711090088,-28.841991015842982,33740602,google_electra-base-generator
a falcon has a bill.,falcon,bird,5,-180.41535758972168,-30.069226264953613,33740602,google_electra-base-generator
a crow has a bill.,crow,bird,5,-178.020263671875,-29.6700439453125,33740602,google_electra-base-generator
a hawk has a bill.,hawk,bird,5,-180.5057668685913,-30.084294478098553,33740602,google_electra-base-generator
a raven has a bill.,raven,bird,5,-171.38552570343018,-28.56425428390503,33740602,google_electra-base-generator
a goldfinch has a bill.,goldfinch,bird,5,-223.90478134155273,-27.988097667694092,33740602,google_electra-base-generator
a parrot has a bill.,parrot,bird,5,-178.58043956756592,-29.76340659459432,33740602,google_electra-base-generator
a sandpiper has a bill.,sandpiper,bird,5,-256.6472225189209,-32.08090281486511,33740602,google_electra-base-generator
a pheasant has a bill.,pheasant,bird,5,-248.80645656585693,-31.100807070732117,33740602,google_electra-base-generator
a catbird has a bill.,catbird,bird,5,-181.72339630126953,-25.960485185895646,33740602,google_electra-base-generator
a crane has a bill.,crane,bird,5,-167.89233207702637,-27.982055346171062,33740602,google_electra-base-generator
an albatross has a bill.,albatross,bird,5,-250.66210174560547,-31.332762718200684,33740602,google_electra-base-generator
a condor has a bill.,condor,bird,5,-174.27429676055908,-29.045716126759846,33740602,google_electra-base-generator
a toucan has a bill.,toucan,bird,5,-210.6097993850708,-26.32622492313385,33740602,google_electra-base-generator
an owl has a bill.,owl,bird,5,-182.18276596069336,-30.363794326782227,33740602,google_electra-base-generator
a pelican has a bill.,pelican,bird,5,-227.51315116882324,-28.439143896102905,33740602,google_electra-base-generator
geese have a bill.,geese,bird,5,-147.67889213562012,-29.535778427124022,33740602,google_electra-base-generator
a vulture has a bill.,vulture,bird,5,-173.49866199493408,-28.916443665822346,33740602,google_electra-base-generator
a stork has a bill.,stork,bird,5,-221.92241096496582,-27.740301370620728,33740602,google_electra-base-generator
a buzzard has a bill.,buzzard,bird,5,-216.27050685882568,-30.895786694117955,33740602,google_electra-base-generator
a swan has a bill.,swan,bird,5,-166.80176544189453,-27.800294240315754,33740602,google_electra-base-generator
a flamingo has a bill.,flamingo,bird,5,-203.10275554656982,-29.01467936379569,33740602,google_electra-base-generator
a duck has a bill.,duck,bird,5,-174.5744504928589,-29.095741748809814,33740602,google_electra-base-generator
a peacock has a bill.,peacock,bird,5,-170.20309162139893,-28.367181936899822,33740602,google_electra-base-generator
an egret has a bill.,egret,bird,5,-241.76988983154297,-30.22123622894287,33740602,google_electra-base-generator
a chicken has a bill.,chicken,bird,5,-156.70472145080566,-26.117453575134277,33740602,google_electra-base-generator
a turkey has a bill.,turkey,bird,5,-177.01113891601562,-29.501856486002605,33740602,google_electra-base-generator
an ostrich has a bill.,ostrich,bird,5,-234.22854614257812,-29.278568267822266,33740602,google_electra-base-generator
a titmouse has a bill.,titmouse,bird,5,-227.58756732940674,-28.448445916175842,33740602,google_electra-base-generator
an emu has a bill.,emu,bird,5,-195.29317092895508,-27.899024418422155,33740602,google_electra-base-generator
a penguin has a bill.,penguin,bird,5,-164.2651424407959,-27.37752374013265,33740602,google_electra-base-generator
a bat has a bill.,bat,bird,5,-164.56063747406006,-27.426772912343342,33740602,google_electra-base-generator
a robin has wings.,robin,bird,6,-154.965313911438,-30.9930627822876,33740602,google_electra-base-generator
a sparrow has wings.,sparrow,bird,6,-153.076096534729,-30.6152193069458,33740602,google_electra-base-generator
a bluejay has wings.,bluejay,bird,6,-196.1606216430664,-28.022945949009486,33740602,google_electra-base-generator
a bluebird has wings.,bluebird,bird,6,-170.79219436645508,-28.465365727742512,33740602,google_electra-base-generator
a canary has wings.,canary,bird,6,-146.68847942352295,-29.33769588470459,33740602,google_electra-base-generator
a blackbird has wings.,blackbird,bird,6,-176.91586875915527,-29.48597812652588,33740602,google_electra-base-generator
