premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Jacks-in-the box can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,2,-12.021335124969482,-29.34881591796875,-10.40553331375122,-0.6868406534194946,2.8674020767211914,335174458,bert-large-uncased
Jacks-in-the box can be blicked.,All toys can be blicked.,All birds can be blicked.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,3,-10.656918048858643,-25.956756591796875,-9.183364868164062,-1.3742221593856812,1.6369973421096802,335174458,bert-large-uncased
Jacks-in-the box can be gyred.,All toys can be gyred.,All birds can be gyred.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,4,-9.034597873687744,-28.013539791107178,-8.973579406738281,-0.8984228372573853,1.3707324266433716,335174458,bert-large-uncased
Jacks-in-the box can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,5,-10.105304718017578,-39.11214065551758,-10.575365543365479,-1.3498367071151733,1.3398300409317017,335174458,bert-large-uncased
Jacks-in-the box are beamish.,All toys are beamish.,All birds are beamish.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,1,-11.972482681274414,-27.76588535308838,-7.804836273193359,-3.6989974975585938,0.4715803861618042,335174458,bert-large-uncased
Jacks-in-the box are slithy.,All toys are slithy.,All birds are slithy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,2,-11.387834548950195,-28.468876361846924,-7.707162380218506,-2.6520016193389893,0.7169672846794128,335174458,bert-large-uncased
Jacks-in-the box are mimsy.,All toys are mimsy.,All birds are mimsy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,3,-8.691335201263428,-25.161033153533936,-6.861442565917969,-0.36303701996803284,0.6752189993858337,335174458,bert-large-uncased
Jacks-in-the box are vorpal.,All toys are vorpal.,All birds are vorpal.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,4,-8.242172718048096,-12.334481239318848,-6.143639087677002,-0.4209846556186676,0.8184459805488586,335174458,bert-large-uncased
Jacks-in-the box are frabjous.,All toys are frabjous.,All birds are frabjous.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,5,-10.127599716186523,-43.00015163421631,-7.091732025146484,-1.7023509740829468,0.8177601099014282,335174458,bert-large-uncased
Jacks-in-the box have wugs.,All toys have wugs.,All birds have wugs.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,1,-11.317338943481445,-29.16664695739746,-8.074069499969482,-1.4108473062515259,1.4229977130889893,335174458,bert-large-uncased
Jacks-in-the box have feps.,All toys have feps.,All birds have feps.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,2,-12.268517017364502,-33.2694878578186,-9.130812168121338,-1.5534231662750244,0.9936199188232422,335174458,bert-large-uncased
Jacks-in-the box have blickets.,All toys have blickets.,All birds have blickets.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,3,-18.383583545684814,-33.609046936035156,-10.709511756896973,-5.9011311531066895,2.2700977325439453,335174458,bert-large-uncased
Jacks-in-the box have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,4,-11.054136276245117,-21.075642585754395,-6.822083950042725,-0.45407992601394653,1.2118295431137085,335174458,bert-large-uncased
Jacks-in-the box have toves.,All toys have toves.,All birds have toves.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,5,-30.565691471099854,-47.02354717254639,-24.614745616912842,-5.156491279602051,2.3856375217437744,335174458,bert-large-uncased
Jacks-in-the box use a wug.,All toys use a wug.,All birds use a wug.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,1,-12.532434940338135,-35.58116292953491,-10.852511882781982,2.2377352714538574,2.2575812339782715,335174458,bert-large-uncased
Jacks-in-the box use a fep.,All toys use a fep.,All birds use a fep.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,2,-14.338008880615234,-36.01092338562012,-12.560840129852295,1.4420905113220215,1.4186489582061768,335174458,bert-large-uncased
Jacks-in-the box use a blicket.,All toys use a blicket.,All birds use a blicket.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,3,-14.672401905059814,-35.55759382247925,-12.681466102600098,0.3394957482814789,1.6020420789718628,335174458,bert-large-uncased
Jacks-in-the box use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,4,-11.14577341079712,-22.781885623931885,-7.895174026489258,1.9714863300323486,0.6226306557655334,335174458,bert-large-uncased
Jacks-in-the box use a tove.,All toys use a tove.,All birds use a tove.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,5,-13.001845836639404,-35.47771453857422,-9.83082914352417,0.37073439359664917,0.8239301443099976,335174458,bert-large-uncased
Toy soldiers can be daxed.,All toys can be daxed.,All birds can be daxed.,toy soldier,toy,can be,Toy soldiers,toys,1,1,-20.00550127029419,-38.10236167907715,-29.844257831573486,1.1792253255844116,5.043592929840088,335174458,bert-large-uncased
Toy soldiers can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,toy soldier,toy,can be,Toy soldiers,toys,1,2,-6.318997383117676,-29.34881591796875,-13.591903686523438,0.4756001830101013,1.5527355670928955,335174458,bert-large-uncased
Toy soldiers can be blicked.,All toys can be blicked.,All birds can be blicked.,toy soldier,toy,can be,Toy soldiers,toys,1,3,-6.438210964202881,-25.956756591796875,-13.884910106658936,0.6434131264686584,3.0539472103118896,335174458,bert-large-uncased
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-7.452342510223389,-28.013540744781494,-15.177064418792725,-0.6300581693649292,1.4792743921279907,335174458,bert-large-uncased
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-6.09160041809082,-39.11213970184326,-16.965434551239014,-1.1865314245224,1.6978552341461182,335174458,bert-large-uncased
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-6.647718906402588,-27.76588535308838,-13.63851022720337,-2.339820146560669,1.7758433818817139,335174458,bert-large-uncased
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-7.200239658355713,-28.468876361846924,-13.682888507843018,-1.5110752582550049,1.7636469602584839,335174458,bert-large-uncased
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-5.782223224639893,-25.161034107208252,-13.33522081375122,0.6661858558654785,2.1048882007598877,335174458,bert-large-uncased
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-7.3407392501831055,-12.334481239318848,-13.218225479125977,-1.5181468725204468,2.0745675563812256,335174458,bert-large-uncased
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-8.2320556640625,-43.00015163421631,-16.250132083892822,-2.9028537273406982,1.3647557497024536,335174458,bert-large-uncased
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-6.308053970336914,-29.16664695739746,-15.509708881378174,1.0586832761764526,2.735278367996216,335174458,bert-large-uncased
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-7.246829509735107,-33.2694878578186,-12.886133193969727,-0.40820828080177307,1.2999622821807861,335174458,bert-large-uncased
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-10.637889385223389,-33.609046936035156,-12.984535694122314,-3.081188678741455,0.7073541283607483,335174458,bert-large-uncased
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-6.346890449523926,-21.075642585754395,-13.657230377197266,0.41958943009376526,0.9887686967849731,335174458,bert-large-uncased
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-29.6195330619812,-47.02354717254639,-34.79646348953247,-1.9000914096832275,2.783888339996338,335174458,bert-large-uncased
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-8.935084819793701,-35.58116292953491,-14.297635078430176,1.9141041040420532,3.040337085723877,335174458,bert-large-uncased
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-9.136113166809082,-36.01092338562012,-14.581552505493164,4.048791885375977,2.9809024333953857,335174458,bert-large-uncased
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-9.92579174041748,-35.55759382247925,-13.704400062561035,1.145717978477478,2.6157686710357666,335174458,bert-large-uncased
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-8.657921314239502,-22.781885623931885,-13.313698768615723,2.850635528564453,2.723984956741333,335174458,bert-large-uncased
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-8.391520977020264,-35.47771453857422,-15.385449886322021,2.228949785232544,1.569145679473877,335174458,bert-large-uncased
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-27.1589617729187,-38.10236167907715,-20.00541353225708,-3.1485438346862793,0.9276005625724792,335174458,bert-large-uncased
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-11.392803192138672,-29.34881591796875,-6.557764053344727,-0.07150240242481232,1.809364676475525,335174458,bert-large-uncased
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-11.194060325622559,-25.956756591796875,-7.55211877822876,-1.4370429515838623,1.5277844667434692,335174458,bert-large-uncased
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-10.451178073883057,-28.013540744781494,-5.356447219848633,-0.613421618938446,0.9800227880477905,335174458,bert-large-uncased
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-11.74193811416626,-39.11213970184326,-7.85430908203125,-1.6883119344711304,1.218447208404541,335174458,bert-large-uncased
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-13.145484447479248,-27.76588535308838,-6.062164783477783,-3.5664920806884766,0.6433045864105225,335174458,bert-large-uncased
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-12.464552879333496,-28.468876361846924,-6.283144950866699,-1.9278316497802734,0.7997581958770752,335174458,bert-large-uncased
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-11.269984722137451,-25.161034107208252,-4.893129348754883,-1.11441171169281,1.0787993669509888,335174458,bert-large-uncased
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-11.75161361694336,-12.334481239318848,-4.753923416137695,-1.7287193536758423,0.7884954810142517,335174458,bert-large-uncased
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-12.47642707824707,-43.00015163421631,-5.527041435241699,-2.9884157180786133,0.9683355093002319,335174458,bert-large-uncased
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-13.729974269866943,-29.16664695739746,-5.947824478149414,-2.6463980674743652,1.9084441661834717,335174458,bert-large-uncased
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-15.644466400146484,-33.2694878578186,-6.445254325866699,-4.105472087860107,1.0916815996170044,335174458,bert-large-uncased
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-16.71832513809204,-33.609046936035156,-7.4854912757873535,-5.432900428771973,2.1488780975341797,335174458,bert-large-uncased
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-12.339365005493164,-21.075642585754395,-5.493930339813232,-0.6758648753166199,1.2511968612670898,335174458,bert-large-uncased
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-32.77497577667236,-47.02354717254639,-23.999340057373047,-2.106539726257324,1.977517008781433,335174458,bert-large-uncased
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-15.047319889068604,-35.58116292953491,-6.537670612335205,-0.3188800811767578,1.5913465023040771,335174458,bert-large-uncased
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-14.289790630340576,-36.01092338562012,-6.505598545074463,1.0495827198028564,2.5774669647216797,335174458,bert-large-uncased
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-14.988280296325684,-35.55759382247925,-7.735051155090332,1.0961253643035889,1.7751370668411255,335174458,bert-large-uncased
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-12.644769668579102,-22.781885623931885,-5.590715408325195,-0.6226811408996582,0.653317928314209,335174458,bert-large-uncased
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-15.85810661315918,-35.47771453857422,-6.953724384307861,-1.03386390209198,1.2398635149002075,335174458,bert-large-uncased
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-24.310102462768555,-38.10236072540283,-24.197128295898438,0.7877653241157532,4.541866779327393,335174458,bert-large-uncased
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-13.799964904785156,-29.34881591796875,-11.204274654388428,-0.5952519178390503,3.1521027088165283,335174458,bert-large-uncased
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-14.686803817749023,-25.956756591796875,-12.333209991455078,-1.7491124868392944,2.759826421737671,335174458,bert-large-uncased
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-14.430562019348145,-28.013539791107178,-12.369004249572754,-2.741478681564331,2.07865571975708,335174458,bert-large-uncased
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-14.033958911895752,-39.11214065551758,-13.489769458770752,-2.606372356414795,1.2181984186172485,335174458,bert-large-uncased
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-13.157110691070557,-27.76588535308838,-10.736666679382324,-1.4610612392425537,1.7815793752670288,335174458,bert-large-uncased
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-13.240846633911133,-28.468876361846924,-10.121298789978027,-0.7449520826339722,2.2136716842651367,335174458,bert-large-uncased
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-14.185129165649414,-25.161033153533936,-11.163021087646484,0.11080332100391388,1.3266475200653076,335174458,bert-large-uncased
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-13.98853349685669,-12.334481239318848,-11.423786163330078,-0.3392431139945984,1.6563245058059692,335174458,bert-large-uncased
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-15.548609733581543,-43.00015163421631,-11.389619827270508,-2.8385612964630127,1.8893711566925049,335174458,bert-large-uncased
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-12.141149044036865,-29.16664695739746,-9.97745418548584,-0.6020479202270508,0.6231589913368225,335174458,bert-large-uncased
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-13.770537376403809,-33.26948690414429,-10.43000316619873,-2.937385082244873,0.5029155015945435,335174458,bert-large-uncased
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-20.626328468322754,-33.609046936035156,-11.69733715057373,-6.837214469909668,1.8956050872802734,335174458,bert-large-uncased
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-11.680461406707764,-21.075642585754395,-8.981781005859375,-1.5342069864273071,1.1948585510253906,335174458,bert-large-uncased
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-32.2039909362793,-47.02354907989502,-28.27996826171875,-4.717225551605225,3.1280477046966553,335174458,bert-large-uncased
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-15.307183742523193,-35.58116292953491,-11.60568904876709,0.5881367921829224,1.9346699714660645,335174458,bert-large-uncased
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-16.143824577331543,-36.01092338562012,-12.802367210388184,0.4493257403373718,1.9509941339492798,335174458,bert-large-uncased
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-16.82254695892334,-35.55759382247925,-12.639506340026855,-0.2213973104953766,1.6174167394638062,335174458,bert-large-uncased
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-14.567793846130371,-22.781885623931885,-10.917901039123535,-0.21521243453025818,1.6028509140014648,335174458,bert-large-uncased
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-14.950859069824219,-35.47771453857422,-12.278998851776123,-1.7626632452011108,1.6294231414794922,335174458,bert-large-uncased
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-26.65632438659668,-38.10236072540283,-22.942605018615723,0.3879762589931488,2.1250431537628174,335174458,bert-large-uncased
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-10.450014591217041,-29.34881591796875,-7.163383483886719,2.4408860206604004,3.2896568775177,335174458,bert-large-uncased
