premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Dolls have wugs.,All toys have wugs.,All birds have wugs.,doll,toy,have,Dolls,toys,3,1,-14.1739821434021,-45.94296407699585,-15.955379486083984,10.658097267150879,1.1822540760040283,116536320,openai-gpt
Dolls have feps.,All toys have feps.,All birds have feps.,doll,toy,have,Dolls,toys,3,2,-14.673890113830566,-45.00754976272583,-16.346937656402588,6.468345642089844,1.8505527973175049,116536320,openai-gpt
Dolls have blickets.,All toys have blickets.,All birds have blickets.,doll,toy,have,Dolls,toys,3,3,-15.832998752593994,-50.818668365478516,-17.343488216400146,10.981771469116211,1.3139641284942627,116536320,openai-gpt
Dolls have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,doll,toy,have,Dolls,toys,3,4,-14.973433494567871,-42.822277545928955,-15.610806941986084,11.359895706176758,4.192710876464844,116536320,openai-gpt
Dolls have toves.,All toys have toves.,All birds have toves.,doll,toy,have,Dolls,toys,3,5,-15.203913688659668,-45.234089374542236,-15.826653480529785,6.1259284019470215,0.625216007232666,116536320,openai-gpt
Dolls use a wug.,All toys use a wug.,All birds use a wug.,doll,toy,use a,Dolls,toys,4,1,-16.220834016799927,-53.48578882217407,-17.93836259841919,10.262843132019043,4.284670829772949,116536320,openai-gpt
Dolls use a fep.,All toys use a fep.,All birds use a fep.,doll,toy,use a,Dolls,toys,4,2,-17.22943878173828,-52.65737342834473,-18.379231452941895,8.979674339294434,2.5837032794952393,116536320,openai-gpt
Dolls use a blicket.,All toys use a blicket.,All birds use a blicket.,doll,toy,use a,Dolls,toys,4,3,-16.89935064315796,-51.449302673339844,-17.38363027572632,12.927389144897461,5.621148109436035,116536320,openai-gpt
Dolls use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,doll,toy,use a,Dolls,toys,4,4,-16.59336280822754,-48.97134256362915,-17.758267879486084,9.78002643585205,3.5072898864746094,116536320,openai-gpt
Dolls use a tove.,All toys use a tove.,All birds use a tove.,doll,toy,use a,Dolls,toys,4,5,-17.433059692382812,-52.12228274345398,-18.316548824310303,9.46285629272461,3.7180278301239014,116536320,openai-gpt
Tops can be daxed.,All toys can be daxed.,All birds can be daxed.,top,toy,can be,Tops,toys,1,1,-20.41885757446289,-43.003305435180664,-18.800604820251465,10.09020709991455,1.7160727977752686,116536320,openai-gpt
Tops can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,top,toy,can be,Tops,toys,1,2,-20.355766773223877,-42.005847454071045,-19.916653156280518,6.447422981262207,2.786221742630005,116536320,openai-gpt
Tops can be blicked.,All toys can be blicked.,All birds can be blicked.,top,toy,can be,Tops,toys,1,3,-23.590174198150635,-52.637343406677246,-21.357470989227295,11.693084716796875,3.245029926300049,116536320,openai-gpt
Tops can be gyred.,All toys can be gyred.,All birds can be gyred.,top,toy,can be,Tops,toys,1,4,-24.260725021362305,-45.34584617614746,-23.960853099822998,5.628129482269287,3.3044636249542236,116536320,openai-gpt
Tops can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,top,toy,can be,Tops,toys,1,5,-22.899767875671387,-47.243815898895264,-21.584527492523193,10.144816398620605,2.707453489303589,116536320,openai-gpt
Tops are beamish.,All toys are beamish.,All birds are beamish.,top,toy,are,Tops,toys,2,1,-20.03519296646118,-43.57821226119995,-15.8940749168396,7.168653964996338,1.4820044040679932,116536320,openai-gpt
Tops are slithy.,All toys are slithy.,All birds are slithy.,top,toy,are,Tops,toys,2,2,-20.945700645446777,-44.228246212005615,-18.80864381790161,4.895764350891113,1.5592975616455078,116536320,openai-gpt
Tops are mimsy.,All toys are mimsy.,All birds are mimsy.,top,toy,are,Tops,toys,2,3,-18.380155563354492,-39.790119647979736,-17.352538108825684,7.342402458190918,2.4821038246154785,116536320,openai-gpt
Tops are vorpal.,All toys are vorpal.,All birds are vorpal.,top,toy,are,Tops,toys,2,4,-25.954333305358887,-40.91505241394043,-20.619709253311157,6.034852027893066,1.1126993894577026,116536320,openai-gpt
Tops are frabjous.,All toys are frabjous.,All birds are frabjous.,top,toy,are,Tops,toys,2,5,-22.702756881713867,-57.0672926902771,-19.93023157119751,7.188124656677246,1.7776082754135132,116536320,openai-gpt
Tops have wugs.,All toys have wugs.,All birds have wugs.,top,toy,have,Tops,toys,3,1,-18.880626678466797,-45.94296407699585,-16.021608352661133,8.983853340148926,3.735940456390381,116536320,openai-gpt
Tops have feps.,All toys have feps.,All birds have feps.,top,toy,have,Tops,toys,3,2,-19.586005687713623,-45.00754976272583,-17.335011959075928,6.3535003662109375,2.3171048164367676,116536320,openai-gpt
Tops have blickets.,All toys have blickets.,All birds have blickets.,top,toy,have,Tops,toys,3,3,-20.51033639907837,-50.818668365478516,-16.957071781158447,9.385637283325195,2.1685171127319336,116536320,openai-gpt
Tops have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,top,toy,have,Tops,toys,3,4,-20.714454650878906,-42.822277545928955,-16.25511646270752,9.940240859985352,4.11255407333374,116536320,openai-gpt
Tops have toves.,All toys have toves.,All birds have toves.,top,toy,have,Tops,toys,3,5,-19.34598207473755,-45.234089374542236,-16.55366802215576,5.759657382965088,0.24753351509571075,116536320,openai-gpt
Tops use a wug.,All toys use a wug.,All birds use a wug.,top,toy,use a,Tops,toys,4,1,-21.79173183441162,-53.48578882217407,-18.886319637298584,11.066895484924316,4.411157608032227,116536320,openai-gpt
Tops use a fep.,All toys use a fep.,All birds use a fep.,top,toy,use a,Tops,toys,4,2,-22.597750425338745,-52.65737342834473,-19.964702129364014,6.4256696701049805,3.0057103633880615,116536320,openai-gpt
Tops use a blicket.,All toys use a blicket.,All birds use a blicket.,top,toy,use a,Tops,toys,4,3,-22.510263442993164,-51.449302673339844,-17.74044418334961,12.45553970336914,3.034620523452759,116536320,openai-gpt
Tops use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,top,toy,use a,Tops,toys,4,4,-22.45438003540039,-48.97134256362915,-18.962762355804443,13.111221313476562,3.5482981204986572,116536320,openai-gpt
Tops use a tove.,All toys use a tove.,All birds use a tove.,top,toy,use a,Tops,toys,4,5,-23.254375457763672,-52.12228274345398,-19.808967351913452,8.760750770568848,3.5906808376312256,116536320,openai-gpt
Jacks-in-the box can be daxed.,All toys can be daxed.,All birds can be daxed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,1,-21.532662391662598,-43.003305435180664,-20.33421492576599,7.6776275634765625,2.900352716445923,116536320,openai-gpt
Jacks-in-the box can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,2,-20.879721641540527,-42.005847454071045,-20.614133596420288,4.705235481262207,3.0904905796051025,116536320,openai-gpt
Jacks-in-the box can be blicked.,All toys can be blicked.,All birds can be blicked.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,3,-24.587795734405518,-52.637343406677246,-23.708054065704346,7.539735317230225,4.120722770690918,116536320,openai-gpt
Jacks-in-the box can be gyred.,All toys can be gyred.,All birds can be gyred.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,4,-25.42046880722046,-45.34584617614746,-25.797492027282715,4.954680442810059,3.010342597961426,116536320,openai-gpt
Jacks-in-the box can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,5,-22.72970485687256,-47.243815898895264,-21.8404278755188,7.145491123199463,3.7001547813415527,116536320,openai-gpt
Jacks-in-the box are beamish.,All toys are beamish.,All birds are beamish.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,1,-22.393308877944946,-43.57821226119995,-17.0988187789917,4.390541076660156,1.6772927045822144,116536320,openai-gpt
Jacks-in-the box are slithy.,All toys are slithy.,All birds are slithy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,2,-22.074002504348755,-44.228246212005615,-19.720821380615234,3.200439929962158,2.1830990314483643,116536320,openai-gpt
Jacks-in-the box are mimsy.,All toys are mimsy.,All birds are mimsy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,3,-19.554376125335693,-39.790119647979736,-19.047780513763428,5.404965400695801,2.4828853607177734,116536320,openai-gpt
Jacks-in-the box are vorpal.,All toys are vorpal.,All birds are vorpal.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,4,-25.756515979766846,-40.91505241394043,-20.57560968399048,4.086224555969238,2.5753562450408936,116536320,openai-gpt
Jacks-in-the box are frabjous.,All toys are frabjous.,All birds are frabjous.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,5,-22.91200613975525,-57.0672926902771,-20.567570686340332,4.556502342224121,1.9187593460083008,116536320,openai-gpt
Jacks-in-the box have wugs.,All toys have wugs.,All birds have wugs.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,1,-19.786627054214478,-45.94296407699585,-16.8177227973938,8.260838508605957,2.5578689575195312,116536320,openai-gpt
Jacks-in-the box have feps.,All toys have feps.,All birds have feps.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,2,-19.778352975845337,-45.00754976272583,-17.461756706237793,4.278647422790527,2.5173676013946533,116536320,openai-gpt
Jacks-in-the box have blickets.,All toys have blickets.,All birds have blickets.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,3,-20.501153230667114,-50.818668365478516,-17.92442226409912,8.103782653808594,2.9673540592193604,116536320,openai-gpt
Jacks-in-the box have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,4,-21.49359893798828,-42.822277545928955,-16.901594638824463,9.299123764038086,3.8450026512145996,116536320,openai-gpt
Jacks-in-the box have toves.,All toys have toves.,All birds have toves.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,5,-19.80892562866211,-45.234089374542236,-17.48059368133545,6.060152530670166,1.3353632688522339,116536320,openai-gpt
Jacks-in-the box use a wug.,All toys use a wug.,All birds use a wug.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,1,-22.56254529953003,-53.48578882217407,-19.174161195755005,9.404257774353027,3.392434597015381,116536320,openai-gpt
Jacks-in-the box use a fep.,All toys use a fep.,All birds use a fep.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,2,-23.271405696868896,-52.65737342834473,-20.207927942276,7.669039726257324,2.459362745285034,116536320,openai-gpt
Jacks-in-the box use a blicket.,All toys use a blicket.,All birds use a blicket.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,3,-22.86785364151001,-51.449302673339844,-18.569464683532715,9.949834823608398,3.708712339401245,116536320,openai-gpt
Jacks-in-the box use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,4,-23.05564594268799,-48.97134256362915,-19.557149171829224,9.232879638671875,4.337978839874268,116536320,openai-gpt
Jacks-in-the box use a tove.,All toys use a tove.,All birds use a tove.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,5,-24.01527690887451,-52.12228274345398,-20.415528059005737,7.0997796058654785,2.7311418056488037,116536320,openai-gpt
Toy soldiers can be daxed.,All toys can be daxed.,All birds can be daxed.,toy soldier,toy,can be,Toy soldiers,toys,1,1,-17.477412223815918,-43.003305435180664,-19.20741081237793,8.443105697631836,3.3041369915008545,116536320,openai-gpt
Toy soldiers can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,toy soldier,toy,can be,Toy soldiers,toys,1,2,-17.820087909698486,-42.005847454071045,-20.477620601654053,5.789950370788574,3.805349111557007,116536320,openai-gpt
Toy soldiers can be blicked.,All toys can be blicked.,All birds can be blicked.,toy soldier,toy,can be,Toy soldiers,toys,1,3,-22.010860919952393,-52.637343406677246,-23.723807334899902,8.439534187316895,3.362131118774414,116536320,openai-gpt
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-22.84757113456726,-45.34584617614746,-25.494898796081543,6.53165340423584,2.973876476287842,116536320,openai-gpt
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-20.23996114730835,-47.243815898895264,-21.402182579040527,6.750670433044434,4.847827434539795,116536320,openai-gpt
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-17.514893531799316,-43.57821226119995,-15.923306941986084,7.997186183929443,2.4181394577026367,116536320,openai-gpt
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-19.085647344589233,-44.228246212005615,-18.31198501586914,5.381339073181152,2.5586416721343994,116536320,openai-gpt
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-16.589826822280884,-39.790119647979736,-17.984932899475098,5.451106071472168,2.170516014099121,116536320,openai-gpt
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-23.42773675918579,-40.91505241394043,-20.273014307022095,5.657820701599121,1.5515680313110352,116536320,openai-gpt
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-18.45669198036194,-57.0672926902771,-19.16065216064453,7.023218631744385,1.3796049356460571,116536320,openai-gpt
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-16.758117198944092,-45.94296407699585,-17.58830690383911,10.087580680847168,0.8151655197143555,116536320,openai-gpt
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-16.5031681060791,-45.00754976272583,-18.435964584350586,6.221328258514404,2.2026658058166504,116536320,openai-gpt
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-18.97162914276123,-50.818668365478516,-19.547574758529663,8.66426944732666,0.9110392928123474,116536320,openai-gpt
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-19.026338577270508,-42.822277545928955,-18.003169536590576,8.814916610717773,1.6165732145309448,116536320,openai-gpt
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-18.200005292892456,-45.234089374542236,-19.69472312927246,5.411029815673828,1.3108144998550415,116536320,openai-gpt
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-18.225833415985107,-53.48578882217407,-19.991668701171875,10.000576972961426,3.48768949508667,116536320,openai-gpt
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-19.01386523246765,-52.65737342834473,-20.43405318260193,6.234394073486328,3.0905141830444336,116536320,openai-gpt
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-19.0430269241333,-51.449302673339844,-19.59774661064148,9.626646041870117,3.4784064292907715,116536320,openai-gpt
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-18.63285994529724,-48.97134256362915,-19.83665680885315,11.110002517700195,4.288299083709717,116536320,openai-gpt
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-19.274018049240112,-52.12228274345398,-20.298070669174194,9.401437759399414,3.380770444869995,116536320,openai-gpt
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-22.910791158676147,-43.003305435180664,-19.635554313659668,4.0624098777771,2.9521427154541016,116536320,openai-gpt
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-22.588890075683594,-42.005847454071045,-21.33082866668701,6.060074329376221,4.299314022064209,116536320,openai-gpt
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-26.036614179611206,-52.637343406677246,-22.06455135345459,8.646940231323242,1.6949712038040161,116536320,openai-gpt
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-25.43705940246582,-45.34584617614746,-22.784879684448242,5.528804779052734,1.7393790483474731,116536320,openai-gpt
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-25.254979133605957,-47.243815898895264,-25.034768104553223,8.36787223815918,5.214428424835205,116536320,openai-gpt
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-20.994425296783447,-43.57821226119995,-16.550142288208008,6.09649658203125,1.8282992839813232,116536320,openai-gpt
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-28.492908477783203,-44.228246212005615,-25.862309455871582,-1.6255333423614502,3.2842581272125244,116536320,openai-gpt
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-19.836039066314697,-39.790119647979736,-17.610801696777344,6.131247520446777,1.9496320486068726,116536320,openai-gpt
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-32.220473527908325,-40.91505241394043,-30.512876987457275,0.9078628420829773,0.9514150023460388,116536320,openai-gpt
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-23.501560926437378,-57.0672926902771,-20.730578660964966,6.583860874176025,2.7640113830566406,116536320,openai-gpt
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-26.85275912284851,-45.94296407699585,-23.635606288909912,1.6235980987548828,1.9797173738479614,116536320,openai-gpt
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-22.487844944000244,-45.00754976272583,-19.047590255737305,5.603175163269043,2.8193931579589844,116536320,openai-gpt
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-23.7024245262146,-50.818668365478516,-18.21404457092285,6.453100681304932,2.645664930343628,116536320,openai-gpt
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-25.24872589111328,-42.822277545928955,-17.709036827087402,7.482100009918213,1.3251994848251343,116536320,openai-gpt
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-28.90379285812378,-45.234089374542236,-26.93469738960266,2.7656002044677734,1.704805850982666,116536320,openai-gpt
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-24.38634729385376,-53.48578882217407,-21.30079936981201,9.30717658996582,4.799520015716553,116536320,openai-gpt
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-21.88024091720581,-52.65737342834473,-19.565124988555908,6.846442222595215,2.529622793197632,116536320,openai-gpt
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-22.438371658325195,-51.449302673339844,-18.007068634033203,14.187292098999023,1.6142551898956299,116536320,openai-gpt
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-22.498438835144043,-48.97134256362915,-18.64749002456665,5.507098197937012,2.1321957111358643,116536320,openai-gpt
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-26.352131843566895,-52.12228274345398,-25.035594940185547,8.623639106750488,4.143268585205078,116536320,openai-gpt
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-20.942108631134033,-43.003305435180664,-19.157199382781982,7.520322322845459,3.1637182235717773,116536320,openai-gpt
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-20.133272647857666,-42.005847454071045,-19.620161056518555,6.259899616241455,2.765977621078491,116536320,openai-gpt
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-23.592247486114502,-52.637343406677246,-21.16647434234619,10.365602493286133,2.6045260429382324,116536320,openai-gpt
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-26.274694442749023,-45.34584617614746,-25.676860332489014,5.025374412536621,2.254302740097046,116536320,openai-gpt
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-23.10040807723999,-47.243815898895264,-21.88399887084961,7.756918430328369,3.573486089706421,116536320,openai-gpt
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-21.211209774017334,-43.57821226119995,-16.83458948135376,6.232975959777832,2.2233846187591553,116536320,openai-gpt
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-20.814696311950684,-44.228246212005615,-18.9013090133667,5.052098274230957,2.2487382888793945,116536320,openai-gpt
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-18.867462158203125,-39.790119647979736,-17.76711893081665,7.514357089996338,1.3457053899765015,116536320,openai-gpt
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-26.61929750442505,-40.91505241394043,-21.948265075683594,6.795167446136475,0.7165923714637756,116536320,openai-gpt
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-22.209918975830078,-57.0672926902771,-20.37086319923401,7.484097480773926,2.514082908630371,116536320,openai-gpt
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-18.761647701263428,-45.94296407699585,-16.261131286621094,12.175622940063477,0.9583116173744202,116536320,openai-gpt
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-19.198835372924805,-45.00754976272583,-17.294138431549072,8.09295654296875,2.1659321784973145,116536320,openai-gpt
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-21.416248559951782,-50.818668365478516,-18.08964776992798,8.893987655639648,1.3283013105392456,116536320,openai-gpt
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-22.26905345916748,-42.822277545928955,-17.62448787689209,10.375615119934082,1.4143211841583252,116536320,openai-gpt
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-19.788971424102783,-45.234089374542236,-17.80064582824707,5.539302825927734,2.3708243370056152,116536320,openai-gpt
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-21.12362027168274,-53.48578882217407,-18.294896125793457,13.381658554077148,3.239633560180664,116536320,openai-gpt
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-22.002983570098877,-52.65737342834473,-19.724836349487305,8.33686637878418,2.4701318740844727,116536320,openai-gpt
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-22.106440544128418,-51.449302673339844,-17.78545618057251,14.84246826171875,3.9289655685424805,116536320,openai-gpt
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-22.036790132522583,-48.97134256362915,-18.575833320617676,14.868139266967773,2.911731719970703,116536320,openai-gpt
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-22.661067962646484,-52.12228274345398,-19.109347820281982,9.17406940460205,2.9765820503234863,116536320,openai-gpt
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-17.90007781982422,-43.003305435180664,-17.613022804260254,9.726828575134277,4.414953231811523,116536320,openai-gpt
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-18.003870487213135,-42.005847454071045,-18.664196968078613,3.5397446155548096,3.3004050254821777,116536320,openai-gpt
Marbles can be blicked.,All toys can be blicked.,All birds can be blicked.,marble,toy,can be,Marbles,toys,1,3,-23.444299697875977,-52.637343406677246,-22.86503505706787,10.79646110534668,3.928772449493408,116536320,openai-gpt
Marbles can be gyred.,All toys can be gyred.,All birds can be gyred.,marble,toy,can be,Marbles,toys,1,4,-22.546122550964355,-45.34584617614746,-23.177518844604492,7.6095290184021,2.7912867069244385,116536320,openai-gpt
Marbles can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,marble,toy,can be,Marbles,toys,1,5,-20.326966762542725,-47.243815898895264,-19.78187322616577,8.599687576293945,4.854562282562256,116536320,openai-gpt
