premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-13.882268190383911,-41.592201232910156,-20.612314224243164,3.956655979156494,3.1700973510742188,354824192,gpt2-medium
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-14.875624656677246,-42.837371826171875,-21.14986538887024,3.2817940711975098,1.7979693412780762,354824192,gpt2-medium
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-13.71971321105957,-40.282997131347656,-19.31363821029663,3.918776035308838,1.6781764030456543,354824192,gpt2-medium
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-11.85888671875,-39.43482971191406,-17.79925012588501,2.482727527618408,1.1776885986328125,354824192,gpt2-medium
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-13.971479415893555,-43.79476737976074,-19.1178035736084,5.392971992492676,4.890074729919434,354824192,gpt2-medium
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-12.371622085571289,-37.553144454956055,-17.84949493408203,4.40703821182251,1.5257636308670044,354824192,gpt2-medium
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-13.096894264221191,-39.17677307128906,-19.63840389251709,2.1234660148620605,1.3299238681793213,354824192,gpt2-medium
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-12.026554107666016,-39.52836227416992,-17.67573070526123,4.729043006896973,1.8919695615768433,354824192,gpt2-medium
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-11.42125129699707,-41.569950103759766,-17.341090202331543,4.092947006225586,1.460233211517334,354824192,gpt2-medium
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-12.768824815750122,-41.58575439453125,-17.24333953857422,6.816987037658691,3.042541265487671,354824192,gpt2-medium
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-15.117747783660889,-40.46938705444336,-20.572376251220703,7.268747806549072,3.8303744792938232,354824192,gpt2-medium
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-11.765026092529297,-40.490474700927734,-16.576855897903442,7.946682929992676,7.561434745788574,354824192,gpt2-medium
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-14.03661060333252,-47.674116134643555,-19.382404327392578,9.69102954864502,2.583120822906494,354824192,gpt2-medium
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-14.092833518981934,-49.566490173339844,-20.158308029174805,10.972712516784668,2.6658592224121094,354824192,gpt2-medium
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-13.59555435180664,-49.35327911376953,-19.59183692932129,10.55427074432373,3.329111099243164,354824192,gpt2-medium
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-14.846843719482422,-48.40180587768555,-20.770833730697632,11.50770378112793,2.5908010005950928,354824192,gpt2-medium
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-15.292343139648438,-48.53950309753418,-20.604125022888184,11.944409370422363,3.4975693225860596,354824192,gpt2-medium
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-18.473302125930786,-41.46149444580078,-18.95949935913086,3.675159454345703,1.6210932731628418,354824192,gpt2-medium
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-19.29219114780426,-39.22180366516113,-19.043330192565918,4.818808078765869,1.5525288581848145,354824192,gpt2-medium
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-19.85734760761261,-39.75189971923828,-18.420703887939453,3.5243377685546875,0.7284464836120605,354824192,gpt2-medium
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-18.81288433074951,-41.592201232910156,-17.106369495391846,2.686919927597046,1.1719855070114136,354824192,gpt2-medium
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-19.08902597427368,-42.837371826171875,-18.717839241027832,3.068131923675537,1.5499166250228882,354824192,gpt2-medium
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-20.649341583251953,-40.282997131347656,-18.131620407104492,3.7431373596191406,0.9876002073287964,354824192,gpt2-medium
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-17.815451622009277,-39.43482971191406,-16.21178960800171,3.437983751296997,1.3850990533828735,354824192,gpt2-medium
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-18.646221160888672,-43.79476737976074,-16.589306831359863,9.073565483093262,4.482876300811768,354824192,gpt2-medium
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-18.376394748687744,-37.553144454956055,-16.413477897644043,5.592685699462891,1.0357673168182373,354824192,gpt2-medium
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-18.39704132080078,-39.17677307128906,-17.833904266357422,2.8962562084198,0.21403223276138306,354824192,gpt2-medium
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-17.974443435668945,-39.52836227416992,-16.344703674316406,2.9220361709594727,1.171962857246399,354824192,gpt2-medium
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-16.78436279296875,-41.569950103759766,-15.472305297851562,3.6116249561309814,1.2442065477371216,354824192,gpt2-medium
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-19.06346893310547,-41.58575439453125,-15.799972534179688,3.8233349323272705,1.884516954421997,354824192,gpt2-medium
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-19.520919799804688,-40.46938705444336,-16.73822784423828,6.009690761566162,1.8552324771881104,354824192,gpt2-medium
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-16.506855010986328,-40.490474700927734,-14.687760829925537,10.070158004760742,7.714935302734375,354824192,gpt2-medium
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-17.441114902496338,-47.674116134643555,-17.80709809064865,8.616482734680176,2.4813642501831055,354824192,gpt2-medium
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-18.76798701286316,-49.566490173339844,-18.253506064414978,8.51838493347168,2.777326822280884,354824192,gpt2-medium
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-18.75873851776123,-49.35327911376953,-16.980819702148438,9.517219543457031,1.814231276512146,354824192,gpt2-medium
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-20.861494064331055,-48.40180587768555,-19.91360092163086,8.20124340057373,2.5055408477783203,354824192,gpt2-medium
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-18.648606777191162,-48.53950309753418,-18.92887306213379,11.588488578796387,4.372976303100586,354824192,gpt2-medium
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-21.228483587503433,-41.46149444580078,-22.63572359085083,3.885913848876953,2.016772747039795,354824192,gpt2-medium
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-19.469269275665283,-39.22180366516113,-20.21284568309784,4.636693477630615,1.3264762163162231,354824192,gpt2-medium
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-22.050731658935547,-39.75189971923828,-21.824568271636963,2.6801013946533203,1.3354154825210571,354824192,gpt2-medium
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-20.093434810638428,-41.592201232910156,-20.599793434143066,2.307647705078125,0.9064951539039612,354824192,gpt2-medium
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-20.190978050231934,-42.837371826171875,-20.475528717041016,3.070633888244629,0.8443101048469543,354824192,gpt2-medium
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-21.218734741210938,-40.282997131347656,-21.804424285888672,3.1135993003845215,1.1286152601242065,354824192,gpt2-medium
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-17.799219608306885,-39.43482971191406,-17.346445530653,2.777494430541992,1.114781379699707,354824192,gpt2-medium
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-20.993602633476257,-43.79476737976074,-20.117324829101562,10.045601844787598,2.9218645095825195,354824192,gpt2-medium
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-18.650304436683655,-37.553144454956055,-18.25796127319336,5.007979393005371,0.9227568507194519,354824192,gpt2-medium
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-19.84129047393799,-39.17677307128906,-21.679689407348633,2.3291845321655273,1.2069652080535889,354824192,gpt2-medium
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-17.118896484375,-39.52836227416992,-17.282703399658203,5.748595237731934,1.1536035537719727,354824192,gpt2-medium
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-18.394309997558594,-41.569950103759766,-18.955790519714355,5.67044734954834,2.3943371772766113,354824192,gpt2-medium
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-19.09121322631836,-41.58575439453125,-16.139984130859375,5.220686912536621,2.1085400581359863,354824192,gpt2-medium
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-20.51681900024414,-40.46938705444336,-18.140443801879883,6.64815616607666,2.2355964183807373,354824192,gpt2-medium
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-17.17707920074463,-40.490474700927734,-17.287065505981445,10.183187484741211,8.411252975463867,354824192,gpt2-medium
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-20.557571411132812,-47.674116134643555,-22.556489944458008,8.28441333770752,2.1738476753234863,354824192,gpt2-medium
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-22.759535312652588,-49.566490173339844,-24.919754028320312,7.717150688171387,1.6612266302108765,354824192,gpt2-medium
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-21.267916679382324,-49.35327911376953,-22.11709213256836,7.74092960357666,1.5268137454986572,354824192,gpt2-medium
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-26.457005500793457,-48.40180587768555,-26.156532287597656,5.89349889755249,2.91969633102417,354824192,gpt2-medium
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-22.040163040161133,-48.53950309753418,-23.969066619873047,10.213994026184082,3.1555895805358887,354824192,gpt2-medium
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-17.354501724243164,-41.46149444580078,-19.891992568969727,5.509068012237549,1.7850335836410522,354824192,gpt2-medium
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-18.785268306732178,-39.22180366516113,-20.172497749328613,5.058056831359863,1.551077127456665,354824192,gpt2-medium
Marbles can be blicked.,All toys can be blicked.,All birds can be blicked.,marble,toy,can be,Marbles,toys,1,3,-20.050256729125977,-39.75189971923828,-19.48716163635254,3.4455764293670654,1.0079748630523682,354824192,gpt2-medium
Marbles can be gyred.,All toys can be gyred.,All birds can be gyred.,marble,toy,can be,Marbles,toys,1,4,-19.690959930419922,-41.592201232910156,-19.671226263046265,3.2599825859069824,1.550560474395752,354824192,gpt2-medium
