premise,conclusion,control,item,category,blankpredicate,item_word,category_word,predicate_id,argument_id,score,conclusion_only,control_score,shuffled_diff,shuffled_diff_sd,params,model
Tops have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,top,toy,have,Tops,toys,3,4,-17.245558738708496,-44.34858989715576,-16.872305870056152,11.209654808044434,4.195341110229492,774031360,gpt2-large
Tops have toves.,All toys have toves.,All birds have toves.,top,toy,have,Tops,toys,3,5,-17.375281810760498,-43.29762935638428,-16.359074115753174,10.226344108581543,6.756874084472656,774031360,gpt2-large
Tops use a wug.,All toys use a wug.,All birds use a wug.,top,toy,use a,Tops,toys,4,1,-18.86756658554077,-47.97131824493408,-16.084677696228027,9.27812671661377,2.6130101680755615,774031360,gpt2-large
Tops use a fep.,All toys use a fep.,All birds use a fep.,top,toy,use a,Tops,toys,4,2,-20.10786247253418,-49.720603942871094,-18.16895294189453,9.53674030303955,2.761121988296509,774031360,gpt2-large
Tops use a blicket.,All toys use a blicket.,All birds use a blicket.,top,toy,use a,Tops,toys,4,3,-19.4347825050354,-50.338736057281494,-16.003432273864746,10.37724494934082,3.0400948524475098,774031360,gpt2-large
Tops use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,top,toy,use a,Tops,toys,4,4,-19.770477771759033,-52.262366771698,-18.30544376373291,12.271662712097168,2.0634067058563232,774031360,gpt2-large
Tops use a tove.,All toys use a tove.,All birds use a tove.,top,toy,use a,Tops,toys,4,5,-20.019158363342285,-50.21435213088989,-17.944457054138184,12.47458553314209,4.799478054046631,774031360,gpt2-large
Jacks-in-the box can be daxed.,All toys can be daxed.,All birds can be daxed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,1,-19.556966304779053,-45.45521879196167,-19.52958869934082,4.854593753814697,2.0119926929473877,774031360,gpt2-large
Jacks-in-the box can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,2,-19.170324325561523,-40.587738037109375,-20.872419834136963,3.9497647285461426,1.116502046585083,774031360,gpt2-large
Jacks-in-the box can be blicked.,All toys can be blicked.,All birds can be blicked.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,3,-20.457798957824707,-43.88587045669556,-21.44576644897461,4.040797233581543,1.4753544330596924,774031360,gpt2-large
Jacks-in-the box can be gyred.,All toys can be gyred.,All birds can be gyred.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,4,-21.862898349761963,-45.5983681678772,-21.070804119110107,2.457139492034912,1.796234369277954,774031360,gpt2-large
Jacks-in-the box can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,jack-in-the-box,toy,can be,Jacks-in-the box,toys,1,5,-20.43325424194336,-47.18358325958252,-22.00254774093628,3.729260206222534,0.9556604623794556,774031360,gpt2-large
Jacks-in-the box are beamish.,All toys are beamish.,All birds are beamish.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,1,-22.307983875274658,-43.79194641113281,-19.295305728912354,6.357585430145264,0.9591516852378845,774031360,gpt2-large
Jacks-in-the box are slithy.,All toys are slithy.,All birds are slithy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,2,-19.365368843078613,-43.48717975616455,-17.37547492980957,6.166630744934082,1.1851025819778442,774031360,gpt2-large
Jacks-in-the box are mimsy.,All toys are mimsy.,All birds are mimsy.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,3,-20.4087495803833,-45.14215421676636,-18.418068885803223,11.45472526550293,6.160341262817383,774031360,gpt2-large
Jacks-in-the box are vorpal.,All toys are vorpal.,All birds are vorpal.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,4,-18.799917697906494,-42.027849197387695,-17.641761302947998,4.474197864532471,2.782437562942505,774031360,gpt2-large
Jacks-in-the box are frabjous.,All toys are frabjous.,All birds are frabjous.,jack-in-the-box,toy,are,Jacks-in-the box,toys,2,5,-20.79646396636963,-35.90874481201172,-21.45537233352661,4.318378448486328,0.7582806944847107,774031360,gpt2-large
Jacks-in-the box have wugs.,All toys have wugs.,All birds have wugs.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,1,-16.80803680419922,-40.02010154724121,-15.151503562927246,6.918261528015137,1.094550609588623,774031360,gpt2-large
Jacks-in-the box have feps.,All toys have feps.,All birds have feps.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,2,-16.407931327819824,-43.63818168640137,-15.363466262817383,5.774562835693359,3.137903928756714,774031360,gpt2-large
Jacks-in-the box have blickets.,All toys have blickets.,All birds have blickets.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,3,-20.638699531555176,-43.347347259521484,-17.92232894897461,4.443776607513428,1.9857217073440552,774031360,gpt2-large
Jacks-in-the box have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,4,-18.499897480010986,-44.34858989715576,-17.730286121368408,9.281695365905762,3.5060243606567383,774031360,gpt2-large
Jacks-in-the box have toves.,All toys have toves.,All birds have toves.,jack-in-the-box,toy,have,Jacks-in-the box,toys,3,5,-15.807773113250732,-43.29762935638428,-15.806184768676758,17.792301177978516,6.2788472175598145,774031360,gpt2-large
Jacks-in-the box use a wug.,All toys use a wug.,All birds use a wug.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,1,-20.096009254455566,-47.97131824493408,-17.552080154418945,8.060811042785645,1.4421617984771729,774031360,gpt2-large
Jacks-in-the box use a fep.,All toys use a fep.,All birds use a fep.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,2,-21.181665420532227,-49.720603942871094,-19.622224807739258,10.528955459594727,2.019728183746338,774031360,gpt2-large
Jacks-in-the box use a blicket.,All toys use a blicket.,All birds use a blicket.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,3,-20.686152935028076,-50.338736057281494,-18.036495685577393,8.967905044555664,1.9711614847183228,774031360,gpt2-large
Jacks-in-the box use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,4,-21.03549814224243,-52.262366771698,-18.981919288635254,10.30948257446289,2.6723222732543945,774031360,gpt2-large
Jacks-in-the box use a tove.,All toys use a tove.,All birds use a tove.,jack-in-the-box,toy,use a,Jacks-in-the box,toys,4,5,-21.027642250061035,-50.21435213088989,-19.296617031097412,12.60735034942627,5.074177265167236,774031360,gpt2-large
Toy soldiers can be daxed.,All toys can be daxed.,All birds can be daxed.,toy soldier,toy,can be,Toy soldiers,toys,1,1,-12.790802001953125,-45.45521879196167,-18.916136741638184,5.9835638999938965,3.163853406906128,774031360,gpt2-large
Toy soldiers can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,toy soldier,toy,can be,Toy soldiers,toys,1,2,-13.725726127624512,-40.587738037109375,-19.596750259399414,3.564337968826294,2.0513391494750977,774031360,gpt2-large
Toy soldiers can be blicked.,All toys can be blicked.,All birds can be blicked.,toy soldier,toy,can be,Toy soldiers,toys,1,3,-14.276869773864746,-43.88587045669556,-20.885051727294922,2.782536268234253,1.7766692638397217,774031360,gpt2-large
Toy soldiers can be gyred.,All toys can be gyred.,All birds can be gyred.,toy soldier,toy,can be,Toy soldiers,toys,1,4,-14.841880798339844,-45.5983681678772,-19.542067050933838,4.3582658767700195,2.9775257110595703,774031360,gpt2-large
Toy soldiers can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,toy soldier,toy,can be,Toy soldiers,toys,1,5,-13.941926002502441,-47.18358325958252,-19.590468883514404,4.572368621826172,2.6488418579101562,774031360,gpt2-large
Toy soldiers are beamish.,All toys are beamish.,All birds are beamish.,toy soldier,toy,are,Toy soldiers,toys,2,1,-14.507724285125732,-43.79194641113281,-20.381015300750732,5.902344703674316,2.932509183883667,774031360,gpt2-large
Toy soldiers are slithy.,All toys are slithy.,All birds are slithy.,toy soldier,toy,are,Toy soldiers,toys,2,2,-12.9696044921875,-43.48717975616455,-18.318137645721436,2.6405978202819824,2.225529909133911,774031360,gpt2-large
Toy soldiers are mimsy.,All toys are mimsy.,All birds are mimsy.,toy soldier,toy,are,Toy soldiers,toys,2,3,-14.924869060516357,-45.14215421676636,-19.431581020355225,4.770563125610352,4.319320201873779,774031360,gpt2-large
Toy soldiers are vorpal.,All toys are vorpal.,All birds are vorpal.,toy soldier,toy,are,Toy soldiers,toys,2,4,-12.689301013946533,-42.027849197387695,-17.862868785858154,5.048579216003418,2.736227035522461,774031360,gpt2-large
Toy soldiers are frabjous.,All toys are frabjous.,All birds are frabjous.,toy soldier,toy,are,Toy soldiers,toys,2,5,-13.100905418395996,-35.90874481201172,-19.51311683654785,2.2159276008605957,1.3438090085983276,774031360,gpt2-large
Toy soldiers have wugs.,All toys have wugs.,All birds have wugs.,toy soldier,toy,have,Toy soldiers,toys,3,1,-11.783631801605225,-40.02010154724121,-16.855555057525635,5.493215084075928,2.836071252822876,774031360,gpt2-large
Toy soldiers have feps.,All toys have feps.,All birds have feps.,toy soldier,toy,have,Toy soldiers,toys,3,2,-11.186554431915283,-43.63818168640137,-16.98087978363037,5.003926753997803,1.5394665002822876,774031360,gpt2-large
Toy soldiers have blickets.,All toys have blickets.,All birds have blickets.,toy soldier,toy,have,Toy soldiers,toys,3,3,-13.620070934295654,-43.347347259521484,-21.676055431365967,3.688800096511841,1.5817447900772095,774031360,gpt2-large
Toy soldiers have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,toy soldier,toy,have,Toy soldiers,toys,3,4,-13.531018733978271,-44.34858989715576,-20.55134677886963,9.473796844482422,2.3379251956939697,774031360,gpt2-large
Toy soldiers have toves.,All toys have toves.,All birds have toves.,toy soldier,toy,have,Toy soldiers,toys,3,5,-11.246286392211914,-43.29762935638428,-16.914748191833496,9.481769561767578,8.085655212402344,774031360,gpt2-large
Toy soldiers use a wug.,All toys use a wug.,All birds use a wug.,toy soldier,toy,use a,Toy soldiers,toys,4,1,-14.76178789138794,-47.97131824493408,-19.469346046447754,8.52388858795166,1.9233022928237915,774031360,gpt2-large
Toy soldiers use a fep.,All toys use a fep.,All birds use a fep.,toy soldier,toy,use a,Toy soldiers,toys,4,2,-14.978837013244629,-49.720603942871094,-20.019089698791504,10.083874702453613,2.5378763675689697,774031360,gpt2-large
Toy soldiers use a blicket.,All toys use a blicket.,All birds use a blicket.,toy soldier,toy,use a,Toy soldiers,toys,4,3,-14.874332904815674,-50.338736057281494,-20.662816047668457,9.948086738586426,2.1881103515625,774031360,gpt2-large
Toy soldiers use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,toy soldier,toy,use a,Toy soldiers,toys,4,4,-14.131935596466064,-52.262366771698,-21.08388328552246,12.703096389770508,1.3577698469161987,774031360,gpt2-large
Toy soldiers use a tove.,All toys use a tove.,All birds use a tove.,toy soldier,toy,use a,Toy soldiers,toys,4,5,-15.492094039916992,-50.21435213088989,-20.234825134277344,10.726305961608887,2.8645570278167725,774031360,gpt2-large
Yo-yos can be daxed.,All toys can be daxed.,All birds can be daxed.,yo-yo,toy,can be,Yo-yos,toys,1,1,-18.183105945587158,-45.45521879196167,-20.394607543945312,3.873947858810425,2.2427468299865723,774031360,gpt2-large
Yo-yos can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,yo-yo,toy,can be,Yo-yos,toys,1,2,-18.206506729125977,-40.587738037109375,-21.26830291748047,4.9523820877075195,1.5784403085708618,774031360,gpt2-large
Yo-yos can be blicked.,All toys can be blicked.,All birds can be blicked.,yo-yo,toy,can be,Yo-yos,toys,1,3,-19.437514781951904,-43.88587045669556,-21.396202564239502,2.805634021759033,1.9157590866088867,774031360,gpt2-large
Yo-yos can be gyred.,All toys can be gyred.,All birds can be gyred.,yo-yo,toy,can be,Yo-yos,toys,1,4,-20.501739501953125,-45.5983681678772,-21.329394340515137,3.7370715141296387,1.772064447402954,774031360,gpt2-large
Yo-yos can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,yo-yo,toy,can be,Yo-yos,toys,1,5,-19.51407766342163,-47.18358325958252,-21.936293601989746,3.6502633094787598,2.066443920135498,774031360,gpt2-large
Yo-yos are beamish.,All toys are beamish.,All birds are beamish.,yo-yo,toy,are,Yo-yos,toys,2,1,-20.31907081604004,-43.79194641113281,-20.430034160614014,5.334633827209473,2.432466506958008,774031360,gpt2-large
Yo-yos are slithy.,All toys are slithy.,All birds are slithy.,yo-yo,toy,are,Yo-yos,toys,2,2,-17.747918605804443,-43.48717975616455,-17.632879734039307,5.268624782562256,2.2197916507720947,774031360,gpt2-large
Yo-yos are mimsy.,All toys are mimsy.,All birds are mimsy.,yo-yo,toy,are,Yo-yos,toys,2,3,-18.98332405090332,-45.14215421676636,-19.000150680541992,9.242795944213867,4.938695907592773,774031360,gpt2-large
Yo-yos are vorpal.,All toys are vorpal.,All birds are vorpal.,yo-yo,toy,are,Yo-yos,toys,2,4,-18.332826614379883,-42.027849197387695,-18.047149658203125,4.7360520362854,2.418006658554077,774031360,gpt2-large
Yo-yos are frabjous.,All toys are frabjous.,All birds are frabjous.,yo-yo,toy,are,Yo-yos,toys,2,5,-19.358808994293213,-35.90874481201172,-19.289254665374756,4.316362380981445,1.3171136379241943,774031360,gpt2-large
Yo-yos have wugs.,All toys have wugs.,All birds have wugs.,yo-yo,toy,have,Yo-yos,toys,3,1,-16.558942794799805,-40.02010154724121,-17.132156372070312,5.953622341156006,0.7857410311698914,774031360,gpt2-large
Yo-yos have feps.,All toys have feps.,All birds have feps.,yo-yo,toy,have,Yo-yos,toys,3,2,-15.683764934539795,-43.63818168640137,-17.054276943206787,6.193562030792236,0.8738381266593933,774031360,gpt2-large
Yo-yos have blickets.,All toys have blickets.,All birds have blickets.,yo-yo,toy,have,Yo-yos,toys,3,3,-18.300018787384033,-43.347347259521484,-17.225507259368896,4.883121490478516,1.9756540060043335,774031360,gpt2-large
Yo-yos have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,yo-yo,toy,have,Yo-yos,toys,3,4,-17.80641460418701,-44.34858989715576,-18.482125282287598,10.6065673828125,1.0957417488098145,774031360,gpt2-large
Yo-yos have toves.,All toys have toves.,All birds have toves.,yo-yo,toy,have,Yo-yos,toys,3,5,-15.652417182922363,-43.29762935638428,-16.29575252532959,14.48279857635498,7.8769965171813965,774031360,gpt2-large
Yo-yos use a wug.,All toys use a wug.,All birds use a wug.,yo-yo,toy,use a,Yo-yos,toys,4,1,-17.56047821044922,-47.97131824493408,-18.41767406463623,9.060260772705078,2.2427897453308105,774031360,gpt2-large
Yo-yos use a fep.,All toys use a fep.,All birds use a fep.,yo-yo,toy,use a,Yo-yos,toys,4,2,-18.31095314025879,-49.720603942871094,-18.90708351135254,9.55282211303711,1.796377420425415,774031360,gpt2-large
Yo-yos use a blicket.,All toys use a blicket.,All birds use a blicket.,yo-yo,toy,use a,Yo-yos,toys,4,3,-18.196320056915283,-50.338736057281494,-19.333231449127197,12.072120666503906,2.4508559703826904,774031360,gpt2-large
Yo-yos use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,yo-yo,toy,use a,Yo-yos,toys,4,4,-19.520484447479248,-52.262366771698,-19.924261569976807,11.178248405456543,1.899060845375061,774031360,gpt2-large
Yo-yos use a tove.,All toys use a tove.,All birds use a tove.,yo-yo,toy,use a,Yo-yos,toys,4,5,-18.009904384613037,-50.21435213088989,-19.60337495803833,11.762432098388672,3.562326192855835,774031360,gpt2-large
Blocks can be daxed.,All toys can be daxed.,All birds can be daxed.,block,toy,can be,Blocks,toys,1,1,-18.65143632888794,-45.45521879196167,-20.047500133514404,5.399218559265137,2.3073651790618896,774031360,gpt2-large
Blocks can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,block,toy,can be,Blocks,toys,1,2,-19.034593105316162,-40.587738037109375,-21.23387098312378,4.6008148193359375,1.6639446020126343,774031360,gpt2-large
Blocks can be blicked.,All toys can be blicked.,All birds can be blicked.,block,toy,can be,Blocks,toys,1,3,-19.270663261413574,-43.88587045669556,-20.885258674621582,5.172120571136475,2.0305073261260986,774031360,gpt2-large
Blocks can be gyred.,All toys can be gyred.,All birds can be gyred.,block,toy,can be,Blocks,toys,1,4,-20.37633180618286,-45.5983681678772,-21.852888584136963,3.9720637798309326,1.5584781169891357,774031360,gpt2-large
Blocks can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,block,toy,can be,Blocks,toys,1,5,-19.60785675048828,-47.18358325958252,-21.659085273742676,4.427501201629639,0.84688800573349,774031360,gpt2-large
Blocks are beamish.,All toys are beamish.,All birds are beamish.,block,toy,are,Blocks,toys,2,1,-22.66780376434326,-43.79194641113281,-22.60689353942871,3.213132381439209,2.3754723072052,774031360,gpt2-large
Blocks are slithy.,All toys are slithy.,All birds are slithy.,block,toy,are,Blocks,toys,2,2,-18.66413164138794,-43.48717975616455,-17.971733570098877,3.263587236404419,1.9088181257247925,774031360,gpt2-large
Blocks are mimsy.,All toys are mimsy.,All birds are mimsy.,block,toy,are,Blocks,toys,2,3,-20.491474628448486,-45.14215421676636,-19.984354496002197,9.47368335723877,2.6322596073150635,774031360,gpt2-large
Blocks are vorpal.,All toys are vorpal.,All birds are vorpal.,block,toy,are,Blocks,toys,2,4,-20.55868101119995,-42.027849197387695,-18.553588390350342,3.5083699226379395,1.479943037033081,774031360,gpt2-large
Blocks are frabjous.,All toys are frabjous.,All birds are frabjous.,block,toy,are,Blocks,toys,2,5,-18.429396152496338,-35.90874481201172,-19.83059072494507,3.559788227081299,1.1768642663955688,774031360,gpt2-large
Blocks have wugs.,All toys have wugs.,All birds have wugs.,block,toy,have,Blocks,toys,3,1,-16.867245197296143,-40.02010154724121,-16.484321117401123,5.151788234710693,1.0315046310424805,774031360,gpt2-large
Blocks have feps.,All toys have feps.,All birds have feps.,block,toy,have,Blocks,toys,3,2,-18.67577886581421,-43.63818168640137,-18.365405559539795,4.742519855499268,1.092719316482544,774031360,gpt2-large
Blocks have blickets.,All toys have blickets.,All birds have blickets.,block,toy,have,Blocks,toys,3,3,-21.428519248962402,-43.347347259521484,-17.459165573120117,2.679182291030884,1.7778838872909546,774031360,gpt2-large
Blocks have jabberwocks.,All toys have jabberwocks.,All birds have jabberwocks.,block,toy,have,Blocks,toys,3,4,-19.02961540222168,-44.34858989715576,-18.56411600112915,8.83137035369873,0.8749350905418396,774031360,gpt2-large
Blocks have toves.,All toys have toves.,All birds have toves.,block,toy,have,Blocks,toys,3,5,-16.149611473083496,-43.29762935638428,-16.585698127746582,11.181496620178223,8.704085350036621,774031360,gpt2-large
Blocks use a wug.,All toys use a wug.,All birds use a wug.,block,toy,use a,Blocks,toys,4,1,-20.61284589767456,-47.97131824493408,-20.875539302825928,7.739768981933594,2.4411466121673584,774031360,gpt2-large
Blocks use a fep.,All toys use a fep.,All birds use a fep.,block,toy,use a,Blocks,toys,4,2,-22.00630760192871,-49.720603942871094,-21.27302122116089,9.13265609741211,3.157867193222046,774031360,gpt2-large
Blocks use a blicket.,All toys use a blicket.,All birds use a blicket.,block,toy,use a,Blocks,toys,4,3,-20.112224102020264,-50.338736057281494,-19.003177165985107,9.956555366516113,2.7123193740844727,774031360,gpt2-large
Blocks use a jabberwock.,All toys use a jabberwock.,All birds use a jabberwock.,block,toy,use a,Blocks,toys,4,4,-21.60373544692993,-52.262366771698,-22.20487880706787,10.476175308227539,4.628576755523682,774031360,gpt2-large
Blocks use a tove.,All toys use a tove.,All birds use a tove.,block,toy,use a,Blocks,toys,4,5,-20.194244861602783,-50.21435213088989,-20.54978370666504,12.224523544311523,5.073300838470459,774031360,gpt2-large
Marbles can be daxed.,All toys can be daxed.,All birds can be daxed.,marble,toy,can be,Marbles,toys,1,1,-17.740314960479736,-45.45521879196167,-18.82376718521118,4.037009239196777,2.3098883628845215,774031360,gpt2-large
Marbles can be wiffed.,All toys can be wiffed.,All birds can be wiffed.,marble,toy,can be,Marbles,toys,1,2,-17.083747386932373,-40.587738037109375,-19.815810680389404,2.781590700149536,1.0888566970825195,774031360,gpt2-large
Marbles can be blicked.,All toys can be blicked.,All birds can be blicked.,marble,toy,can be,Marbles,toys,1,3,-18.401927947998047,-43.88587045669556,-19.85274887084961,3.854609966278076,1.686273455619812,774031360,gpt2-large
Marbles can be gyred.,All toys can be gyred.,All birds can be gyred.,marble,toy,can be,Marbles,toys,1,4,-18.80734872817993,-45.5983681678772,-19.33863115310669,4.905566215515137,2.3083536624908447,774031360,gpt2-large
Marbles can be gimbled.,All toys can be gimbled.,All birds can be gimbled.,marble,toy,can be,Marbles,toys,1,5,-17.82655668258667,-47.18358325958252,-19.40923833847046,4.036761283874512,1.6213785409927368,774031360,gpt2-large
