preamble,stimulus,item,category,feature,score,params,model
A swallow,flies.,swallow,bird,2,-14.828034400939941,125288025,roberta-base
A parakeet,flies.,parakeet,bird,2,-8.56959056854248,125288025,roberta-base
An oriole,flies.,oriole,bird,2,-15.63491153717041,125288025,roberta-base
A mockingbird,flies.,mockingbird,bird,2,-9.28887939453125,125288025,roberta-base
A redbird,flies.,redbird,bird,2,-9.357290267944336,125288025,roberta-base
A wren,flies.,wren,bird,2,-14.383393287658691,125288025,roberta-base
A finch,flies.,finch,bird,2,-14.705491065979004,125288025,roberta-base
A starling,flies.,starling,bird,2,-20.409907341003418,125288025,roberta-base
A cardinal,flies.,cardinal,bird,2,-17.238489151000977,125288025,roberta-base
An eagle,flies.,eagle,bird,2,-10.0307035446167,125288025,roberta-base
A hummingbird,flies.,hummingbird,bird,2,-9.436798095703125,125288025,roberta-base
A seagull,flies.,seagull,bird,2,-11.502422332763672,125288025,roberta-base
A woodpecker,flies.,woodpecker,bird,2,-7.958422660827637,125288025,roberta-base
A pigeon,flies.,pigeon,bird,2,-7.202933311462402,125288025,roberta-base
A thrush,flies.,thrush,bird,2,-13.093372344970703,125288025,roberta-base
A falcon,flies.,falcon,bird,2,-12.586657524108887,125288025,roberta-base
A crow,flies.,crow,bird,2,-1.7685012817382812,125288025,roberta-base
A hawk,flies.,hawk,bird,2,-8.756660461425781,125288025,roberta-base
A raven,flies.,raven,bird,2,-5.542051315307617,125288025,roberta-base
A goldfinch,flies.,goldfinch,bird,2,-13.835100173950195,125288025,roberta-base
A parrot,flies.,parrot,bird,2,-6.748599052429199,125288025,roberta-base
A sandpiper,flies.,sandpiper,bird,2,-7.224007606506348,125288025,roberta-base
A pheasant,flies.,pheasant,bird,2,-12.924994468688965,125288025,roberta-base
A catbird,flies.,catbird,bird,2,-10.693336486816406,125288025,roberta-base
A crane,flies.,crane,bird,2,-9.89255142211914,125288025,roberta-base
An albatross,flies.,albatross,bird,2,-8.927882194519043,125288025,roberta-base
A condor,flies.,condor,bird,2,-12.056687355041504,125288025,roberta-base
A toucan,flies.,toucan,bird,2,-16.315954208374023,125288025,roberta-base
An owl,flies.,owl,bird,2,-8.796648979187012,125288025,roberta-base
A pelican,flies.,pelican,bird,2,-10.861356735229492,125288025,roberta-base
A goose,flies.,goose,bird,2,-7.145073890686035,125288025,roberta-base
A vulture,flies.,vulture,bird,2,-8.335626602172852,125288025,roberta-base
A stork,flies.,stork,bird,2,-11.462723731994629,125288025,roberta-base
A buzzard,flies.,buzzard,bird,2,-4.936432838439941,125288025,roberta-base
A swan,flies.,swan,bird,2,-11.825990676879883,125288025,roberta-base
A flamingo,flies.,flamingo,bird,2,-8.551206588745117,125288025,roberta-base
A duck,flies.,duck,bird,2,-8.561341285705566,125288025,roberta-base
A peacock,flies.,peacock,bird,2,-13.20232105255127,125288025,roberta-base
An egret,flies.,egret,bird,2,-20.47635555267334,125288025,roberta-base
A chicken,flies.,chicken,bird,2,-13.830491065979004,125288025,roberta-base
A turkey,flies.,turkey,bird,2,-15.767691612243652,125288025,roberta-base
An ostrich,flies.,ostrich,bird,2,-9.307943344116211,125288025,roberta-base
A titmouse,flies.,titmouse,bird,2,-14.817302703857422,125288025,roberta-base
An emu,flies.,emu,bird,2,-21.62651252746582,125288025,roberta-base
A penguin,flies.,penguin,bird,2,-11.421174049377441,125288025,roberta-base
A bat,flies.,bat,bird,2,-12.723309516906738,125288025,roberta-base
A robin,has feathers.,robin,bird,3,-13.648236274719238,125288025,roberta-base
A sparrow,has feathers.,sparrow,bird,3,-11.277697563171387,125288025,roberta-base
A bluejay,has feathers.,bluejay,bird,3,-11.747588157653809,125288025,roberta-base
A bluebird,has feathers.,bluebird,bird,3,-11.81977653503418,125288025,roberta-base
A canary,has feathers.,canary,bird,3,-10.88286018371582,125288025,roberta-base
A blackbird,has feathers.,blackbird,bird,3,-11.687232971191406,125288025,roberta-base
A dove,has feathers.,dove,bird,3,-11.896018028259277,125288025,roberta-base
A lark,has feathers.,lark,bird,3,-12.383772850036621,125288025,roberta-base
A swallow,has feathers.,swallow,bird,3,-14.252284049987793,125288025,roberta-base
A parakeet,has feathers.,parakeet,bird,3,-11.343561172485352,125288025,roberta-base
An oriole,has feathers.,oriole,bird,3,-11.470505714416504,125288025,roberta-base
A mockingbird,has feathers.,mockingbird,bird,3,-11.634223937988281,125288025,roberta-base
A redbird,has feathers.,redbird,bird,3,-11.134077072143555,125288025,roberta-base
A wren,has feathers.,wren,bird,3,-12.612466812133789,125288025,roberta-base
A finch,has feathers.,finch,bird,3,-12.833145141601562,125288025,roberta-base
A starling,has feathers.,starling,bird,3,-15.709386825561523,125288025,roberta-base
A cardinal,has feathers.,cardinal,bird,3,-13.392606735229492,125288025,roberta-base
An eagle,has feathers.,eagle,bird,3,-10.546650886535645,125288025,roberta-base
A hummingbird,has feathers.,hummingbird,bird,3,-10.33977222442627,125288025,roberta-base
A seagull,has feathers.,seagull,bird,3,-11.790876388549805,125288025,roberta-base
A woodpecker,has feathers.,woodpecker,bird,3,-10.975303649902344,125288025,roberta-base
A pigeon,has feathers.,pigeon,bird,3,-9.670517921447754,125288025,roberta-base
A thrush,has feathers.,thrush,bird,3,-17.780892372131348,125288025,roberta-base
A falcon,has feathers.,falcon,bird,3,-10.524771690368652,125288025,roberta-base
A crow,has feathers.,crow,bird,3,-11.054304122924805,125288025,roberta-base
A hawk,has feathers.,hawk,bird,3,-10.012456893920898,125288025,roberta-base
A raven,has feathers.,raven,bird,3,-11.560747146606445,125288025,roberta-base
A goldfinch,has feathers.,goldfinch,bird,3,-11.62566089630127,125288025,roberta-base
A parrot,has feathers.,parrot,bird,3,-10.064065933227539,125288025,roberta-base
A sandpiper,has feathers.,sandpiper,bird,3,-11.10257625579834,125288025,roberta-base
A pheasant,has feathers.,pheasant,bird,3,-11.605813026428223,125288025,roberta-base
A catbird,has feathers.,catbird,bird,3,-10.798181533813477,125288025,roberta-base
A crane,has feathers.,crane,bird,3,-19.15583324432373,125288025,roberta-base
An albatross,has feathers.,albatross,bird,3,-11.268310546875,125288025,roberta-base
A condor,has feathers.,condor,bird,3,-10.547945022583008,125288025,roberta-base
A toucan,has feathers.,toucan,bird,3,-10.08287525177002,125288025,roberta-base
An owl,has feathers.,owl,bird,3,-9.6596040725708,125288025,roberta-base
A pelican,has feathers.,pelican,bird,3,-12.094476699829102,125288025,roberta-base
A goose,has feathers.,goose,bird,3,-9.83562183380127,125288025,roberta-base
A vulture,has feathers.,vulture,bird,3,-11.873136520385742,125288025,roberta-base
A stork,has feathers.,stork,bird,3,-10.68785285949707,125288025,roberta-base
A buzzard,has feathers.,buzzard,bird,3,-13.538394927978516,125288025,roberta-base
A swan,has feathers.,swan,bird,3,-12.95712661743164,125288025,roberta-base
A flamingo,has feathers.,flamingo,bird,3,-9.610828399658203,125288025,roberta-base
A duck,has feathers.,duck,bird,3,-8.634319305419922,125288025,roberta-base
A peacock,has feathers.,peacock,bird,3,-8.939836502075195,125288025,roberta-base
An egret,has feathers.,egret,bird,3,-12.748186588287354,125288025,roberta-base
A chicken,has feathers.,chicken,bird,3,-8.412489891052246,125288025,roberta-base
A turkey,has feathers.,turkey,bird,3,-9.030831336975098,125288025,roberta-base
An ostrich,has feathers.,ostrich,bird,3,-9.972827911376953,125288025,roberta-base
A titmouse,has feathers.,titmouse,bird,3,-10.594475746154785,125288025,roberta-base
An emu,has feathers.,emu,bird,3,-16.310993194580078,125288025,roberta-base
A penguin,has feathers.,penguin,bird,3,-9.261395454406738,125288025,roberta-base
A bat,has feathers.,bat,bird,3,-12.00738525390625,125288025,roberta-base
A robin,has a beak.,robin,bird,4,-5.955078125,125288025,roberta-base
A sparrow,has a beak.,sparrow,bird,4,-4.65316104888916,125288025,roberta-base
A bluejay,has a beak.,bluejay,bird,4,-4.687948226928711,125288025,roberta-base
A bluebird,has a beak.,bluebird,bird,4,-5.155011177062988,125288025,roberta-base
A canary,has a beak.,canary,bird,4,-4.869264602661133,125288025,roberta-base
A blackbird,has a beak.,blackbird,bird,4,-5.491286277770996,125288025,roberta-base
A dove,has a beak.,dove,bird,4,-5.391234397888184,125288025,roberta-base
A lark,has a beak.,lark,bird,4,-5.066328048706055,125288025,roberta-base
A swallow,has a beak.,swallow,bird,4,-5.731258392333984,125288025,roberta-base
A parakeet,has a beak.,parakeet,bird,4,-6.228172302246094,125288025,roberta-base
An oriole,has a beak.,oriole,bird,4,-6.196666717529297,125288025,roberta-base
A mockingbird,has a beak.,mockingbird,bird,4,-5.154603004455566,125288025,roberta-base
A redbird,has a beak.,redbird,bird,4,-5.284049987792969,125288025,roberta-base
A wren,has a beak.,wren,bird,4,-3.8869943618774414,125288025,roberta-base
A finch,has a beak.,finch,bird,4,-8.059408187866211,125288025,roberta-base
A starling,has a beak.,starling,bird,4,-5.61966609954834,125288025,roberta-base
A cardinal,has a beak.,cardinal,bird,4,-6.729963302612305,125288025,roberta-base
An eagle,has a beak.,eagle,bird,4,-5.976039886474609,125288025,roberta-base
A hummingbird,has a beak.,hummingbird,bird,4,-5.549016952514648,125288025,roberta-base
A seagull,has a beak.,seagull,bird,4,-6.041423797607422,125288025,roberta-base
A woodpecker,has a beak.,woodpecker,bird,4,-5.345088958740234,125288025,roberta-base
A pigeon,has a beak.,pigeon,bird,4,-5.594232559204102,125288025,roberta-base
A thrush,has a beak.,thrush,bird,4,-5.309841156005859,125288025,roberta-base
A falcon,has a beak.,falcon,bird,4,-5.77889347076416,125288025,roberta-base
A crow,has a beak.,crow,bird,4,-4.430960655212402,125288025,roberta-base
A hawk,has a beak.,hawk,bird,4,-5.191288948059082,125288025,roberta-base
A raven,has a beak.,raven,bird,4,-4.874311447143555,125288025,roberta-base
A goldfinch,has a beak.,goldfinch,bird,4,-5.026335716247559,125288025,roberta-base
A parrot,has a beak.,parrot,bird,4,-5.347094535827637,125288025,roberta-base
A sandpiper,has a beak.,sandpiper,bird,4,-5.3277482986450195,125288025,roberta-base
A pheasant,has a beak.,pheasant,bird,4,-5.512382507324219,125288025,roberta-base
A catbird,has a beak.,catbird,bird,4,-5.18802547454834,125288025,roberta-base
A crane,has a beak.,crane,bird,4,-8.258209228515625,125288025,roberta-base
An albatross,has a beak.,albatross,bird,4,-4.67269229888916,125288025,roberta-base
A condor,has a beak.,condor,bird,4,-6.942715644836426,125288025,roberta-base
A toucan,has a beak.,toucan,bird,4,-6.65516471862793,125288025,roberta-base
An owl,has a beak.,owl,bird,4,-5.318434715270996,125288025,roberta-base
A pelican,has a beak.,pelican,bird,4,-6.2375898361206055,125288025,roberta-base
A goose,has a beak.,goose,bird,4,-4.986691474914551,125288025,roberta-base
A vulture,has a beak.,vulture,bird,4,-5.137638092041016,125288025,roberta-base
A stork,has a beak.,stork,bird,4,-4.923079490661621,125288025,roberta-base
A buzzard,has a beak.,buzzard,bird,4,-5.023789405822754,125288025,roberta-base
A swan,has a beak.,swan,bird,4,-4.994068145751953,125288025,roberta-base
A flamingo,has a beak.,flamingo,bird,4,-5.290125846862793,125288025,roberta-base
A duck,has a beak.,duck,bird,4,-5.201501846313477,125288025,roberta-base
A peacock,has a beak.,peacock,bird,4,-4.3903303146362305,125288025,roberta-base
An egret,has a beak.,egret,bird,4,-7.129373550415039,125288025,roberta-base
A chicken,has a beak.,chicken,bird,4,-5.345372200012207,125288025,roberta-base
A turkey,has a beak.,turkey,bird,4,-5.346080780029297,125288025,roberta-base
An ostrich,has a beak.,ostrich,bird,4,-5.085446357727051,125288025,roberta-base
A titmouse,has a beak.,titmouse,bird,4,-4.44883918762207,125288025,roberta-base
An emu,has a beak.,emu,bird,4,-12.39993953704834,125288025,roberta-base
A penguin,has a beak.,penguin,bird,4,-5.281132698059082,125288025,roberta-base
A bat,has a beak.,bat,bird,4,-6.383366584777832,125288025,roberta-base
A robin,has a bill.,robin,bird,5,-11.580855369567871,125288025,roberta-base
A sparrow,has a bill.,sparrow,bird,5,-11.182384490966797,125288025,roberta-base
A bluejay,has a bill.,bluejay,bird,5,-13.913972854614258,125288025,roberta-base
A bluebird,has a bill.,bluebird,bird,5,-10.349367141723633,125288025,roberta-base
A canary,has a bill.,canary,bird,5,-13.965465545654297,125288025,roberta-base
A blackbird,has a bill.,blackbird,bird,5,-10.453368186950684,125288025,roberta-base
A dove,has a bill.,dove,bird,5,-12.922714233398438,125288025,roberta-base
A lark,has a bill.,lark,bird,5,-13.678752899169922,125288025,roberta-base
A swallow,has a bill.,swallow,bird,5,-16.647491455078125,125288025,roberta-base
A parakeet,has a bill.,parakeet,bird,5,-12.839179992675781,125288025,roberta-base
An oriole,has a bill.,oriole,bird,5,-13.564467430114746,125288025,roberta-base
A mockingbird,has a bill.,mockingbird,bird,5,-12.029434204101562,125288025,roberta-base
A redbird,has a bill.,redbird,bird,5,-10.338703155517578,125288025,roberta-base
A wren,has a bill.,wren,bird,5,-12.601083755493164,125288025,roberta-base
A finch,has a bill.,finch,bird,5,-11.113822937011719,125288025,roberta-base
A starling,has a bill.,starling,bird,5,-14.014918327331543,125288025,roberta-base
A cardinal,has a bill.,cardinal,bird,5,-14.574382781982422,125288025,roberta-base
An eagle,has a bill.,eagle,bird,5,-13.154592514038086,125288025,roberta-base
A hummingbird,has a bill.,hummingbird,bird,5,-11.454710960388184,125288025,roberta-base
A seagull,has a bill.,seagull,bird,5,-12.026659965515137,125288025,roberta-base
A woodpecker,has a bill.,woodpecker,bird,5,-11.901847839355469,125288025,roberta-base
A pigeon,has a bill.,pigeon,bird,5,-13.67762565612793,125288025,roberta-base
A thrush,has a bill.,thrush,bird,5,-14.127654075622559,125288025,roberta-base
A falcon,has a bill.,falcon,bird,5,-12.047362327575684,125288025,roberta-base
A crow,has a bill.,crow,bird,5,-10.835992813110352,125288025,roberta-base
A hawk,has a bill.,hawk,bird,5,-10.972557067871094,125288025,roberta-base
A raven,has a bill.,raven,bird,5,-11.621281623840332,125288025,roberta-base
A goldfinch,has a bill.,goldfinch,bird,5,-11.648330688476562,125288025,roberta-base
A parrot,has a bill.,parrot,bird,5,-12.956931114196777,125288025,roberta-base
A sandpiper,has a bill.,sandpiper,bird,5,-11.935790061950684,125288025,roberta-base
A pheasant,has a bill.,pheasant,bird,5,-11.365975379943848,125288025,roberta-base
A catbird,has a bill.,catbird,bird,5,-10.680530548095703,125288025,roberta-base
A crane,has a bill.,crane,bird,5,-16.92693519592285,125288025,roberta-base
An albatross,has a bill.,albatross,bird,5,-13.585136413574219,125288025,roberta-base
A condor,has a bill.,condor,bird,5,-12.958605766296387,125288025,roberta-base
A toucan,has a bill.,toucan,bird,5,-13.235424041748047,125288025,roberta-base
An owl,has a bill.,owl,bird,5,-12.090184211730957,125288025,roberta-base
A pelican,has a bill.,pelican,bird,5,-12.71614933013916,125288025,roberta-base
A goose,has a bill.,goose,bird,5,-10.183712005615234,125288025,roberta-base
A vulture,has a bill.,vulture,bird,5,-10.76241397857666,125288025,roberta-base
A stork,has a bill.,stork,bird,5,-11.484983444213867,125288025,roberta-base
A buzzard,has a bill.,buzzard,bird,5,-13.96113109588623,125288025,roberta-base
A swan,has a bill.,swan,bird,5,-11.75810432434082,125288025,roberta-base
A flamingo,has a bill.,flamingo,bird,5,-13.482287406921387,125288025,roberta-base
A duck,has a bill.,duck,bird,5,-11.921603202819824,125288025,roberta-base
A peacock,has a bill.,peacock,bird,5,-12.214630126953125,125288025,roberta-base
An egret,has a bill.,egret,bird,5,-13.778951644897461,125288025,roberta-base
A chicken,has a bill.,chicken,bird,5,-12.38032054901123,125288025,roberta-base
A turkey,has a bill.,turkey,bird,5,-13.307915687561035,125288025,roberta-base
An ostrich,has a bill.,ostrich,bird,5,-11.701332092285156,125288025,roberta-base
A titmouse,has a bill.,titmouse,bird,5,-12.845186233520508,125288025,roberta-base
An emu,has a bill.,emu,bird,5,-15.536480903625488,125288025,roberta-base
A penguin,has a bill.,penguin,bird,5,-11.788688659667969,125288025,roberta-base
A bat,has a bill.,bat,bird,5,-15.057210922241211,125288025,roberta-base
A robin,has wings.,robin,bird,6,-11.313523292541504,125288025,roberta-base
A sparrow,has wings.,sparrow,bird,6,-8.923397064208984,125288025,roberta-base
A bluejay,has wings.,bluejay,bird,6,-8.71259593963623,125288025,roberta-base
A bluebird,has wings.,bluebird,bird,6,-9.237178802490234,125288025,roberta-base
A canary,has wings.,canary,bird,6,-10.292098045349121,125288025,roberta-base
A blackbird,has wings.,blackbird,bird,6,-8.954092979431152,125288025,roberta-base
A dove,has wings.,dove,bird,6,-9.439940452575684,125288025,roberta-base
A lark,has wings.,lark,bird,6,-7.495630264282227,125288025,roberta-base
A swallow,has wings.,swallow,bird,6,-12.377376556396484,125288025,roberta-base
A parakeet,has wings.,parakeet,bird,6,-9.862478256225586,125288025,roberta-base
An oriole,has wings.,oriole,bird,6,-9.186450958251953,125288025,roberta-base
A mockingbird,has wings.,mockingbird,bird,6,-9.35823917388916,125288025,roberta-base
A redbird,has wings.,redbird,bird,6,-8.740646362304688,125288025,roberta-base
A wren,has wings.,wren,bird,6,-9.610457420349121,125288025,roberta-base
A finch,has wings.,finch,bird,6,-12.25666332244873,125288025,roberta-base
A starling,has wings.,starling,bird,6,-12.554564476013184,125288025,roberta-base
A cardinal,has wings.,cardinal,bird,6,-11.936378002166748,125288025,roberta-base
An eagle,has wings.,eagle,bird,6,-7.727902412414551,125288025,roberta-base
A hummingbird,has wings.,hummingbird,bird,6,-8.513269424438477,125288025,roberta-base
A seagull,has wings.,seagull,bird,6,-9.322813034057617,125288025,roberta-base
A woodpecker,has wings.,woodpecker,bird,6,-8.916728973388672,125288025,roberta-base
A pigeon,has wings.,pigeon,bird,6,-8.35035514831543,125288025,roberta-base
A thrush,has wings.,thrush,bird,6,-14.516682624816895,125288025,roberta-base
A falcon,has wings.,falcon,bird,6,-8.09936237335205,125288025,roberta-base
A crow,has wings.,crow,bird,6,-7.216118812561035,125288025,roberta-base
A hawk,has wings.,hawk,bird,6,-7.085822105407715,125288025,roberta-base
A raven,has wings.,raven,bird,6,-7.426474571228027,125288025,roberta-base
A goldfinch,has wings.,goldfinch,bird,6,-9.381294250488281,125288025,roberta-base
A parrot,has wings.,parrot,bird,6,-8.037531852722168,125288025,roberta-base
A sandpiper,has wings.,sandpiper,bird,6,-9.381684303283691,125288025,roberta-base
A pheasant,has wings.,pheasant,bird,6,-10.461039543151855,125288025,roberta-base
A catbird,has wings.,catbird,bird,6,-8.005759239196777,125288025,roberta-base
A crane,has wings.,crane,bird,6,-15.125988960266113,125288025,roberta-base
An albatross,has wings.,albatross,bird,6,-8.079375267028809,125288025,roberta-base
A condor,has wings.,condor,bird,6,-8.177663803100586,125288025,roberta-base
A toucan,has wings.,toucan,bird,6,-7.938275337219238,125288025,roberta-base
An owl,has wings.,owl,bird,6,-6.448671340942383,125288025,roberta-base
A pelican,has wings.,pelican,bird,6,-11.257097244262695,125288025,roberta-base
A goose,has wings.,goose,bird,6,-8.60954475402832,125288025,roberta-base
A vulture,has wings.,vulture,bird,6,-8.041116714477539,125288025,roberta-base
A stork,has wings.,stork,bird,6,-9.367236137390137,125288025,roberta-base
A buzzard,has wings.,buzzard,bird,6,-10.917283058166504,125288025,roberta-base
A swan,has wings.,swan,bird,6,-10.035730361938477,125288025,roberta-base
A flamingo,has wings.,flamingo,bird,6,-7.052450180053711,125288025,roberta-base
A duck,has wings.,duck,bird,6,-8.103842735290527,125288025,roberta-base
A peacock,has wings.,peacock,bird,6,-8.052070617675781,125288025,roberta-base
An egret,has wings.,egret,bird,6,-11.067100524902344,125288025,roberta-base
A chicken,has wings.,chicken,bird,6,-8.972455024719238,125288025,roberta-base
A turkey,has wings.,turkey,bird,6,-9.68598747253418,125288025,roberta-base
An ostrich,has wings.,ostrich,bird,6,-8.42491340637207,125288025,roberta-base
A titmouse,has wings.,titmouse,bird,6,-8.45208740234375,125288025,roberta-base
An emu,has wings.,emu,bird,6,-12.911738395690918,125288025,roberta-base
A penguin,has wings.,penguin,bird,6,-8.601752281188965,125288025,roberta-base
A bat,has wings.,bat,bird,6,-7.369680404663086,125288025,roberta-base
A robin,has legs and feet.,robin,bird,7,-8.171883583068848,125288025,roberta-base
A sparrow,has legs and feet.,sparrow,bird,7,-6.140926361083984,125288025,roberta-base
A bluejay,has legs and feet.,bluejay,bird,7,-6.943667411804199,125288025,roberta-base
A bluebird,has legs and feet.,bluebird,bird,7,-7.3093671798706055,125288025,roberta-base
A canary,has legs and feet.,canary,bird,7,-7.082094192504883,125288025,roberta-base
A blackbird,has legs and feet.,blackbird,bird,7,-6.354928970336914,125288025,roberta-base
A dove,has legs and feet.,dove,bird,7,-7.5437211990356445,125288025,roberta-base
A lark,has legs and feet.,lark,bird,7,-8.08664608001709,125288025,roberta-base
A swallow,has legs and feet.,swallow,bird,7,-7.113936424255371,125288025,roberta-base
A parakeet,has legs and feet.,parakeet,bird,7,-6.622676849365234,125288025,roberta-base
An oriole,has legs and feet.,oriole,bird,7,-8.264622688293457,125288025,roberta-base
A mockingbird,has legs and feet.,mockingbird,bird,7,-6.993078231811523,125288025,roberta-base
A redbird,has legs and feet.,redbird,bird,7,-6.079202651977539,125288025,roberta-base
A wren,has legs and feet.,wren,bird,7,-6.6708221435546875,125288025,roberta-base
A finch,has legs and feet.,finch,bird,7,-6.168999671936035,125288025,roberta-base
A starling,has legs and feet.,starling,bird,7,-8.653008460998535,125288025,roberta-base
A cardinal,has legs and feet.,cardinal,bird,7,-6.87635612487793,125288025,roberta-base
An eagle,has legs and feet.,eagle,bird,7,-8.409870147705078,125288025,roberta-base
A hummingbird,has legs and feet.,hummingbird,bird,7,-7.1292724609375,125288025,roberta-base
A seagull,has legs and feet.,seagull,bird,7,-8.280550956726074,125288025,roberta-base
A woodpecker,has legs and feet.,woodpecker,bird,7,-6.164139747619629,125288025,roberta-base
A pigeon,has legs and feet.,pigeon,bird,7,-6.077308654785156,125288025,roberta-base
A thrush,has legs and feet.,thrush,bird,7,-9.565703392028809,125288025,roberta-base
A falcon,has legs and feet.,falcon,bird,7,-7.35117244720459,125288025,roberta-base
A crow,has legs and feet.,crow,bird,7,-6.712506294250488,125288025,roberta-base
A hawk,has legs and feet.,hawk,bird,7,-7.673439025878906,125288025,roberta-base
A raven,has legs and feet.,raven,bird,7,-8.776849746704102,125288025,roberta-base
A goldfinch,has legs and feet.,goldfinch,bird,7,-7.997708320617676,125288025,roberta-base
A parrot,has legs and feet.,parrot,bird,7,-6.8993072509765625,125288025,roberta-base
A sandpiper,has legs and feet.,sandpiper,bird,7,-8.24661636352539,125288025,roberta-base
A pheasant,has legs and feet.,pheasant,bird,7,-6.19926643371582,125288025,roberta-base
A catbird,has legs and feet.,catbird,bird,7,-6.568169593811035,125288025,roberta-base
A crane,has legs and feet.,crane,bird,7,-7.639090538024902,125288025,roberta-base
An albatross,has legs and feet.,albatross,bird,7,-7.102701187133789,125288025,roberta-base
A condor,has legs and feet.,condor,bird,7,-5.965908050537109,125288025,roberta-base
A toucan,has legs and feet.,toucan,bird,7,-7.4939985275268555,125288025,roberta-base
