preamble,stimulus,item,category,feature,score,params,model
A bluebird,flies.,bluebird,bird,2,-11.836845397949219,356461657,roberta-large
A canary,flies.,canary,bird,2,-8.28329086303711,356461657,roberta-large
A blackbird,flies.,blackbird,bird,2,-10.133941650390625,356461657,roberta-large
A dove,flies.,dove,bird,2,-8.152301788330078,356461657,roberta-large
A lark,flies.,lark,bird,2,-8.874580383300781,356461657,roberta-large
A swallow,flies.,swallow,bird,2,-13.906074523925781,356461657,roberta-large
A parakeet,flies.,parakeet,bird,2,-9.467475891113281,356461657,roberta-large
An oriole,flies.,oriole,bird,2,-14.102493286132812,356461657,roberta-large
A mockingbird,flies.,mockingbird,bird,2,-8.696403503417969,356461657,roberta-large
A redbird,flies.,redbird,bird,2,-11.840164184570312,356461657,roberta-large
A wren,flies.,wren,bird,2,-8.51388931274414,356461657,roberta-large
A finch,flies.,finch,bird,2,-8.4771728515625,356461657,roberta-large
A starling,flies.,starling,bird,2,-11.627941131591797,356461657,roberta-large
A cardinal,flies.,cardinal,bird,2,-12.782707214355469,356461657,roberta-large
An eagle,flies.,eagle,bird,2,-10.65877914428711,356461657,roberta-large
A hummingbird,flies.,hummingbird,bird,2,-8.215850830078125,356461657,roberta-large
A seagull,flies.,seagull,bird,2,-10.032833099365234,356461657,roberta-large
A woodpecker,flies.,woodpecker,bird,2,-8.07952880859375,356461657,roberta-large
A pigeon,flies.,pigeon,bird,2,-9.057735443115234,356461657,roberta-large
A thrush,flies.,thrush,bird,2,-7.8026580810546875,356461657,roberta-large
A falcon,flies.,falcon,bird,2,-14.206111907958984,356461657,roberta-large
A crow,flies.,crow,bird,2,-7.342803955078125,356461657,roberta-large
A hawk,flies.,hawk,bird,2,-7.660999298095703,356461657,roberta-large
A raven,flies.,raven,bird,2,-9.092445373535156,356461657,roberta-large
A goldfinch,flies.,goldfinch,bird,2,-7.272167205810547,356461657,roberta-large
A parrot,flies.,parrot,bird,2,-9.796161651611328,356461657,roberta-large
A sandpiper,flies.,sandpiper,bird,2,-8.667713165283203,356461657,roberta-large
A pheasant,flies.,pheasant,bird,2,-11.308666229248047,356461657,roberta-large
A catbird,flies.,catbird,bird,2,-9.936454772949219,356461657,roberta-large
A crane,flies.,crane,bird,2,-13.174270629882812,356461657,roberta-large
An albatross,flies.,albatross,bird,2,-9.437480926513672,356461657,roberta-large
A condor,flies.,condor,bird,2,-8.754318237304688,356461657,roberta-large
A toucan,flies.,toucan,bird,2,-9.085887908935547,356461657,roberta-large
An owl,flies.,owl,bird,2,-11.807472229003906,356461657,roberta-large
A pelican,flies.,pelican,bird,2,-12.244132995605469,356461657,roberta-large
A goose,flies.,goose,bird,2,-10.000186920166016,356461657,roberta-large
A vulture,flies.,vulture,bird,2,-17.932682037353516,356461657,roberta-large
A stork,flies.,stork,bird,2,-9.112354278564453,356461657,roberta-large
A buzzard,flies.,buzzard,bird,2,-8.960395812988281,356461657,roberta-large
A swan,flies.,swan,bird,2,-11.02572250366211,356461657,roberta-large
A flamingo,flies.,flamingo,bird,2,-9.223808288574219,356461657,roberta-large
A duck,flies.,duck,bird,2,-11.66079330444336,356461657,roberta-large
A peacock,flies.,peacock,bird,2,-10.20827865600586,356461657,roberta-large
An egret,flies.,egret,bird,2,-16.935508728027344,356461657,roberta-large
A chicken,flies.,chicken,bird,2,-9.49575424194336,356461657,roberta-large
A turkey,flies.,turkey,bird,2,-12.761768341064453,356461657,roberta-large
An ostrich,flies.,ostrich,bird,2,-11.531646728515625,356461657,roberta-large
A titmouse,flies.,titmouse,bird,2,-9.467430114746094,356461657,roberta-large
An emu,flies.,emu,bird,2,-13.205646514892578,356461657,roberta-large
A penguin,flies.,penguin,bird,2,-11.722736358642578,356461657,roberta-large
A bat,flies.,bat,bird,2,-10.217636108398438,356461657,roberta-large
A robin,has feathers.,robin,bird,3,-10.499774932861328,356461657,roberta-large
A sparrow,has feathers.,sparrow,bird,3,-12.909175872802734,356461657,roberta-large
A bluejay,has feathers.,bluejay,bird,3,-11.117298126220703,356461657,roberta-large
A bluebird,has feathers.,bluebird,bird,3,-12.647563934326172,356461657,roberta-large
A canary,has feathers.,canary,bird,3,-11.047142028808594,356461657,roberta-large
A blackbird,has feathers.,blackbird,bird,3,-11.98354721069336,356461657,roberta-large
A dove,has feathers.,dove,bird,3,-12.506248474121094,356461657,roberta-large
A lark,has feathers.,lark,bird,3,-13.014419555664062,356461657,roberta-large
A swallow,has feathers.,swallow,bird,3,-16.516258239746094,356461657,roberta-large
A parakeet,has feathers.,parakeet,bird,3,-10.03814697265625,356461657,roberta-large
An oriole,has feathers.,oriole,bird,3,-12.417705535888672,356461657,roberta-large
A mockingbird,has feathers.,mockingbird,bird,3,-12.121204376220703,356461657,roberta-large
A redbird,has feathers.,redbird,bird,3,-12.84012222290039,356461657,roberta-large
A wren,has feathers.,wren,bird,3,-13.696704864501953,356461657,roberta-large
A finch,has feathers.,finch,bird,3,-9.965530395507812,356461657,roberta-large
A starling,has feathers.,starling,bird,3,-12.362621307373047,356461657,roberta-large
A cardinal,has feathers.,cardinal,bird,3,-17.625885009765625,356461657,roberta-large
An eagle,has feathers.,eagle,bird,3,-11.150749206542969,356461657,roberta-large
A hummingbird,has feathers.,hummingbird,bird,3,-11.296184539794922,356461657,roberta-large
A seagull,has feathers.,seagull,bird,3,-10.752906799316406,356461657,roberta-large
A woodpecker,has feathers.,woodpecker,bird,3,-11.36715316772461,356461657,roberta-large
A pigeon,has feathers.,pigeon,bird,3,-9.247520446777344,356461657,roberta-large
A thrush,has feathers.,thrush,bird,3,-12.775005340576172,356461657,roberta-large
A falcon,has feathers.,falcon,bird,3,-11.184837341308594,356461657,roberta-large
A crow,has feathers.,crow,bird,3,-13.572582244873047,356461657,roberta-large
A hawk,has feathers.,hawk,bird,3,-13.01467514038086,356461657,roberta-large
A raven,has feathers.,raven,bird,3,-14.808361053466797,356461657,roberta-large
A goldfinch,has feathers.,goldfinch,bird,3,-12.289020538330078,356461657,roberta-large
A parrot,has feathers.,parrot,bird,3,-9.576717376708984,356461657,roberta-large
A sandpiper,has feathers.,sandpiper,bird,3,-12.052074432373047,356461657,roberta-large
A pheasant,has feathers.,pheasant,bird,3,-10.638591766357422,356461657,roberta-large
A catbird,has feathers.,catbird,bird,3,-11.480209350585938,356461657,roberta-large
A crane,has feathers.,crane,bird,3,-18.00925064086914,356461657,roberta-large
An albatross,has feathers.,albatross,bird,3,-10.573657989501953,356461657,roberta-large
A condor,has feathers.,condor,bird,3,-9.9871826171875,356461657,roberta-large
A toucan,has feathers.,toucan,bird,3,-11.441875457763672,356461657,roberta-large
An owl,has feathers.,owl,bird,3,-10.430999755859375,356461657,roberta-large
A pelican,has feathers.,pelican,bird,3,-10.399749755859375,356461657,roberta-large
A goose,has feathers.,goose,bird,3,-11.467914581298828,356461657,roberta-large
A vulture,has feathers.,vulture,bird,3,-14.47918701171875,356461657,roberta-large
A stork,has feathers.,stork,bird,3,-12.628665924072266,356461657,roberta-large
A buzzard,has feathers.,buzzard,bird,3,-13.923324584960938,356461657,roberta-large
A swan,has feathers.,swan,bird,3,-11.347587585449219,356461657,roberta-large
A flamingo,has feathers.,flamingo,bird,3,-10.674381256103516,356461657,roberta-large
A duck,has feathers.,duck,bird,3,-10.144393920898438,356461657,roberta-large
A peacock,has feathers.,peacock,bird,3,-9.75516128540039,356461657,roberta-large
An egret,has feathers.,egret,bird,3,-12.780723571777344,356461657,roberta-large
A chicken,has feathers.,chicken,bird,3,-7.6669158935546875,356461657,roberta-large
A turkey,has feathers.,turkey,bird,3,-9.282600402832031,356461657,roberta-large
An ostrich,has feathers.,ostrich,bird,3,-9.051998138427734,356461657,roberta-large
A titmouse,has feathers.,titmouse,bird,3,-14.383312225341797,356461657,roberta-large
An emu,has feathers.,emu,bird,3,-13.283061981201172,356461657,roberta-large
A penguin,has feathers.,penguin,bird,3,-10.565689086914062,356461657,roberta-large
A bat,has feathers.,bat,bird,3,-12.506603240966797,356461657,roberta-large
A robin,has a beak.,robin,bird,4,-5.2335968017578125,356461657,roberta-large
A sparrow,has a beak.,sparrow,bird,4,-5.654258728027344,356461657,roberta-large
A bluejay,has a beak.,bluejay,bird,4,-6.365024566650391,356461657,roberta-large
A bluebird,has a beak.,bluebird,bird,4,-5.509502410888672,356461657,roberta-large
A canary,has a beak.,canary,bird,4,-5.143886566162109,356461657,roberta-large
A blackbird,has a beak.,blackbird,bird,4,-5.5844268798828125,356461657,roberta-large
A dove,has a beak.,dove,bird,4,-5.4375152587890625,356461657,roberta-large
A lark,has a beak.,lark,bird,4,-3.5243682861328125,356461657,roberta-large
A swallow,has a beak.,swallow,bird,4,-4.166358947753906,356461657,roberta-large
A parakeet,has a beak.,parakeet,bird,4,-4.915561676025391,356461657,roberta-large
An oriole,has a beak.,oriole,bird,4,-4.447975158691406,356461657,roberta-large
A mockingbird,has a beak.,mockingbird,bird,4,-5.540927886962891,356461657,roberta-large
A redbird,has a beak.,redbird,bird,4,-5.695220947265625,356461657,roberta-large
A wren,has a beak.,wren,bird,4,-5.340461730957031,356461657,roberta-large
A finch,has a beak.,finch,bird,4,-4.898826599121094,356461657,roberta-large
A starling,has a beak.,starling,bird,4,-5.036235809326172,356461657,roberta-large
A cardinal,has a beak.,cardinal,bird,4,-6.1600189208984375,356461657,roberta-large
An eagle,has a beak.,eagle,bird,4,-5.912139892578125,356461657,roberta-large
A hummingbird,has a beak.,hummingbird,bird,4,-5.3933868408203125,356461657,roberta-large
A seagull,has a beak.,seagull,bird,4,-4.148674011230469,356461657,roberta-large
A woodpecker,has a beak.,woodpecker,bird,4,-5.642963409423828,356461657,roberta-large
A pigeon,has a beak.,pigeon,bird,4,-5.656120300292969,356461657,roberta-large
A thrush,has a beak.,thrush,bird,4,-4.9333038330078125,356461657,roberta-large
A falcon,has a beak.,falcon,bird,4,-5.540157318115234,356461657,roberta-large
A crow,has a beak.,crow,bird,4,-5.288566589355469,356461657,roberta-large
A hawk,has a beak.,hawk,bird,4,-5.474266052246094,356461657,roberta-large
A raven,has a beak.,raven,bird,4,-5.6962738037109375,356461657,roberta-large
A goldfinch,has a beak.,goldfinch,bird,4,-5.89154052734375,356461657,roberta-large
A parrot,has a beak.,parrot,bird,4,-5.0880584716796875,356461657,roberta-large
A sandpiper,has a beak.,sandpiper,bird,4,-5.988182067871094,356461657,roberta-large
A pheasant,has a beak.,pheasant,bird,4,-5.694526672363281,356461657,roberta-large
A catbird,has a beak.,catbird,bird,4,-5.087532043457031,356461657,roberta-large
A crane,has a beak.,crane,bird,4,-6.417125701904297,356461657,roberta-large
An albatross,has a beak.,albatross,bird,4,-5.74468994140625,356461657,roberta-large
A condor,has a beak.,condor,bird,4,-5.797428131103516,356461657,roberta-large
A toucan,has a beak.,toucan,bird,4,-5.421970367431641,356461657,roberta-large
An owl,has a beak.,owl,bird,4,-4.997550964355469,356461657,roberta-large
A pelican,has a beak.,pelican,bird,4,-5.78619384765625,356461657,roberta-large
A goose,has a beak.,goose,bird,4,-5.162044525146484,356461657,roberta-large
A vulture,has a beak.,vulture,bird,4,-4.587554931640625,356461657,roberta-large
A stork,has a beak.,stork,bird,4,-5.330135345458984,356461657,roberta-large
A buzzard,has a beak.,buzzard,bird,4,-5.620697021484375,356461657,roberta-large
A swan,has a beak.,swan,bird,4,-5.044013977050781,356461657,roberta-large
A flamingo,has a beak.,flamingo,bird,4,-5.0985565185546875,356461657,roberta-large
A duck,has a beak.,duck,bird,4,-4.801490783691406,356461657,roberta-large
A peacock,has a beak.,peacock,bird,4,-5.106433868408203,356461657,roberta-large
An egret,has a beak.,egret,bird,4,-4.808341979980469,356461657,roberta-large
A chicken,has a beak.,chicken,bird,4,-4.6219024658203125,356461657,roberta-large
A turkey,has a beak.,turkey,bird,4,-4.703514099121094,356461657,roberta-large
An ostrich,has a beak.,ostrich,bird,4,-5.270660400390625,356461657,roberta-large
A titmouse,has a beak.,titmouse,bird,4,-4.985630035400391,356461657,roberta-large
An emu,has a beak.,emu,bird,4,-3.2017288208007812,356461657,roberta-large
A penguin,has a beak.,penguin,bird,4,-5.816356658935547,356461657,roberta-large
A bat,has a beak.,bat,bird,4,-4.880786895751953,356461657,roberta-large
A robin,has a bill.,robin,bird,5,-12.291755676269531,356461657,roberta-large
A sparrow,has a bill.,sparrow,bird,5,-12.60821533203125,356461657,roberta-large
A bluejay,has a bill.,bluejay,bird,5,-14.818946838378906,356461657,roberta-large
A bluebird,has a bill.,bluebird,bird,5,-11.373054504394531,356461657,roberta-large
A canary,has a bill.,canary,bird,5,-13.721824645996094,356461657,roberta-large
A blackbird,has a bill.,blackbird,bird,5,-12.246448516845703,356461657,roberta-large
A dove,has a bill.,dove,bird,5,-10.727954864501953,356461657,roberta-large
A lark,has a bill.,lark,bird,5,-13.97757339477539,356461657,roberta-large
A swallow,has a bill.,swallow,bird,5,-12.994976043701172,356461657,roberta-large
A parakeet,has a bill.,parakeet,bird,5,-12.49032974243164,356461657,roberta-large
An oriole,has a bill.,oriole,bird,5,-13.19912338256836,356461657,roberta-large
A mockingbird,has a bill.,mockingbird,bird,5,-11.949039459228516,356461657,roberta-large
A redbird,has a bill.,redbird,bird,5,-12.265644073486328,356461657,roberta-large
A wren,has a bill.,wren,bird,5,-14.216262817382812,356461657,roberta-large
A finch,has a bill.,finch,bird,5,-11.055252075195312,356461657,roberta-large
A starling,has a bill.,starling,bird,5,-13.774883270263672,356461657,roberta-large
A cardinal,has a bill.,cardinal,bird,5,-15.506694793701172,356461657,roberta-large
An eagle,has a bill.,eagle,bird,5,-12.738834381103516,356461657,roberta-large
A hummingbird,has a bill.,hummingbird,bird,5,-12.771247863769531,356461657,roberta-large
A seagull,has a bill.,seagull,bird,5,-13.263084411621094,356461657,roberta-large
A woodpecker,has a bill.,woodpecker,bird,5,-15.46026611328125,356461657,roberta-large
A pigeon,has a bill.,pigeon,bird,5,-12.30117416381836,356461657,roberta-large
A thrush,has a bill.,thrush,bird,5,-11.782672882080078,356461657,roberta-large
A falcon,has a bill.,falcon,bird,5,-13.006793975830078,356461657,roberta-large
A crow,has a bill.,crow,bird,5,-11.790351867675781,356461657,roberta-large
A hawk,has a bill.,hawk,bird,5,-12.831737518310547,356461657,roberta-large
A raven,has a bill.,raven,bird,5,-12.897357940673828,356461657,roberta-large
A goldfinch,has a bill.,goldfinch,bird,5,-14.872425079345703,356461657,roberta-large
A parrot,has a bill.,parrot,bird,5,-13.223983764648438,356461657,roberta-large
A sandpiper,has a bill.,sandpiper,bird,5,-14.426345825195312,356461657,roberta-large
A pheasant,has a bill.,pheasant,bird,5,-13.22946548461914,356461657,roberta-large
A catbird,has a bill.,catbird,bird,5,-10.905582427978516,356461657,roberta-large
A crane,has a bill.,crane,bird,5,-16.048965454101562,356461657,roberta-large
An albatross,has a bill.,albatross,bird,5,-13.535369873046875,356461657,roberta-large
A condor,has a bill.,condor,bird,5,-14.42507553100586,356461657,roberta-large
A toucan,has a bill.,toucan,bird,5,-13.626144409179688,356461657,roberta-large
An owl,has a bill.,owl,bird,5,-12.344100952148438,356461657,roberta-large
A pelican,has a bill.,pelican,bird,5,-13.540042877197266,356461657,roberta-large
A goose,has a bill.,goose,bird,5,-11.481475830078125,356461657,roberta-large
A vulture,has a bill.,vulture,bird,5,-12.336368560791016,356461657,roberta-large
A stork,has a bill.,stork,bird,5,-13.101123809814453,356461657,roberta-large
A buzzard,has a bill.,buzzard,bird,5,-12.191123962402344,356461657,roberta-large
A swan,has a bill.,swan,bird,5,-10.948875427246094,356461657,roberta-large
A flamingo,has a bill.,flamingo,bird,5,-13.390335083007812,356461657,roberta-large
A duck,has a bill.,duck,bird,5,-9.939285278320312,356461657,roberta-large
A peacock,has a bill.,peacock,bird,5,-11.681983947753906,356461657,roberta-large
An egret,has a bill.,egret,bird,5,-13.573585510253906,356461657,roberta-large
A chicken,has a bill.,chicken,bird,5,-11.510673522949219,356461657,roberta-large
A turkey,has a bill.,turkey,bird,5,-11.86798095703125,356461657,roberta-large
An ostrich,has a bill.,ostrich,bird,5,-14.081390380859375,356461657,roberta-large
A titmouse,has a bill.,titmouse,bird,5,-14.34481430053711,356461657,roberta-large
An emu,has a bill.,emu,bird,5,-13.984786987304688,356461657,roberta-large
A penguin,has a bill.,penguin,bird,5,-13.684242248535156,356461657,roberta-large
A bat,has a bill.,bat,bird,5,-12.757476806640625,356461657,roberta-large
A robin,has wings.,robin,bird,6,-9.753917694091797,356461657,roberta-large
A sparrow,has wings.,sparrow,bird,6,-10.748477935791016,356461657,roberta-large
A bluejay,has wings.,bluejay,bird,6,-8.983505249023438,356461657,roberta-large
A bluebird,has wings.,bluebird,bird,6,-11.001579284667969,356461657,roberta-large
A canary,has wings.,canary,bird,6,-11.846710205078125,356461657,roberta-large
A blackbird,has wings.,blackbird,bird,6,-11.325984954833984,356461657,roberta-large
A dove,has wings.,dove,bird,6,-11.919601440429688,356461657,roberta-large
A lark,has wings.,lark,bird,6,-10.227951049804688,356461657,roberta-large
A swallow,has wings.,swallow,bird,6,-13.344676971435547,356461657,roberta-large
A parakeet,has wings.,parakeet,bird,6,-8.83963394165039,356461657,roberta-large
An oriole,has wings.,oriole,bird,6,-11.476768493652344,356461657,roberta-large
A mockingbird,has wings.,mockingbird,bird,6,-11.011043548583984,356461657,roberta-large
A redbird,has wings.,redbird,bird,6,-11.436168670654297,356461657,roberta-large
A wren,has wings.,wren,bird,6,-10.96246337890625,356461657,roberta-large
A finch,has wings.,finch,bird,6,-7.651824951171875,356461657,roberta-large
A starling,has wings.,starling,bird,6,-8.973098754882812,356461657,roberta-large
A cardinal,has wings.,cardinal,bird,6,-15.876220703125,356461657,roberta-large
An eagle,has wings.,eagle,bird,6,-10.09664535522461,356461657,roberta-large
A hummingbird,has wings.,hummingbird,bird,6,-9.256317138671875,356461657,roberta-large
A seagull,has wings.,seagull,bird,6,-8.707263946533203,356461657,roberta-large
A woodpecker,has wings.,woodpecker,bird,6,-9.37799072265625,356461657,roberta-large
A pigeon,has wings.,pigeon,bird,6,-8.113079071044922,356461657,roberta-large
A thrush,has wings.,thrush,bird,6,-11.932334899902344,356461657,roberta-large
A falcon,has wings.,falcon,bird,6,-9.864795684814453,356461657,roberta-large
A crow,has wings.,crow,bird,6,-12.031574249267578,356461657,roberta-large
A hawk,has wings.,hawk,bird,6,-12.094818115234375,356461657,roberta-large
A raven,has wings.,raven,bird,6,-12.258895874023438,356461657,roberta-large
A goldfinch,has wings.,goldfinch,bird,6,-10.67239761352539,356461657,roberta-large
A parrot,has wings.,parrot,bird,6,-9.067668914794922,356461657,roberta-large
A sandpiper,has wings.,sandpiper,bird,6,-10.38315200805664,356461657,roberta-large
A pheasant,has wings.,pheasant,bird,6,-8.989334106445312,356461657,roberta-large
A catbird,has wings.,catbird,bird,6,-10.261688232421875,356461657,roberta-large
A crane,has wings.,crane,bird,6,-13.687370300292969,356461657,roberta-large
An albatross,has wings.,albatross,bird,6,-8.183784484863281,356461657,roberta-large
A condor,has wings.,condor,bird,6,-9.156623840332031,356461657,roberta-large
A toucan,has wings.,toucan,bird,6,-10.176712036132812,356461657,roberta-large
An owl,has wings.,owl,bird,6,-8.237918853759766,356461657,roberta-large
A pelican,has wings.,pelican,bird,6,-9.602577209472656,356461657,roberta-large
A goose,has wings.,goose,bird,6,-10.84469985961914,356461657,roberta-large
A vulture,has wings.,vulture,bird,6,-13.116069793701172,356461657,roberta-large
A stork,has wings.,stork,bird,6,-11.254539489746094,356461657,roberta-large
A buzzard,has wings.,buzzard,bird,6,-11.730464935302734,356461657,roberta-large
A swan,has wings.,swan,bird,6,-10.89156723022461,356461657,roberta-large
A flamingo,has wings.,flamingo,bird,6,-9.844673156738281,356461657,roberta-large
A duck,has wings.,duck,bird,6,-10.359119415283203,356461657,roberta-large
A peacock,has wings.,peacock,bird,6,-9.400680541992188,356461657,roberta-large
An egret,has wings.,egret,bird,6,-11.73843765258789,356461657,roberta-large
A chicken,has wings.,chicken,bird,6,-7.246311187744141,356461657,roberta-large
A turkey,has wings.,turkey,bird,6,-9.059112548828125,356461657,roberta-large
An ostrich,has wings.,ostrich,bird,6,-7.92840576171875,356461657,roberta-large
A titmouse,has wings.,titmouse,bird,6,-13.066532135009766,356461657,roberta-large
An emu,has wings.,emu,bird,6,-13.25375747680664,356461657,roberta-large
A penguin,has wings.,penguin,bird,6,-8.71603012084961,356461657,roberta-large
A bat,has wings.,bat,bird,6,-7.903858184814453,356461657,roberta-large
A robin,has legs and feet.,robin,bird,7,-7.190601348876953,356461657,roberta-large
A sparrow,has legs and feet.,sparrow,bird,7,-6.230686187744141,356461657,roberta-large
A bluejay,has legs and feet.,bluejay,bird,7,-7.354331970214844,356461657,roberta-large
A bluebird,has legs and feet.,bluebird,bird,7,-5.998149871826172,356461657,roberta-large
A canary,has legs and feet.,canary,bird,7,-7.256122589111328,356461657,roberta-large
A blackbird,has legs and feet.,blackbird,bird,7,-6.24774169921875,356461657,roberta-large
A dove,has legs and feet.,dove,bird,7,-7.32684326171875,356461657,roberta-large
A lark,has legs and feet.,lark,bird,7,-5.9000244140625,356461657,roberta-large
A swallow,has legs and feet.,swallow,bird,7,-7.956016540527344,356461657,roberta-large
A parakeet,has legs and feet.,parakeet,bird,7,-6.918979644775391,356461657,roberta-large
An oriole,has legs and feet.,oriole,bird,7,-8.29843521118164,356461657,roberta-large
A mockingbird,has legs and feet.,mockingbird,bird,7,-5.54840087890625,356461657,roberta-large
A redbird,has legs and feet.,redbird,bird,7,-5.965538024902344,356461657,roberta-large
A wren,has legs and feet.,wren,bird,7,-7.2101593017578125,356461657,roberta-large
A finch,has legs and feet.,finch,bird,7,-7.113067626953125,356461657,roberta-large
A starling,has legs and feet.,starling,bird,7,-6.203319549560547,356461657,roberta-large
A cardinal,has legs and feet.,cardinal,bird,7,-8.461467742919922,356461657,roberta-large
An eagle,has legs and feet.,eagle,bird,7,-9.07155990600586,356461657,roberta-large
A hummingbird,has legs and feet.,hummingbird,bird,7,-6.828361511230469,356461657,roberta-large
A seagull,has legs and feet.,seagull,bird,7,-7.5836181640625,356461657,roberta-large
A woodpecker,has legs and feet.,woodpecker,bird,7,-6.643341064453125,356461657,roberta-large
A pigeon,has legs and feet.,pigeon,bird,7,-7.776863098144531,356461657,roberta-large
A thrush,has legs and feet.,thrush,bird,7,-6.892402648925781,356461657,roberta-large
A falcon,has legs and feet.,falcon,bird,7,-8.004608154296875,356461657,roberta-large
A crow,has legs and feet.,crow,bird,7,-6.6175537109375,356461657,roberta-large
A hawk,has legs and feet.,hawk,bird,7,-7.338188171386719,356461657,roberta-large
A raven,has legs and feet.,raven,bird,7,-7.498439788818359,356461657,roberta-large
A goldfinch,has legs and feet.,goldfinch,bird,7,-6.8625335693359375,356461657,roberta-large
A parrot,has legs and feet.,parrot,bird,7,-6.635562896728516,356461657,roberta-large
A sandpiper,has legs and feet.,sandpiper,bird,7,-7.109710693359375,356461657,roberta-large
A pheasant,has legs and feet.,pheasant,bird,7,-7.467079162597656,356461657,roberta-large
A catbird,has legs and feet.,catbird,bird,7,-5.929756164550781,356461657,roberta-large
A crane,has legs and feet.,crane,bird,7,-9.029685974121094,356461657,roberta-large
An albatross,has legs and feet.,albatross,bird,7,-7.627269744873047,356461657,roberta-large
A condor,has legs and feet.,condor,bird,7,-7.131767272949219,356461657,roberta-large
