preamble,stimulus,item,category,feature,score,params,model
An owl,is alive.,owl,bird,1,-12.096145629882812,81913344,distilgpt2
A pelican,is alive.,pelican,bird,1,-14.82265853881836,81913344,distilgpt2
A goose,is alive.,goose,bird,1,-11.200767517089844,81913344,distilgpt2
A vulture,is alive.,vulture,bird,1,-12.805793762207031,81913344,distilgpt2
A stork,is alive.,stork,bird,1,-14.599201202392578,81913344,distilgpt2
A buzzard,is alive.,buzzard,bird,1,-13.70199203491211,81913344,distilgpt2
A swan,is alive.,swan,bird,1,-13.926040649414062,81913344,distilgpt2
A flamingo,is alive.,flamingo,bird,1,-12.964950561523438,81913344,distilgpt2
A duck,is alive.,duck,bird,1,-13.10916519165039,81913344,distilgpt2
A peacock,is alive.,peacock,bird,1,-12.486064910888672,81913344,distilgpt2
An egret,is alive.,egret,bird,1,-13.801483154296875,81913344,distilgpt2
A chicken,is alive.,chicken,bird,1,-13.305057525634766,81913344,distilgpt2
A turkey,is alive.,turkey,bird,1,-12.848320007324219,81913344,distilgpt2
An ostrich,is alive.,ostrich,bird,1,-13.124687194824219,81913344,distilgpt2
A titmouse,is alive.,titmouse,bird,1,-13.448993682861328,81913344,distilgpt2
An emu,is alive.,emu,bird,1,-15.423980712890625,81913344,distilgpt2
A penguin,is alive.,penguin,bird,1,-12.04052734375,81913344,distilgpt2
A bat,is alive.,bat,bird,1,-13.559345245361328,81913344,distilgpt2
A robin,flies.,robin,bird,2,-15.096534729003906,81913344,distilgpt2
A sparrow,flies.,sparrow,bird,2,-11.167232513427734,81913344,distilgpt2
A bluejay,flies.,bluejay,bird,2,-13.630069732666016,81913344,distilgpt2
A bluebird,flies.,bluebird,bird,2,-10.862979888916016,81913344,distilgpt2
A canary,flies.,canary,bird,2,-12.778034210205078,81913344,distilgpt2
A blackbird,flies.,blackbird,bird,2,-10.494697570800781,81913344,distilgpt2
A dove,flies.,dove,bird,2,-11.715324401855469,81913344,distilgpt2
A lark,flies.,lark,bird,2,-14.757064819335938,81913344,distilgpt2
A swallow,flies.,swallow,bird,2,-11.629791259765625,81913344,distilgpt2
A parakeet,flies.,parakeet,bird,2,-13.493202209472656,81913344,distilgpt2
An oriole,flies.,oriole,bird,2,-15.328655242919922,81913344,distilgpt2
A mockingbird,flies.,mockingbird,bird,2,-12.008049011230469,81913344,distilgpt2
A redbird,flies.,redbird,bird,2,-10.542240142822266,81913344,distilgpt2
A wren,flies.,wren,bird,2,-14.47458267211914,81913344,distilgpt2
A finch,flies.,finch,bird,2,-15.22552490234375,81913344,distilgpt2
A starling,flies.,starling,bird,2,-15.197086334228516,81913344,distilgpt2
A cardinal,flies.,cardinal,bird,2,-15.094768524169922,81913344,distilgpt2
An eagle,flies.,eagle,bird,2,-10.985103607177734,81913344,distilgpt2
A hummingbird,flies.,hummingbird,bird,2,-10.938556671142578,81913344,distilgpt2
A seagull,flies.,seagull,bird,2,-12.575698852539062,81913344,distilgpt2
A woodpecker,flies.,woodpecker,bird,2,-12.702320098876953,81913344,distilgpt2
A pigeon,flies.,pigeon,bird,2,-8.924034118652344,81913344,distilgpt2
A thrush,flies.,thrush,bird,2,-16.337074279785156,81913344,distilgpt2
A falcon,flies.,falcon,bird,2,-11.823551177978516,81913344,distilgpt2
A crow,flies.,crow,bird,2,-8.058441162109375,81913344,distilgpt2
A hawk,flies.,hawk,bird,2,-10.410774230957031,81913344,distilgpt2
A raven,flies.,raven,bird,2,-11.425392150878906,81913344,distilgpt2
A goldfinch,flies.,goldfinch,bird,2,-14.899375915527344,81913344,distilgpt2
A parrot,flies.,parrot,bird,2,-11.338016510009766,81913344,distilgpt2
A sandpiper,flies.,sandpiper,bird,2,-11.578327178955078,81913344,distilgpt2
A pheasant,flies.,pheasant,bird,2,-12.183181762695312,81913344,distilgpt2
A catbird,flies.,catbird,bird,2,-12.737068176269531,81913344,distilgpt2
A crane,flies.,crane,bird,2,-12.905044555664062,81913344,distilgpt2
An albatross,flies.,albatross,bird,2,-12.184715270996094,81913344,distilgpt2
A condor,flies.,condor,bird,2,-13.589042663574219,81913344,distilgpt2
A toucan,flies.,toucan,bird,2,-14.263320922851562,81913344,distilgpt2
An owl,flies.,owl,bird,2,-12.016071319580078,81913344,distilgpt2
A pelican,flies.,pelican,bird,2,-13.707870483398438,81913344,distilgpt2
A goose,flies.,goose,bird,2,-11.906539916992188,81913344,distilgpt2
A vulture,flies.,vulture,bird,2,-11.899147033691406,81913344,distilgpt2
A stork,flies.,stork,bird,2,-11.30710220336914,81913344,distilgpt2
A buzzard,flies.,buzzard,bird,2,-11.83194351196289,81913344,distilgpt2
A swan,flies.,swan,bird,2,-12.959232330322266,81913344,distilgpt2
A flamingo,flies.,flamingo,bird,2,-11.299308776855469,81913344,distilgpt2
A duck,flies.,duck,bird,2,-12.114936828613281,81913344,distilgpt2
A peacock,flies.,peacock,bird,2,-12.29617691040039,81913344,distilgpt2
An egret,flies.,egret,bird,2,-14.372371673583984,81913344,distilgpt2
A chicken,flies.,chicken,bird,2,-14.248764038085938,81913344,distilgpt2
A turkey,flies.,turkey,bird,2,-11.442222595214844,81913344,distilgpt2
An ostrich,flies.,ostrich,bird,2,-12.385608673095703,81913344,distilgpt2
A titmouse,flies.,titmouse,bird,2,-13.113265991210938,81913344,distilgpt2
An emu,flies.,emu,bird,2,-16.717792510986328,81913344,distilgpt2
A penguin,flies.,penguin,bird,2,-12.925300598144531,81913344,distilgpt2
A bat,flies.,bat,bird,2,-11.627643585205078,81913344,distilgpt2
A robin,has feathers.,robin,bird,3,-19.493011474609375,81913344,distilgpt2
A sparrow,has feathers.,sparrow,bird,3,-14.827434539794922,81913344,distilgpt2
A bluejay,has feathers.,bluejay,bird,3,-17.477001190185547,81913344,distilgpt2
A bluebird,has feathers.,bluebird,bird,3,-13.99172592163086,81913344,distilgpt2
A canary,has feathers.,canary,bird,3,-18.882122039794922,81913344,distilgpt2
A blackbird,has feathers.,blackbird,bird,3,-13.741527557373047,81913344,distilgpt2
A dove,has feathers.,dove,bird,3,-15.061309814453125,81913344,distilgpt2
A lark,has feathers.,lark,bird,3,-17.16936492919922,81913344,distilgpt2
A swallow,has feathers.,swallow,bird,3,-17.355091094970703,81913344,distilgpt2
A parakeet,has feathers.,parakeet,bird,3,-18.085308074951172,81913344,distilgpt2
An oriole,has feathers.,oriole,bird,3,-16.06698226928711,81913344,distilgpt2
A mockingbird,has feathers.,mockingbird,bird,3,-16.147884368896484,81913344,distilgpt2
A redbird,has feathers.,redbird,bird,3,-14.09682846069336,81913344,distilgpt2
A wren,has feathers.,wren,bird,3,-19.951038360595703,81913344,distilgpt2
A finch,has feathers.,finch,bird,3,-18.28900146484375,81913344,distilgpt2
A starling,has feathers.,starling,bird,3,-18.40734100341797,81913344,distilgpt2
A cardinal,has feathers.,cardinal,bird,3,-20.18444061279297,81913344,distilgpt2
An eagle,has feathers.,eagle,bird,3,-14.72537612915039,81913344,distilgpt2
A hummingbird,has feathers.,hummingbird,bird,3,-14.348316192626953,81913344,distilgpt2
A seagull,has feathers.,seagull,bird,3,-15.897205352783203,81913344,distilgpt2
A woodpecker,has feathers.,woodpecker,bird,3,-15.697925567626953,81913344,distilgpt2
A pigeon,has feathers.,pigeon,bird,3,-13.198806762695312,81913344,distilgpt2
A thrush,has feathers.,thrush,bird,3,-21.210826873779297,81913344,distilgpt2
A falcon,has feathers.,falcon,bird,3,-15.525100708007812,81913344,distilgpt2
A crow,has feathers.,crow,bird,3,-14.569629669189453,81913344,distilgpt2
A hawk,has feathers.,hawk,bird,3,-14.579776763916016,81913344,distilgpt2
A raven,has feathers.,raven,bird,3,-15.32278060913086,81913344,distilgpt2
A goldfinch,has feathers.,goldfinch,bird,3,-18.877639770507812,81913344,distilgpt2
A parrot,has feathers.,parrot,bird,3,-13.915054321289062,81913344,distilgpt2
A sandpiper,has feathers.,sandpiper,bird,3,-16.749282836914062,81913344,distilgpt2
A pheasant,has feathers.,pheasant,bird,3,-16.861225128173828,81913344,distilgpt2
A catbird,has feathers.,catbird,bird,3,-14.738037109375,81913344,distilgpt2
A crane,has feathers.,crane,bird,3,-20.984573364257812,81913344,distilgpt2
An albatross,has feathers.,albatross,bird,3,-14.94363021850586,81913344,distilgpt2
A condor,has feathers.,condor,bird,3,-19.77173614501953,81913344,distilgpt2
A toucan,has feathers.,toucan,bird,3,-15.267536163330078,81913344,distilgpt2
An owl,has feathers.,owl,bird,3,-13.955520629882812,81913344,distilgpt2
A pelican,has feathers.,pelican,bird,3,-17.433605194091797,81913344,distilgpt2
A goose,has feathers.,goose,bird,3,-13.021350860595703,81913344,distilgpt2
A vulture,has feathers.,vulture,bird,3,-16.13166046142578,81913344,distilgpt2
A stork,has feathers.,stork,bird,3,-17.233375549316406,81913344,distilgpt2
A buzzard,has feathers.,buzzard,bird,3,-17.765098571777344,81913344,distilgpt2
A swan,has feathers.,swan,bird,3,-17.868267059326172,81913344,distilgpt2
A flamingo,has feathers.,flamingo,bird,3,-14.912055969238281,81913344,distilgpt2
A duck,has feathers.,duck,bird,3,-13.405838012695312,81913344,distilgpt2
A peacock,has feathers.,peacock,bird,3,-14.794174194335938,81913344,distilgpt2
An egret,has feathers.,egret,bird,3,-16.62350845336914,81913344,distilgpt2
A chicken,has feathers.,chicken,bird,3,-15.609783172607422,81913344,distilgpt2
A turkey,has feathers.,turkey,bird,3,-14.772686004638672,81913344,distilgpt2
An ostrich,has feathers.,ostrich,bird,3,-13.95418930053711,81913344,distilgpt2
A titmouse,has feathers.,titmouse,bird,3,-16.777633666992188,81913344,distilgpt2
An emu,has feathers.,emu,bird,3,-20.660736083984375,81913344,distilgpt2
A penguin,has feathers.,penguin,bird,3,-14.926395416259766,81913344,distilgpt2
A bat,has feathers.,bat,bird,3,-15.149364471435547,81913344,distilgpt2
A robin,has a beak.,robin,bird,4,-19.111129760742188,81913344,distilgpt2
A sparrow,has a beak.,sparrow,bird,4,-16.201457977294922,81913344,distilgpt2
A bluejay,has a beak.,bluejay,bird,4,-18.41228485107422,81913344,distilgpt2
A bluebird,has a beak.,bluebird,bird,4,-16.097824096679688,81913344,distilgpt2
A canary,has a beak.,canary,bird,4,-20.818172454833984,81913344,distilgpt2
A blackbird,has a beak.,blackbird,bird,4,-16.04541778564453,81913344,distilgpt2
A dove,has a beak.,dove,bird,4,-16.483203887939453,81913344,distilgpt2
A lark,has a beak.,lark,bird,4,-17.94953155517578,81913344,distilgpt2
A swallow,has a beak.,swallow,bird,4,-17.56438446044922,81913344,distilgpt2
A parakeet,has a beak.,parakeet,bird,4,-18.510753631591797,81913344,distilgpt2
An oriole,has a beak.,oriole,bird,4,-18.03310775756836,81913344,distilgpt2
A mockingbird,has a beak.,mockingbird,bird,4,-19.149127960205078,81913344,distilgpt2
A redbird,has a beak.,redbird,bird,4,-16.210254669189453,81913344,distilgpt2
A wren,has a beak.,wren,bird,4,-20.333698272705078,81913344,distilgpt2
A finch,has a beak.,finch,bird,4,-20.09520721435547,81913344,distilgpt2
A starling,has a beak.,starling,bird,4,-21.704296112060547,81913344,distilgpt2
A cardinal,has a beak.,cardinal,bird,4,-21.854721069335938,81913344,distilgpt2
An eagle,has a beak.,eagle,bird,4,-16.69906997680664,81913344,distilgpt2
A hummingbird,has a beak.,hummingbird,bird,4,-15.717063903808594,81913344,distilgpt2
A seagull,has a beak.,seagull,bird,4,-17.294376373291016,81913344,distilgpt2
A woodpecker,has a beak.,woodpecker,bird,4,-16.804794311523438,81913344,distilgpt2
A pigeon,has a beak.,pigeon,bird,4,-16.22916030883789,81913344,distilgpt2
A thrush,has a beak.,thrush,bird,4,-22.951499938964844,81913344,distilgpt2
A falcon,has a beak.,falcon,bird,4,-17.59294891357422,81913344,distilgpt2
A crow,has a beak.,crow,bird,4,-16.241817474365234,81913344,distilgpt2
A hawk,has a beak.,hawk,bird,4,-16.825023651123047,81913344,distilgpt2
A raven,has a beak.,raven,bird,4,-17.339191436767578,81913344,distilgpt2
A goldfinch,has a beak.,goldfinch,bird,4,-19.918399810791016,81913344,distilgpt2
A parrot,has a beak.,parrot,bird,4,-15.491622924804688,81913344,distilgpt2
A sandpiper,has a beak.,sandpiper,bird,4,-17.334949493408203,81913344,distilgpt2
A pheasant,has a beak.,pheasant,bird,4,-17.89426040649414,81913344,distilgpt2
A catbird,has a beak.,catbird,bird,4,-16.62472915649414,81913344,distilgpt2
A crane,has a beak.,crane,bird,4,-21.650489807128906,81913344,distilgpt2
An albatross,has a beak.,albatross,bird,4,-17.325897216796875,81913344,distilgpt2
A condor,has a beak.,condor,bird,4,-21.44900131225586,81913344,distilgpt2
A toucan,has a beak.,toucan,bird,4,-16.868152618408203,81913344,distilgpt2
An owl,has a beak.,owl,bird,4,-15.95046615600586,81913344,distilgpt2
A pelican,has a beak.,pelican,bird,4,-17.745380401611328,81913344,distilgpt2
A goose,has a beak.,goose,bird,4,-16.331607818603516,81913344,distilgpt2
A vulture,has a beak.,vulture,bird,4,-19.0384521484375,81913344,distilgpt2
A stork,has a beak.,stork,bird,4,-18.069602966308594,81913344,distilgpt2
A buzzard,has a beak.,buzzard,bird,4,-21.355976104736328,81913344,distilgpt2
A swan,has a beak.,swan,bird,4,-20.200992584228516,81913344,distilgpt2
A flamingo,has a beak.,flamingo,bird,4,-16.41594696044922,81913344,distilgpt2
A duck,has a beak.,duck,bird,4,-16.01580810546875,81913344,distilgpt2
A peacock,has a beak.,peacock,bird,4,-16.810840606689453,81913344,distilgpt2
An egret,has a beak.,egret,bird,4,-18.325275421142578,81913344,distilgpt2
A chicken,has a beak.,chicken,bird,4,-18.073089599609375,81913344,distilgpt2
A turkey,has a beak.,turkey,bird,4,-17.09836196899414,81913344,distilgpt2
An ostrich,has a beak.,ostrich,bird,4,-16.33627700805664,81913344,distilgpt2
A titmouse,has a beak.,titmouse,bird,4,-17.819713592529297,81913344,distilgpt2
An emu,has a beak.,emu,bird,4,-22.112598419189453,81913344,distilgpt2
A penguin,has a beak.,penguin,bird,4,-16.988361358642578,81913344,distilgpt2
A bat,has a beak.,bat,bird,4,-17.038585662841797,81913344,distilgpt2
A robin,has a bill.,robin,bird,5,-17.808319091796875,81913344,distilgpt2
A sparrow,has a bill.,sparrow,bird,5,-18.170181274414062,81913344,distilgpt2
A bluejay,has a bill.,bluejay,bird,5,-17.858577728271484,81913344,distilgpt2
A bluebird,has a bill.,bluebird,bird,5,-17.184112548828125,81913344,distilgpt2
A canary,has a bill.,canary,bird,5,-20.033710479736328,81913344,distilgpt2
A blackbird,has a bill.,blackbird,bird,5,-17.420166015625,81913344,distilgpt2
A dove,has a bill.,dove,bird,5,-18.28874969482422,81913344,distilgpt2
A lark,has a bill.,lark,bird,5,-20.076892852783203,81913344,distilgpt2
A swallow,has a bill.,swallow,bird,5,-18.909202575683594,81913344,distilgpt2
A parakeet,has a bill.,parakeet,bird,5,-20.23043441772461,81913344,distilgpt2
An oriole,has a bill.,oriole,bird,5,-19.82595443725586,81913344,distilgpt2
A mockingbird,has a bill.,mockingbird,bird,5,-20.48670196533203,81913344,distilgpt2
A redbird,has a bill.,redbird,bird,5,-17.614124298095703,81913344,distilgpt2
A wren,has a bill.,wren,bird,5,-20.212970733642578,81913344,distilgpt2
A finch,has a bill.,finch,bird,5,-19.193748474121094,81913344,distilgpt2
A starling,has a bill.,starling,bird,5,-21.142257690429688,81913344,distilgpt2
A cardinal,has a bill.,cardinal,bird,5,-19.221759796142578,81913344,distilgpt2
An eagle,has a bill.,eagle,bird,5,-18.041873931884766,81913344,distilgpt2
A hummingbird,has a bill.,hummingbird,bird,5,-17.124736785888672,81913344,distilgpt2
A seagull,has a bill.,seagull,bird,5,-19.081798553466797,81913344,distilgpt2
A woodpecker,has a bill.,woodpecker,bird,5,-17.736923217773438,81913344,distilgpt2
A pigeon,has a bill.,pigeon,bird,5,-17.141223907470703,81913344,distilgpt2
A thrush,has a bill.,thrush,bird,5,-22.41565704345703,81913344,distilgpt2
A falcon,has a bill.,falcon,bird,5,-18.98491668701172,81913344,distilgpt2
A crow,has a bill.,crow,bird,5,-17.961978912353516,81913344,distilgpt2
A hawk,has a bill.,hawk,bird,5,-17.09131622314453,81913344,distilgpt2
A raven,has a bill.,raven,bird,5,-19.134883880615234,81913344,distilgpt2
A goldfinch,has a bill.,goldfinch,bird,5,-19.68087387084961,81913344,distilgpt2
A parrot,has a bill.,parrot,bird,5,-17.425186157226562,81913344,distilgpt2
A sandpiper,has a bill.,sandpiper,bird,5,-18.533164978027344,81913344,distilgpt2
A pheasant,has a bill.,pheasant,bird,5,-18.82266616821289,81913344,distilgpt2
A catbird,has a bill.,catbird,bird,5,-17.552154541015625,81913344,distilgpt2
A crane,has a bill.,crane,bird,5,-20.498828887939453,81913344,distilgpt2
An albatross,has a bill.,albatross,bird,5,-18.553573608398438,81913344,distilgpt2
A condor,has a bill.,condor,bird,5,-22.25149154663086,81913344,distilgpt2
A toucan,has a bill.,toucan,bird,5,-18.21929931640625,81913344,distilgpt2
An owl,has a bill.,owl,bird,5,-17.14987564086914,81913344,distilgpt2
A pelican,has a bill.,pelican,bird,5,-19.2225341796875,81913344,distilgpt2
A goose,has a bill.,goose,bird,5,-17.127525329589844,81913344,distilgpt2
A vulture,has a bill.,vulture,bird,5,-19.569427490234375,81913344,distilgpt2
A stork,has a bill.,stork,bird,5,-19.093029022216797,81913344,distilgpt2
A buzzard,has a bill.,buzzard,bird,5,-20.568866729736328,81913344,distilgpt2
A swan,has a bill.,swan,bird,5,-20.409141540527344,81913344,distilgpt2
A flamingo,has a bill.,flamingo,bird,5,-17.987342834472656,81913344,distilgpt2
A duck,has a bill.,duck,bird,5,-17.051429748535156,81913344,distilgpt2
A peacock,has a bill.,peacock,bird,5,-17.650135040283203,81913344,distilgpt2
An egret,has a bill.,egret,bird,5,-18.868877410888672,81913344,distilgpt2
A chicken,has a bill.,chicken,bird,5,-19.67021942138672,81913344,distilgpt2
A turkey,has a bill.,turkey,bird,5,-18.60210418701172,81913344,distilgpt2
An ostrich,has a bill.,ostrich,bird,5,-18.324851989746094,81913344,distilgpt2
A titmouse,has a bill.,titmouse,bird,5,-16.94162368774414,81913344,distilgpt2
An emu,has a bill.,emu,bird,5,-22.124134063720703,81913344,distilgpt2
A penguin,has a bill.,penguin,bird,5,-18.43887710571289,81913344,distilgpt2
A bat,has a bill.,bat,bird,5,-17.6405029296875,81913344,distilgpt2
A robin,has wings.,robin,bird,6,-18.842491149902344,81913344,distilgpt2
A sparrow,has wings.,sparrow,bird,6,-13.881092071533203,81913344,distilgpt2
A bluejay,has wings.,bluejay,bird,6,-16.531036376953125,81913344,distilgpt2
A bluebird,has wings.,bluebird,bird,6,-13.002693176269531,81913344,distilgpt2
A canary,has wings.,canary,bird,6,-18.36374282836914,81913344,distilgpt2
A blackbird,has wings.,blackbird,bird,6,-12.822761535644531,81913344,distilgpt2
A dove,has wings.,dove,bird,6,-14.236473083496094,81913344,distilgpt2
A lark,has wings.,lark,bird,6,-16.563053131103516,81913344,distilgpt2
A swallow,has wings.,swallow,bird,6,-15.912307739257812,81913344,distilgpt2
A parakeet,has wings.,parakeet,bird,6,-16.597137451171875,81913344,distilgpt2
An oriole,has wings.,oriole,bird,6,-15.023818969726562,81913344,distilgpt2
A mockingbird,has wings.,mockingbird,bird,6,-15.784843444824219,81913344,distilgpt2
A redbird,has wings.,redbird,bird,6,-13.167228698730469,81913344,distilgpt2
A wren,has wings.,wren,bird,6,-19.06505584716797,81913344,distilgpt2
A finch,has wings.,finch,bird,6,-18.239288330078125,81913344,distilgpt2
A starling,has wings.,starling,bird,6,-17.98843765258789,81913344,distilgpt2
A cardinal,has wings.,cardinal,bird,6,-19.18315887451172,81913344,distilgpt2
An eagle,has wings.,eagle,bird,6,-14.179962158203125,81913344,distilgpt2
A hummingbird,has wings.,hummingbird,bird,6,-13.274555206298828,81913344,distilgpt2
A seagull,has wings.,seagull,bird,6,-14.937747955322266,81913344,distilgpt2
A woodpecker,has wings.,woodpecker,bird,6,-15.315326690673828,81913344,distilgpt2
A pigeon,has wings.,pigeon,bird,6,-12.23660659790039,81913344,distilgpt2
A thrush,has wings.,thrush,bird,6,-20.335247039794922,81913344,distilgpt2
A falcon,has wings.,falcon,bird,6,-14.731773376464844,81913344,distilgpt2
A crow,has wings.,crow,bird,6,-13.75811767578125,81913344,distilgpt2
A hawk,has wings.,hawk,bird,6,-14.031486511230469,81913344,distilgpt2
A raven,has wings.,raven,bird,6,-14.106124877929688,81913344,distilgpt2
A goldfinch,has wings.,goldfinch,bird,6,-17.989593505859375,81913344,distilgpt2
A parrot,has wings.,parrot,bird,6,-12.786060333251953,81913344,distilgpt2
A sandpiper,has wings.,sandpiper,bird,6,-16.023544311523438,81913344,distilgpt2
A pheasant,has wings.,pheasant,bird,6,-16.06052017211914,81913344,distilgpt2
A catbird,has wings.,catbird,bird,6,-13.665851593017578,81913344,distilgpt2
A crane,has wings.,crane,bird,6,-18.195159912109375,81913344,distilgpt2
An albatross,has wings.,albatross,bird,6,-13.812385559082031,81913344,distilgpt2
A condor,has wings.,condor,bird,6,-18.427032470703125,81913344,distilgpt2
A toucan,has wings.,toucan,bird,6,-14.139835357666016,81913344,distilgpt2
An owl,has wings.,owl,bird,6,-12.920413970947266,81913344,distilgpt2
A pelican,has wings.,pelican,bird,6,-17.598609924316406,81913344,distilgpt2
A goose,has wings.,goose,bird,6,-12.653709411621094,81913344,distilgpt2
A vulture,has wings.,vulture,bird,6,-15.194896697998047,81913344,distilgpt2
A stork,has wings.,stork,bird,6,-16.331493377685547,81913344,distilgpt2
A buzzard,has wings.,buzzard,bird,6,-17.44678497314453,81913344,distilgpt2
A swan,has wings.,swan,bird,6,-17.489784240722656,81913344,distilgpt2
A flamingo,has wings.,flamingo,bird,6,-14.12738037109375,81913344,distilgpt2
A duck,has wings.,duck,bird,6,-13.199634552001953,81913344,distilgpt2
A peacock,has wings.,peacock,bird,6,-14.411754608154297,81913344,distilgpt2
An egret,has wings.,egret,bird,6,-15.663360595703125,81913344,distilgpt2
A chicken,has wings.,chicken,bird,6,-13.832874298095703,81913344,distilgpt2
A turkey,has wings.,turkey,bird,6,-13.806480407714844,81913344,distilgpt2
An ostrich,has wings.,ostrich,bird,6,-13.759063720703125,81913344,distilgpt2
A titmouse,has wings.,titmouse,bird,6,-15.392345428466797,81913344,distilgpt2
An emu,has wings.,emu,bird,6,-20.278358459472656,81913344,distilgpt2
A penguin,has wings.,penguin,bird,6,-14.559856414794922,81913344,distilgpt2
A bat,has wings.,bat,bird,6,-13.893768310546875,81913344,distilgpt2
A robin,has legs and feet.,robin,bird,7,-22.086238861083984,81913344,distilgpt2
A sparrow,has legs and feet.,sparrow,bird,7,-19.47327423095703,81913344,distilgpt2
A bluejay,has legs and feet.,bluejay,bird,7,-21.885353088378906,81913344,distilgpt2
A bluebird,has legs and feet.,bluebird,bird,7,-19.008140563964844,81913344,distilgpt2
A canary,has legs and feet.,canary,bird,7,-23.61456298828125,81913344,distilgpt2
A blackbird,has legs and feet.,blackbird,bird,7,-18.51776885986328,81913344,distilgpt2
A dove,has legs and feet.,dove,bird,7,-19.52242660522461,81913344,distilgpt2
A lark,has legs and feet.,lark,bird,7,-22.50341033935547,81913344,distilgpt2
A swallow,has legs and feet.,swallow,bird,7,-22.71599578857422,81913344,distilgpt2
A parakeet,has legs and feet.,parakeet,bird,7,-22.964637756347656,81913344,distilgpt2
An oriole,has legs and feet.,oriole,bird,7,-20.728378295898438,81913344,distilgpt2
A mockingbird,has legs and feet.,mockingbird,bird,7,-21.41787338256836,81913344,distilgpt2
A redbird,has legs and feet.,redbird,bird,7,-19.433914184570312,81913344,distilgpt2
A wren,has legs and feet.,wren,bird,7,-24.502403259277344,81913344,distilgpt2
A finch,has legs and feet.,finch,bird,7,-23.10158920288086,81913344,distilgpt2
A starling,has legs and feet.,starling,bird,7,-23.43106460571289,81913344,distilgpt2
A cardinal,has legs and feet.,cardinal,bird,7,-23.406158447265625,81913344,distilgpt2
An eagle,has legs and feet.,eagle,bird,7,-20.45651626586914,81913344,distilgpt2
A hummingbird,has legs and feet.,hummingbird,bird,7,-18.728885650634766,81913344,distilgpt2
A seagull,has legs and feet.,seagull,bird,7,-20.69882583618164,81913344,distilgpt2
A woodpecker,has legs and feet.,woodpecker,bird,7,-19.708431243896484,81913344,distilgpt2
A pigeon,has legs and feet.,pigeon,bird,7,-18.562000274658203,81913344,distilgpt2
A thrush,has legs and feet.,thrush,bird,7,-25.55876922607422,81913344,distilgpt2
A falcon,has legs and feet.,falcon,bird,7,-20.311439514160156,81913344,distilgpt2
A crow,has legs and feet.,crow,bird,7,-19.784229278564453,81913344,distilgpt2
A hawk,has legs and feet.,hawk,bird,7,-20.154571533203125,81913344,distilgpt2
A raven,has legs and feet.,raven,bird,7,-21.166152954101562,81913344,distilgpt2
